Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value
ENSG00000215915,ATAD3C,0.022048849753437582,-1.334668954787249,0.0006510736091765586,0.05806034864399308,0.6720976834861219,0.08597869789680906,0.07619857644550357,0.9944000789727814,0.28766589499363265,0.03610660964826232,-0.2587456457690971,0.9421411257030616,0.034238304422278876,-0.1598501505260952,1.0
ENSG00000160072,ATAD3B,0.2992343895109386,0.3075748608823221,0.2798120057654025,0.2299645181585608,-0.28317286517296436,0.3714520473485844,0.19472969536073134,-0.4848727448118584,0.8505877261659393,0.3364479535406261,0.4137480234202413,0.29497996597104426,0.22254897874481266,-0.22150907331295722,1.0
ENSG00000197785,ATAD3A,0.40895366566494945,0.36934944270599557,0.15601640838492012,0.292009400533024,-0.3828440127257562,0.16566779419714772,0.33160491601283965,-0.08990818306079906,1.0,0.3577836774236902,0.03624143694946125,1.0,0.35950219643392817,0.05085964317829195,1.0
ENSG00000205090,TMEM240,0.0393729459882814,1.6260578416917912,7.631236977231453e-06,0.010815162982704593,-1.3414003082628554,0.003071621006409693,0.008466508493944841,-1.339392351207656,0.4154750818369054,0.021335723883064095,0.004087701595847371,1.0,0.017119152211139438,-0.012192527357009375,1.0
ENSG00000160075,SSU72,1.1155668030013064,-0.11887376334348332,0.7758246279550335,1.2841582994200822,0.19713328959456425,0.514876550026807,1.2078885451361308,0.04458329580709641,1.0,1.0503740988585402,-0.1835224107171325,0.8831330590557054,1.0556810530202652,-0.16125334573556904,1.0
ENSG00000215014,AL645728.1,0.0026248630658854267,-0.8145147496941902,0.4439549160530193,0.004553752834822986,0.21441584679878378,0.9945193358006346,0.005644338995963227,0.721669174528623,1.0,0.008206047647332345,1.3122099969581793,0.4113367138965678,0.0,0.29713553075071975,1.0
ENSG00000228594,FNDC10,0.41630328224942864,0.5146996992716644,0.03000845294487423,0.27379438919373206,-0.4349372411923269,0.1051532374288564,0.3259605770168764,-0.054683246000023056,1.0,0.27736441047983323,-0.3118220684415691,0.6388395421051062,0.3766213486450676,0.17684129703300755,1.0
ENSG00000286989,AL691432.4,0.012074370103072963,0.5480553296905182,0.4712244324693621,0.01024594387835172,0.15491483505012305,0.957660949390534,0.005644338995963227,-0.5849921637054294,1.0,0.004923628588399407,-0.6877900030418207,0.5748754239178613,0.011412768140759625,0.7909501434136805,1.0
ENSG00000272106,AL691432.2,0.02362376759296884,0.008607488221730186,1.0,0.03187626984376091,0.7181822646719596,0.08513555350281138,0.009877593242935648,-1.2103124020427254,0.5032624583059946,0.019694514353597627,-0.19680365052967908,0.9756034114914557,0.011412768140759625,-0.5132032497457057,1.0
ENSG00000197530,MIB2,0.27298575885208437,-0.005312586614830694,1.0,0.2282568608455022,-0.37913414975909543,0.1881961558458653,0.24270657682641877,-0.1938275845526669,1.0,0.4382029443675472,0.8021298051528016,0.014347852986719386,0.2910255875893704,0.11068585344482984,1.0
ENSG00000189409,MMP23B,0.04094786382781265,-0.5623961213395807,0.1324094920792918,0.027322517008937917,-1.2731125030167454,0.0001829320988989984,0.05362122046165066,0.032204003966345596,1.0,0.1427852290635828,1.7867485079856849,4.810080627492417e-07,0.1426596017594953,1.5438572814489078,0.37265275767797335
ENSG00000248333,CDK11B,0.018374041461197987,-0.7320525895022172,0.10092536379478045,0.01024594387835172,-1.6955088088993673,6.158722781232486e-05,0.06490989845357711,1.6944628045637873,0.0008729129992950741,0.05251870494292701,1.2273210993716663,0.012348945357713395,0.02853192035189906,0.3612658681704355,1.0
ENSG00000272004,FO704657.1,0.01942398668755216,0.3745190746958267,0.5962088297639219,0.019922668652350567,0.42086672426620986,0.5024814057633143,0.007055423744954034,-1.1249209108120812,0.7495499914753864,0.011488466706265282,-0.42475559720802725,0.7386049138232633,0.011412768140759625,-0.003730948608812845,1.0
ENSG00000189339,SLC35E2B,0.3680058018371368,0.14229564399968475,0.700299601073659,0.39731493483830554,0.3130672450900873,0.2462455204229128,0.2525841700693544,-0.5106325242605729,0.815480354119087,0.27900562000929974,-0.34318647018656145,0.5717438279460729,0.21113621060405305,-0.703689573670335,1.0
ENSG00000008128,CDK11A,0.05407217915723979,-0.0526744868889546,1.0,0.037568460887289636,-0.7704319279686684,0.023558435127602646,0.06773206795155873,0.3615116292193057,0.979269348498308,0.09026652412065579,0.8465464246093677,0.054226948447801473,0.07988937698531737,0.6348309414963986,1.0
ENSG00000215790,SLC35E2A,0.0640466588076044,-0.32046074517124445,0.41724019877260815,0.09619802863563559,0.6125795275132315,0.0348683118419179,0.060676644206604693,-0.3065277173020289,1.0,0.0689308002375917,-0.09441526250446453,1.0,0.039944688492658684,-0.7377232264609317,1.0
ENSG00000008130,NADK,0.45252639255864757,0.013889495878983693,1.0,0.4075608787166573,-0.21024767678802503,0.5482046454238195,0.41062566195632483,-0.14905999779179568,1.0,0.6253008307267247,0.5535042376082916,0.11632989775216278,0.39374050085620704,-0.1863698377014571,1.0
ENSG00000078369,GNB1,1.63003996391485,0.15454400721896144,0.6433653005313418,1.5465683065267568,0.029914843511679945,1.0,1.3715743760190644,-0.17695171211211624,1.0,1.4820122051082214,-0.047934638629159254,1.0,0.9529661397534286,-0.6972530462243463,1.0
ENSG00000231050,AL109917.1,0.006824643971302109,0.054240717027557395,1.0,0.0085382865652931,0.5590640181862296,0.5536235211401761,0.0042332542469724205,-0.3967255262736069,1.0,0.004923628588399407,-0.147221621679118,1.0,0.005706384070379812,0.6914144698627664,1.0
ENSG00000169885,CALML6,0.003149835679062512,0.2558745781972078,0.9791491915570205,0.0034153146261172397,0.4368082681352323,0.8140728615113502,0.0028221694979816137,0.42527617174839794,1.0,0.001641209529466469,-0.00971809792918421,1.0,0.0,0.8206974868077328,1.0
ENSG00000178821,TMEM52,0.029923438951093864,0.9005082915913389,0.031226347818790353,0.018784230443644818,-0.2279422584795716,0.7684066017739659,0.016933016987889682,-0.26660153288927013,1.0,0.008206047647332345,-1.232110519265631,0.14309315897546035,0.011412768140759625,-0.34922751463458024,1.0
ENSG00000142609,CFAP74,0.001574917839531256,1.7704477510269658,0.350205248457829,0.0005692191043528733,-0.04861855903500967,1.0,0.0,0.32574049819748296,1.0,0.0,0.5752444027919719,1.0,0.0,2.4987693919203693,1.0
ENSG00000233542,AL391845.2,0.0005249726131770853,-0.5514803438603959,0.871889813840172,0.0017076573130586198,1.3664189402438343,0.5681263759882068,0.0,0.06270609236368863,1.0,0.001641209529466469,1.5752444027919719,0.7386049138232633,0.0,2.2357349860865767,1.0
ENSG00000187730,GABRD,0.044622672120052255,0.6421236540514261,0.08918694931546749,0.02789173611329079,-0.4271301822887388,0.3389398851786831,0.028221694979816137,-0.27289693942074944,1.0,0.02954177153039644,-0.1858168669916962,0.969674972478269,0.034238304422278876,0.19342418122861194,1.0
ENSG00000226969,AL391845.1,0.0,-0.22955224897303417,1.0,0.0005692191043528733,1.9513814409649903,0.5595219419235146,0.0,1.6476685930848447,1.0,0.0,1.8971724976793354,1.0,0.0,3.820697486807733,1.0
ENSG00000067606,PRKCZ,0.24726210080640718,0.6587373635299492,0.005785928859351986,0.16279666384492175,-0.3245807999701915,0.3004524838152542,0.16086366138495198,-0.2667295391926139,1.0,0.13129676235731752,-0.5783607952495782,0.26664634222442735,0.16548513804101456,-0.16722968089169266,1.0
ENSG00000271806,AL590822.2,0.0,-0.22955224897303417,1.0,0.0,-0.04861855903500967,1.0,0.0014110847489908068,3.6476685930848447,0.8505877261659393,0.0,1.8971724976793354,1.0,0.0,3.820697486807733,1.0
ENSG00000182873,PRKCZ-AS1,0.004199780905416683,0.3554102517481219,0.871889813840172,0.0017076573130586198,-1.1360814002853488,0.36145602488731887,0.0042332542469724205,0.5602057518345065,1.0,0.004923628588399407,0.8097096564289954,0.7752441026471865,0.011412768140759625,2.2357349860865767,1.0
ENSG00000162585,FAAP20,0.7171125895998985,-0.2510267774918048,0.4035428738428421,0.8043065944506099,0.003319916750216867,1.0,0.8466508493944841,0.08894864540511532,1.0,1.0126262796808114,0.3856373166632962,0.29497996597104426,0.8217193061346929,0.03590471940221951,1.0
ENSG00000234396,AL590822.1,0.001574917839531256,-0.9299919671141259,0.5696708103582294,0.0062614101478816065,2.2144158467987847,0.014667488056760063,0.0,-1.3523314069151553,0.9617242966638064,0.001641209529466469,-0.00971809792918421,1.0,0.0,0.8206974868077328,1.0
ENSG00000157933,SKI,0.10499452263541706,-0.02144405364283397,1.0,0.080829112818108,-0.5540831394417967,0.06470324518856284,0.10583135617431051,0.009899733189036475,1.0,0.16083853388771396,0.7127479265419079,0.06738681438344175,0.182604290252154,0.8538643507429318,1.0
ENSG00000287356,AL590822.3,0.01942398668755216,-0.33917674014753185,0.6069616575921679,0.032445488948113776,0.8551661257056873,0.03600721296004849,0.01834410173688049,-0.27289693942074944,1.0,0.01477088576519822,-0.562259120957961,0.5349099800536785,0.011412768140759625,-0.4647047320545159,1.0
ENSG00000116151,MORN1,0.08137075504244823,-0.14382237494715033,0.7831582026751666,0.10644397251398731,0.47254729110517735,0.11743360607848813,0.09313159343339325,0.1325572016176615,1.0,0.04103023823666172,-1.1303082387427716,0.02823387358118476,0.08559576105569718,0.05914625436325238,1.0
ENSG00000272161,AL589739.1,0.0005249726131770853,-0.22955224897303417,1.0,0.0017076573130586198,1.9513814409649903,0.2779044827954939,0.0,0.32574049819748296,1.0,0.0,0.5752444027919719,1.0,0.0,2.4987693919203693,1.0
ENSG00000272420,AL513477.2,0.01469923316895839,0.2361113233757779,0.8088848172765877,0.0170765731305862,0.5836496564645035,0.31353495192841035,0.008466508493944841,-0.5449764848575498,1.0,0.004923628588399407,-1.1689166927784367,0.2566631541564654,0.011412768140759625,0.3181971462785489,1.0
ENSG00000157916,RER1,0.9958730471969308,-0.03712432991430098,1.0,1.056470657678933,0.09460647737382841,0.8123739919106474,0.9299048495849417,-0.14082730172144214,1.0,1.0454504702701406,0.05282336813953001,0.9885612264227871,0.9643789078941882,-0.07197924958108547,1.0
ENSG00000157911,PEX10,0.22783811411885502,-0.2768579637513908,0.3904360633935859,0.2942862769504355,0.295764386680049,0.2933422778736127,0.2709282718062349,0.08404255406424488,1.0,0.24454021989050387,-0.08346217745373341,1.0,0.2282553628151925,-0.15825706838443843,1.0
ENSG00000149527,PLCH2,0.01469923316895839,-2.078930385926345,4.598831832149486e-09,0.05692191043528733,0.5115608407562577,0.17266482369740022,0.07055423744954034,0.7731994751687052,0.4951636185124025,0.08534289553225638,1.0937114917262227,0.011700744812027118,0.034238304422278876,-0.22369663255072147,1.0
ENSG00000224387,AL139246.1,0.0010499452263541707,0.3554102517481219,1.0,0.0017076573130586198,1.3664189402438343,0.5681263759882068,0.0,0.06270609236368863,1.0,0.0,0.3122099969581775,1.0,0.0,2.2357349860865767,1.0
ENSG00000157881,PANK4,0.129143262841563,0.1680681972284006,0.6875551395026773,0.12181288833151488,0.030689306288203877,1.0,0.10159810192733809,-0.26316918704033565,1.0,0.1214495051805187,0.0305941653826598,1.0,0.07988937698531737,-0.5179646238394313,1.0
ENSG00000197921,HES5,0.00787458919765628,-0.22955224897303506,0.8967689511129233,0.007969067460940227,-0.18612208278494435,0.9596654882406849,0.011288677991926455,0.5321913756649099,1.0,0.009847257176798813,0.3469754151188553,0.9435651018929659,0.017119152211139438,1.3612658681704346,1.0
ENSG00000272449,AL139246.5,0.10866933092765667,-0.6005748933885657,0.06674666287975994,0.1787347987668022,0.4990454002631708,0.10977310429233976,0.14110847489908068,-0.027275274473975486,1.0,0.16083853388771396,0.18890721576643754,0.7898120978430035,0.1426596017594953,0.02928410861914932,1.0
ENSG00000238164,TNFRSF14-AS1,0.035173165082864714,-0.5429688440048785,0.16196972979881555,0.042691432826465495,-0.13160792370604035,0.8481165358539503,0.04797688146568743,0.11874012727801819,1.0,0.08698410506172286,1.1363601615587622,0.006456814907555854,0.034238304422278876,-0.21743764207903915,1.0
ENSG00000157873,TNFRSF14,0.6567407390845338,-0.08864539274730376,0.8633632077107095,0.41382228886453887,-0.9894564865668658,1.3574516482060396e-05,0.6632098320256793,-0.048287404136901135,1.0,1.4902182527555539,1.3732655560780094,4.952781181718189e-07,0.9415533716126689,0.48278009645710673,1.0
ENSG00000228037,AL139246.3,0.003149835679062512,-1.1226370450565222,0.26127759036760945,0.002276876417411493,-1.5340453862052517,0.0918335932215521,0.007055423744954034,0.4777435916425343,1.0,0.024618142941997035,2.8097096564289954,0.0002544280917803181,0.005706384070379812,0.866501176420857,1.0
ENSG00000157870,PRXL2B,0.3706306649030222,0.08880923089413573,0.8480699699680241,0.36373100768148603,0.043289100146718607,0.9715757146815506,0.3640598652396282,0.036942996298607866,1.0,0.3069061820102297,-0.23910965993534106,0.7779814430274944,0.27961281944861077,-0.3419959454035044,1.0
