Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value
ENSG00000187642,PERM1,0.036059048544678104,0.9725916629162814,0.011010632307080215,0.01426208099848074,-0.892128259878529,0.13410820361725603,0.023659567052193922,0.18389933678253634,1.0,0.018450351430746095,-0.23497160123194316,1.0,0.025999031773108187,0.17797614606426126,1.0,0.005635621324279698,-1.6384696544600024,0.18429635123074056,0.03120511241002864,0.45290244457477424,0.7407601883810104,0.0,-0.04303784489311724,1.0,0.0,-1.6705267415606126,0.9385005438925835
ENSG00000272512,AL645608.7,0.04261523918916504,0.47797900383926883,0.24468325388064205,0.03104099982022279,-0.18963488296946185,0.8696562678253851,0.037855307283510276,0.2767481152062077,1.0,0.006150117143582032,-2.0104424622697623,0.9545958401248904,0.04399836146218309,0.42679027572369055,1.0,0.03381372794567819,0.0534080501776657,1.0,0.02600426034169053,-0.38870478669107555,0.8422505471053228,0.024890087238853168,0.4651090587772089,1.0,0.040277969995284574,0.4550041405232461,1.0
ENSG00000188290,HES4,2.0717562436578696,0.9066865280282719,6.835267491871522e-06,0.9664657241323419,-0.7207991426319484,0.011276268210456884,1.5520675986239214,0.10209092908683859,1.0,0.8640914586732754,-0.7828102746725666,1.0,1.4739451089831335,0.027411875204000236,1.0,0.8566144412905141,-0.7996336025515177,0.24646858462241544,1.1667244806638486,-0.3468937130106561,0.6842613981372068,1.045383664031833,-0.4747540853185909,1.0,1.2566726638528787,-0.21156168350878551,1.0
ENSG00000187608,ISG15,10.415601537208234,-0.6737223233828464,0.0024175612965702357,17.40393354785194,0.36444394152515525,0.24235733547222346,35.90102704499906,1.4054912764795873,0.0546654866446727,15.230765106080902,0.08145117108270483,1.0,18.781300567789152,0.42741933996604686,0.7342889664793384,13.703013249986085,-0.08143393048691783,1.0,8.67328763263185,-0.8050963522694632,0.08095542063173294,18.543114992945608,0.3336543334679174,1.0,15.6117411701723,0.10782506979465056,1.0
ENSG00000188157,AGRN,0.5037339811847457,0.7801482829282719,0.0003650422128850838,0.2474890526206952,-0.7047427394963335,0.024199763323690508,0.3974807264768579,0.12588353700979904,1.0,0.20910398288178908,-0.8406926621198973,1.0,0.39398532763863947,0.11330046936725724,1.0,0.26205639157900595,-0.5093465017781382,0.6188604894963529,0.33458814972975154,-0.1493085370685583,1.0,0.19912069791082534,-0.7572833625592397,1.0,0.29805697796510583,-0.28446156817617907,1.0
ENSG00000237330,RNF223,0.04971777905402587,1.4069808154024805,2.009267441003189e-05,0.02097364852717756,-0.5784249322528972,0.3663469389528771,0.047319134104387844,0.8309579585956044,1.0,0.01537529285895508,-0.7457952054676671,1.0,0.015999404168066576,-0.8037882824866722,0.820040820003995,0.002817810662139849,-2.503540074373894,0.033652686905817394,0.020803408273352426,-0.46297275670774063,0.7471731617185263,0.024890087238853168,0.6995743124142315,1.0,0.0,-1.9373132822555137,0.7469380739762902
ENSG00000131591,C1orf159,0.22072508503105992,0.7086956894003338,0.006403879832434186,0.11493559392893302,-0.644942246894471,0.09802084380233966,0.11829783526096962,-0.4533372319540385,1.0,0.07380140572298438,-1.1647005221862234,1.0,0.14799448855461583,-0.16240034830269723,1.0,0.17470426105267065,0.10177107173906519,1.0,0.1664272661868194,0.020193448671884884,1.0,0.24890087238853167,0.6952945850369954,1.0,0.1691674739801952,0.08673219171113633,1.0
ENSG00000285812,AL390719.3,0.0,-0.13930121715461574,1.0,0.0008389459410871024,2.732362605029264,0.5194877528307121,0.0,3.5414513414006192,1.0,0.0,2.888410814273339,1.0,0.0,2.2161112749510323,1.0,0.0,2.7538477683187566,1.0,0.0,1.986334644655848,1.0,0.0,5.956962155106884,1.0,0.0,4.329473258439388,1.0
ENSG00000223823,LINC01342,0.02240031803533034,0.3950352104965722,0.5436874925412257,0.018456810703916252,-0.010861979608623784,1.0,0.018927653641755138,0.2935238279570349,1.0,0.009225175715373048,-0.6965516864478181,1.0,0.009999627605041611,-0.7535150760054492,0.9435364298936674,0.0,-2.875508851760852,0.041355281936490754,0.03987319919059215,1.3233696319334198,0.04152088090118116,0.0,0.3276055350272733,1.0,0.0,-1.2998833616402221,1.0
ENSG00000272141,AL390719.2,0.1486069879417037,0.9422286683419823,0.00015054779117452643,0.08641143193197154,-0.3052899364501336,0.5606083664126263,0.052051047514826636,-0.8931768862361049,1.0,0.033825644289701175,-1.5462174133633866,0.8334011175464873,0.07599716979831624,-0.4410010115259593,0.9917377377523401,0.04226715993209773,-1.2545808537518224,0.10902683591220143,0.12655406699622726,0.3597376552267293,0.6091775595637393,0.0746702617165595,-0.08469699653033169,1.0,0.024166781997170744,-1.7121858931978275,0.6628144794623322
ENSG00000162571,TTLL10,0.0005463492203739108,-0.4612293120419775,0.8797533846389005,0.0016778918821742047,1.3173251057504203,0.6500528151776254,0.0,1.9564888406794632,1.0,0.003075058571791016,2.5664827193859754,1.0,0.001999925521008322,1.8941831800636706,1.0,0.0,1.1688852675976005,1.0,0.0,0.401372143934692,1.0,0.0,4.371999654385728,1.0,0.0,2.7445107577182304,1.0
ENSG00000186891,TNFRSF18,0.2808234992721901,-0.4448892989853932,0.09905016503014964,0.26594586332461145,-0.4763548794101067,0.1846654103847958,0.5441700422004603,0.6920732044473089,0.9978657554937351,0.23062939288432618,-0.605128658684223,1.0,0.5459796672352719,0.7499938679258276,0.16277307087879359,0.5297484044822915,0.6731359690594987,0.16255395760589736,0.42820348695983745,0.35181631946046044,0.526015444924013,0.3733513085827975,0.16579926655186483,1.0,0.3383349479603904,-0.013273307955529612,1.0
ENSG00000186827,TNFRSF4,0.1682755598751645,-0.9012611907876917,0.0002239116436537084,0.14765448563133002,-1.0046029891369412,0.0011781365565927896,0.42114029352905186,0.7261036285894851,0.9877326778172788,0.18450351430746095,-0.5207018510483998,1.0,0.5759785500503968,1.3303410257641575,0.0007342314903481401,0.8791569265876329,2.015960618681492,9.114571080791489e-10,0.10228342401064942,-1.447737523987332,0.0032884732995946595,0.2240107851496785,-0.11664388546805804,1.0,0.43500207594907336,0.7643192387984112,0.6913902921355508
ENSG00000078808,SDF4,1.1413235213610995,0.039799172167854696,1.0,0.9396194540175546,-0.32349062970425263,0.39331462742169393,1.51894420475085,0.45768298370802185,1.0,0.9071422786783496,-0.32367472694598887,1.0,1.2879520355293594,0.22255626691469008,1.0,1.4004518990835049,0.3464349491400112,0.5475788989939929,0.9725593367792259,-0.2290731265804719,0.8980500290317536,1.1200539257483926,-0.005305197538008788,1.0,1.675563551803838,0.5925939524421642,0.8189281899197886
ENSG00000176022,B3GALT6,0.3048628649686422,0.1656292737180063,0.6445291574194482,0.26259007956026303,-0.14043479191084574,0.8696562678253851,0.3454296789620313,0.31003553941869955,1.0,0.2152541000253711,-0.40582160882323226,1.0,0.3359874875293981,0.2782543286593009,0.99759453391075,0.2536029595925864,-0.16147350162964647,1.0,0.28257962904637046,-0.00040925864188401384,1.0,0.17423061067197218,-0.5508324850918132,1.0,0.1611118799811383,-0.7730649032730512,1.0
ENSG00000184163,C1QTNF12,0.010380635187104303,-0.4897984642387492,0.5770373786307375,0.010067351293045227,-0.42517867195721504,0.7295382634095852,0.009463826820877569,0.038951000871436214,1.0,0.012300234287164064,0.16594478980224725,1.0,0.029998882815124833,1.4347515614263733,0.27343550484890927,0.002817810662139849,-1.3546766884594108,0.5561875811483675,0.01560255620501432,0.3775254019803249,0.9832299336888166,0.0746702617165595,2.8908729646491107,1.0,0.032222375996227653,1.6070072339682957,0.7531477979577899
ENSG00000260179,AL162741.1,0.0005463492203739108,-0.13930121715461574,1.0,0.0,-0.5895654898580975,0.8696562678253851,0.0,2.2195232465132575,1.0,0.0,1.5664827193859754,1.0,0.0,0.8941831800636706,1.0,0.0,1.4319196734313948,1.0,0.0017336173561127023,1.986334644655848,0.7705522708755755,0.0,4.63503406021952,1.0,0.016111187998113827,5.3294732584393865,0.08790940475438463
ENSG00000160087,UBE2J2,0.5632860462055019,0.5556445065224178,0.01670782587844409,0.30705421443787945,-0.6698420792020123,0.031188692998939817,0.5441700422004603,0.30205856753796934,1.0,0.27983033003298247,-0.701118213112029,1.0,0.5379799651512387,0.3006966070359752,0.959515931886489,0.4762100019016345,0.10186751179664877,0.9984618691055152,0.35365794064699124,-0.3717322098008835,0.6652828096842446,0.24890087238853167,-0.7485131529315074,1.0,0.4027796999528457,-0.13765275198791116,1.0
ENSG00000230415,LINC01786,0.0010926984407478215,2.4456612835665403,0.315424136230876,0.0,0.14740010430810813,1.0,0.0,2.956488840679463,1.0,0.0,2.303448313552183,1.0,0.0,1.6311487742298763,1.0,0.0,2.1688852675976005,1.0,0.0,1.401372143934692,1.0,0.0,5.371999654385728,1.0,0.0,3.7445107577182304,1.0
ENSG00000162572,SCNN1D,0.04534698529103459,-0.7185273483266275,0.025547551042741815,0.05956516181718427,-0.13663138282072484,0.9274789487393633,0.09463826820877569,0.6391480152877529,1.0,0.0584261128640293,-0.08886910922657787,1.0,0.08199694636134121,0.41367184330754503,0.959515931886489,0.09016994118847517,0.5598371483521323,0.4482076897891857,0.10054980665453672,0.7604532372395214,0.15381292818245118,0.049780174477706336,0.1668852244811143,1.0,0.0563891579933984,-0.023673567058696054,1.0
ENSG00000131584,ACAP3,0.440357471621372,0.4919840838446561,0.04056962376186887,0.23406591756330156,-0.7539840149938664,0.014325635327673822,0.373821159424664,0.07466110359752354,1.0,0.18450351430746095,-0.9849828693470926,1.0,0.4239842104537643,0.27486386223512205,0.997714016209953,0.43676065263167657,0.31388372928536445,0.6423200254402774,0.35885879271532933,0.006414839283228169,1.0,0.2737909596273848,-0.3012112552833104,1.0,0.30611257196416275,-0.20689850466893245,1.0
ENSG00000169972,PUSL1,0.31578984937612037,0.7457966880325819,0.0010377796323383904,0.16862813415850758,-0.5809694661697127,0.09436184875744327,0.29337863144720466,0.36012157668605793,1.0,0.15375292858955078,-0.6128409800585857,1.0,0.2539905411680569,0.1419698121985271,1.0,0.18597550370123003,-0.33361507293158166,0.8895128599967058,0.16989450089904481,-0.4967482420460936,0.4954333875579092,0.2240107851496785,0.05488857579614015,1.0,0.10472272198773988,-1.0823403399651705,1.0
ENSG00000127054,INTS11,0.9331644683986395,0.2958547163444204,0.28147949231388725,0.6845798879270755,-0.33322573659831217,0.4025760283659866,0.922723115035563,0.17566454933236866,1.0,0.5166098400608906,-0.7008137133019772,1.0,0.8839670802856784,0.11777020009457531,1.0,0.9749624891003877,0.2670851810234646,0.6927745675500745,0.7645252540457017,-0.11564696625554821,1.0,0.597362093732476,-0.43947137614410914,1.0,0.7652814299104068,-0.10132772820933511,1.0
ENSG00000224051,CPTP,0.2393009585237729,0.0314455986311315,1.0,0.1820512692159012,-0.46667932902980236,0.2146003602142056,0.42114029352905186,0.8924746669572938,0.8451383150236077,0.19065363145104297,-0.30923494472742385,1.0,0.2839894239831817,0.30452024917279785,0.9676559695430091,0.31841260482180295,0.4769071282047057,0.40701462592969834,0.17682897032349562,-0.45128613999012,0.574528698484079,0.32357113410509114,0.5294996460471633,1.0,0.33027935396133346,0.5208920761797031,0.9889007380659863
ENSG00000169962,TAS1R3,0.004370793762991286,-2.2361627564072055,6.577350278262137e-05,0.01761786476282915,0.19179422366656151,0.9373857357476943,0.052051047514826636,1.916960476492826,0.5269633548106833,0.027675527146119143,0.9624113957171154,1.0,0.025999031773108187,0.8535411955663239,0.7730393985608236,0.03381372794567819,1.2644629275798325,0.2009282492610255,0.005200852068338107,-1.3712173599622348,0.3053932466264229,0.0,0.5475712189691819,1.0,0.0563891579933984,2.044071039577138,0.2748545067019123
ENSG00000107404,DVL1,0.4578406466733372,0.30176275538083286,0.27918710129814567,0.3464846736689733,-0.27198679543378623,0.5483828501763683,0.44479986058124577,0.16002223476459565,1.0,0.2521548028868633,-0.6965516864478174,1.0,0.4439834656638475,0.1621427916111009,1.0,0.3860400607131593,-0.05723601350632679,1.0,0.3883302877692453,-0.05319371953078833,1.0,0.3982413958216507,0.037397729463253926,1.0,0.378612917955675,-0.0706946143063556,1.0
ENSG00000162576,MXRA8,1.2025146340429775,-0.047676111964787216,0.9899950184467975,0.8179722925599248,-0.7246481581191422,0.011195462803627066,2.3233694845254433,0.9714722727948211,0.5799805200048566,1.0178443872628262,-0.2880177070066337,1.0,1.6319392251427909,0.46037380174344283,0.6610000155114251,1.6653261013246508,0.47571228756167805,0.35033066071519814,1.0731091434337627,-0.21807873317175408,0.923012319639687,1.6178556705254559,0.3873366600296153,1.0,1.965564935769887,0.6938846846482626,0.6862483805133289
ENSG00000175756,AURKAIP1,1.9979990989073915,0.10929199054928318,0.7911698842387512,1.6527235039415917,-0.2604830657827094,0.5194877528307121,2.8202203926215157,0.5926439103513064,1.0,1.540604344467299,-0.3252307985962172,1.0,2.223917179361254,0.24905207137383845,1.0,2.0231880554164117,0.09252059094948395,0.9964127714127706,1.5983952023359114,-0.28193298800874156,0.7465933356271081,1.8667565429139874,-0.04481638841923574,1.0,2.1186212217519684,0.15228025653303512,1.0
ENSG00000221978,CCNL2,0.8058651000515182,-0.06406545152503818,0.939417804850537,0.8825711300236316,0.11756888085700284,0.8578998325122111,0.6340763969987971,-0.3981931665277565,1.0,0.4766340786276074,-0.8353157564036693,1.0,0.8359688677814786,0.0129063801091297,1.0,0.9749624891003877,0.2519589724729249,0.7236123400238287,0.977760188847564,0.2700721021036587,0.6493269224795942,0.7715927044044482,-0.09492650079849468,1.0,0.8136149939047483,-0.02600739615900205,1.0
ENSG00000224870,MRPL20-AS1,0.16499746455292102,0.274150031232276,0.40916977129763243,0.12751978304523956,-0.25104088444004047,0.6547907726969596,0.11356592185053084,-0.3323618569584674,1.0,0.11992728429984961,-0.2775011246623502,1.0,0.117995605739491,-0.324081355650101,1.0,0.1718864503905308,0.26510058285690485,0.7825625597553129,0.162960031474594,0.183325192874209,0.8864983174102783,0.12445043619426584,-0.012664195849598325,1.0,0.1611118799811383,0.19626987212307734,1.0
ENSG00000242485,MRPL20,1.33418479615309,0.10181425768719288,0.8036779586368278,1.3129503978013153,0.05434827989072777,1.0,1.0694124307591653,-0.2645410478553559,1.0,1.2361735458599883,-0.04894292481381851,1.0,1.141957472495752,-0.1759659188635746,1.0,1.065132430288863,-0.27768523309636606,0.9482341250084196,1.4180989973001903,0.1727022127334233,0.8327430418854371,0.9458233150764204,-0.43226928779813456,1.0,1.0875051898726835,-0.23613287689020274,1.0
ENSG00000272455,AL391244.2,0.013112381288973856,-0.050033879057528985,1.0,0.015939972880654945,0.3538509817755351,0.7609924052739108,0.009463826820877569,0.017889385343607067,1.0,0.009225175715373048,-0.19905202697700108,1.0,0.013999478647058255,0.21611127495103233,1.0,0.008453431986419548,-0.33361507293158077,1.0,0.020803408273352426,0.8041313134351,0.5188762280202496,0.0,0.8072150356022014,1.0,0.0,-0.8202738610652949,1.0
ENSG00000235098,ANKRD65,0.020214921153834695,-1.8161862073168118,4.810883385142379e-07,0.052853594288487446,-0.02918862741521444,1.0,0.07097870115658177,0.49160279195005874,1.0,0.07995152286656641,0.6546136296646416,1.0,0.05799784010924134,0.15145831660877906,1.0,0.09298775185061502,0.8929433779844196,0.2043201479552188,0.0780127810250716,0.6333796541478618,0.3929251806832806,0.09956034895541267,1.1703657932160767,1.0,0.21750103797453668,2.1538346058026807,0.014456360103209092
ENSG00000225905,AL391244.1,0.0,-0.13930121715461574,1.0,0.0,0.7323626050292642,1.0,0.0,3.5414513414006192,1.0,0.0,2.888410814273339,1.0,0.0,2.2161112749510323,1.0,0.0,2.7538477683187566,1.0,0.0,1.986334644655848,1.0,0.024890087238853168,7.956962155106884,1.0,0.0,4.329473258439388,1.0
ENSG00000225285,LINC01770,0.028410159459443356,1.4186942359662709,0.00058088299764052,0.011745243175219433,-0.5702001649911663,0.5194877528307121,0.0047319134104387844,-0.9014921544481087,1.0,0.0,-2.5710208043639584,1.0,0.019999255210083222,0.3901406747260818,1.0,0.002817810662139849,-1.6890957275299705,0.24628487444549965,0.013868938848901618,-0.1656684487892015,1.0,0.024890087238853168,1.5140186592581548,1.0,0.0,-1.12995836019791,1.0
ENSG00000179403,VWA1,2.2886568841463117,0.7593279110302882,0.00024138695107889412,1.1762022094041176,-0.643457126795351,0.026748604603332296,1.9921355457947283,0.25010057768222616,1.0,0.9317427472526778,-0.8965683499113267,1.0,1.7959331178654734,0.10162195111819661,1.0,1.1327598861802193,-0.6072796905231531,0.4460191925433951,1.2828768435233997,-0.4359855305666911,0.5380511530733914,1.3938448853757774,-0.2849582918888292,1.0,2.1911215677434805,0.3839972646274601,1.0
ENSG00000215915,ATAD3C,0.021853968814956427,-1.3286436724241693,0.0009590421269332493,0.0696325131102295,0.9547550263657127,0.02553837381397031,0.052051047514826636,0.3715263399583071,1.0,0.055351054292238286,0.4289791956360416,1.0,0.061997691151257986,0.601401430835824,0.8458076102455524,0.02817810662139849,-0.5482718454884239,0.8615845633660184,0.04680766861504296,0.14983337693872834,1.0,0.024890087238853168,0.13678319269169492,1.0,0.040277969995284574,0.12001989281043723,1.0
ENSG00000160072,ATAD3B,0.3004920712056509,0.3101824281387613,0.28199986705681535,0.2122533230950369,-0.38747716497673834,0.33861841092514533,0.29811054485764343,0.20382943940811238,1.0,0.13222751858701368,-1.011907127411694,1.0,0.2599903177310819,-0.011385257174422181,1.0,0.33813727945678185,0.40008122061698304,0.5137181535361127,0.2583089860607926,-0.023251404173348922,1.0,0.19912069791082534,-0.2707874763990721,1.0,0.3222237599622766,0.3239856328009565,1.0
ENSG00000197785,ATAD3A,0.40812286761931127,0.35502519192886717,0.18065871257220714,0.27433532273548245,-0.4434151226584857,0.22804091806071808,0.4873870812751948,0.505489128223422,1.0,0.25522986145865434,-0.4724885121268563,1.0,0.3919854021176311,0.1826323712517659,1.0,0.3155947941596631,-0.15474411880871797,1.0,0.32765368030530073,-0.1055878447851899,1.0,0.19912069791082534,-0.6876953093570808,1.0,0.3463905419594473,0.002635249428218245,1.0
ENSG00000205090,TMEM240,0.04042984230766939,1.6632527186391677,4.03999429854481e-06,0.009228405351958126,-1.4105953488127785,0.013934333928013624,0.0,-2.3289133781827847,0.9037319371735473,0.012300234287164064,-0.6098400532544863,1.0,0.013999478647058255,-0.5652484385736267,1.0,0.02536029595925864,0.32088836104265095,0.9975122413263575,0.012135321492788915,-0.795025068868811,0.520166158674644,0.049780174477706336,1.696434604883664,1.0,0.016111187998113827,0.06894570821616774,1.0
ENSG00000160075,SSU72,1.1112743142405344,-0.12469422814960499,0.7841935390208565,1.2835872898632665,0.1663707266430673,0.7210315431822701,1.036289036886094,-0.18992940787821877,1.0,1.368401064447002,0.2334698050672451,1.0,1.0759599303024774,-0.1415060114626181,1.0,1.1073995902209606,-0.09323343205445717,1.0,1.2776759914550615,0.13497493750563075,0.9047313027578714,0.896043140598714,-0.3908088287186152,1.0,1.0472272198773989,-0.17164980748315434,1.0
ENSG00000215014,AL645728.1,0.0027317461018695533,-0.7242637178757718,0.5575164035478485,0.005872621587609717,0.7323626050292651,0.6547907726969596,0.0047319134104387844,1.0820197227633228,1.0,0.006150117143582032,1.0810558922157343,1.0,0.001999925521008322,-0.24332034368626498,1.0,0.011271242648559396,1.8278483497625349,0.26452072421020884,0.0034672347122254045,0.17897972259824435,1.0,0.0,2.4334001990498697,1.0,0.0,0.8059113023823743,1.0
ENSG00000228594,FNDC10,0.4174108043656678,0.5077999684570127,0.03468338570296911,0.245811160738521,-0.5678109372175761,0.09029635708296417,0.5252423885587051,0.6781500143397841,1.0,0.26137997860223633,-0.3788113885238886,1.0,0.32398793440334817,-0.05995602667812672,1.0,0.2705098235654255,-0.33011125811671826,0.8820535561624296,0.3189855935247372,-0.08683712390687592,1.0,0.149340523433119,-0.9964028703011361,1.0,0.31416816596321967,-0.08161396835921342,1.0
