Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value,Cluster 10 Mean Counts,Cluster 10 Log2 fold change,Cluster 10 Adjusted p value
ENSG00000237330,RNF223,0.04809680871741941,1.0770914184419498,0.003934053880686489,0.022020447489463343,-0.5021859703344891,0.44493268239260075,0.03860307988017246,0.5963886099584661,1.0,0.049435930464515165,0.8872786215197834,0.38150398539273317,0.004665326814050454,-2.203367484575594,0.031387655618036504,0.014798867549031668,-0.8045443841273539,1.0,0.021655190270220497,-0.34976205621396694,1.0,0.01982048664095252,-0.5261022014265677,0.7429352200248021,0.0,-1.9317200237643153,0.887553844963379,0.07257624967334901,2.185314968016851,1.0
ENSG00000131591,C1orf159,0.22181961035347164,0.6185840586502867,0.041049384049626214,0.11662681448123179,-0.6246369537970304,0.10680266203530624,0.1351107795806036,-0.24425401319843898,1.0,0.21158578238812492,0.4079892281761768,0.7944181529156851,0.16561910189879112,0.016654032298106802,1.0,0.07991388476477101,-1.0547269615000183,1.0,0.13955567063030985,-0.24576263226820227,1.0,0.16577134281523923,0.014318258245375137,1.0,0.16981383996459481,0.09232545020233562,1.0,0.29030499869339604,1.033311874571801,1.0
ENSG00000285812,AL390719.3,0.0,0.4325720730403386,1.0,0.0008155721292393832,2.6791437943800727,0.5302736060970255,0.0,3.9984870535298107,1.0,0.0,2.1980661588019466,1.0,0.0,2.4595975281468334,1.0,0.0,2.829661635613652,1.0,0.0,2.508218938913604,1.0,0.0,2.0488066346306653,1.0,0.0,4.335066516930586,1.0,0.0,7.442702810709502,1.0
ENSG00000223823,LINC01342,0.022971610133692855,0.41087700194101906,0.59598591193535,0.02038930323098458,0.17013014689221517,0.9431729856445721,0.01930153994008623,0.41352455280865463,1.0,0.01779693496722546,0.02814115735963263,1.0,0.0,-3.169759091932775,0.018639452488735015,0.008879320529419001,-0.7553008651075039,1.0,0.01203066126123361,-0.4614074120428757,1.0,0.03783911086000026,1.2228360344057148,0.09847836094578308,0.0,-1.2942901031490237,1.0,0.0,1.8133461906298938,1.0
ENSG00000272141,AL390719.2,0.15362264276907098,0.8769841744526952,0.0013402853311390405,0.08889736208709276,-0.25717291516166396,0.6747703625955549,0.045036926526867874,-1.0321800827171304,1.0,0.120623670333417,0.2788183566734439,1.0,0.04432060473347931,-1.2156538579034235,0.07044875220417232,0.03847705562748234,-1.3770039126436782,0.8822537048883669,0.0769962320718951,-0.40738887379602273,1.0,0.1261303695333342,0.3530637031909727,0.6317785598635494,0.024259119994942117,-1.7065926347066287,0.672841803279894,0.07257624967334901,0.39557889859547757,1.0
ENSG00000162571,TTLL10,0.0007178628166779017,0.11064397815297689,1.0,0.0016311442584787663,1.2641062951012287,0.6658856044012458,0.0,2.4135245528086546,1.0,0.0,0.6131036580807905,1.0,0.0,0.8746350274256773,1.0,0.0029597735098063336,2.5077335407262895,1.0,0.0,0.923256438192448,1.0,0.0018018624219047743,1.7268785397433035,0.8246693938077717,0.0,2.7501040162094297,1.0,0.0,5.857740309988346,1.0
ENSG00000186891,TNFRSF18,0.27853077287102584,-0.41398182913822357,0.22702228199575245,0.26750765839051766,-0.4696765998025769,0.18358991191187363,0.41176618538850623,0.2701478803333177,1.0,0.3223222666286389,-0.10971775376514725,1.0,0.543510573836878,0.7281914593225295,0.07755000298041202,0.24862097482373202,-0.49481014792718847,1.0,0.5654410792779796,0.7909491460883188,0.316145910502461,0.43605070610095537,0.3802280154447095,0.4905715729596253,0.36388679992413175,0.09209956438873457,1.0,0.29030499869339604,-0.03546008202812967,1.0
ENSG00000186827,TNFRSF4,0.167979899102629,-0.8227679410034554,0.004451432671356714,0.15740542094320095,-0.9045787449060179,0.003449627142666624,0.40533233874181085,0.6619804937195573,1.0,0.21751809404386674,-0.2906063278719506,1.0,0.8304281729009808,1.973593507513848,9.408391119874194e-11,0.20718414568644336,-0.34926617220961287,1.0,0.5028816407195649,1.0588147805639025,0.07018926876800473,0.10270615804857214,-1.4363980856896437,0.00491223584290657,0.49326877323048973,0.9505264447435451,0.45688702596178576,0.14515249934669802,-0.37534671214433746,1.0
ENSG00000078808,SDF4,1.0983301095171896,-0.04075590309904906,1.0,0.9452480977884451,-0.31524866007262403,0.4031702545449029,1.4733508820932488,0.4051852518959261,1.0,1.2794018804216525,0.21204858111115182,1.0,1.376271410144884,0.324815075932539,0.528939755090597,0.9175297880399634,-0.30715643463832515,1.0,1.3185604742312036,0.2554587343040887,1.0,0.9766094326723876,-0.22146072423403246,0.927122003145638,1.714311146309243,0.6265735598594127,0.7900727028478504,0.9434912457535372,-0.24379771647371545,1.0
ENSG00000176022,B3GALT6,0.30868101117149777,0.17149159326437635,0.7150372701995792,0.2642453698735601,-0.1301123294122224,0.8817676651347575,0.2895230991012935,0.052407192347308174,1.0,0.2926607083499298,0.056387595084442355,1.0,0.2402643309235984,-0.24935368984977457,0.9347329879104929,0.20718414568644336,-0.4645707874829188,1.0,0.38257502810722877,0.4814188795698897,0.7971640048623064,0.2846942626609543,0.011855498457774116,1.0,0.19407295995953694,-0.5119281700349871,1.0,0.07257624967334901,-1.0710247852429342,1.0
ENSG00000184163,C1QTNF12,0.010050079433490624,-0.4678922534087473,0.7022145051083007,0.012233581938590747,-0.10221591914458728,1.0,0.01286769329339082,0.4959867130006286,1.0,0.015819497748644853,0.4137948498573829,1.0,0.002332663407025227,-1.648926928631334,0.3188297635342135,0.011839094039225334,0.10719561114256138,1.0,0.033685851531454106,1.60775461246452,0.3227931854959569,0.010811174531428646,-0.143838443311731,1.0,0.03234549332658949,1.612600492459495,0.7558001587776313,0.07257624967334901,3.334178353931334,1.0
ENSG00000260179,AL162741.1,0.0007178628166779017,0.4325720730403386,1.0,0.0,-0.6427843005072891,0.8683489963484365,0.0,2.676558958642449,1.0,0.0,0.876138063914583,1.0,0.0,1.1376694332594717,1.0,0.0,1.5077335407262904,1.0,0.0,1.1862908440262423,1.0,0.0018018624219047743,2.0488066346306653,0.7667169221224486,0.016172746663294744,5.335066516930586,0.08795963121275255,0.0,6.12077471582214,1.0
ENSG00000160087,UBE2J2,0.5441400150418495,0.4043383923113937,0.16443001969332904,0.3050239763355293,-0.6859887990724574,0.024610388843291715,0.5211415783823282,0.2364494374067727,1.0,0.6070732261042462,0.4997899427522192,0.5226359324679588,0.4758633350331463,0.10153067369010271,0.9674013893130521,0.30189689800024605,-0.5897463457742871,1.0,0.5293490954942788,0.26959805578527096,1.0,0.36217434680285965,-0.3325864005712982,0.7535644362615737,0.45283690657225284,0.03224724499092857,1.0,0.14515249934669802,-1.142259690011653,1.0
ENSG00000230415,LINC01786,0.0014357256333558035,3.0175345737614947,0.2565577254470981,0.0,0.09418129365891659,1.0,0.0,3.4135245528086546,1.0,0.0,1.6131036580807905,1.0,0.0,1.8746350274256773,1.0,0.0,2.244699134892496,1.0,0.0,1.923256438192448,1.0,0.0,1.4638441339095092,1.0,0.0,3.7501040162094297,1.0,0.0,6.857740309988346,1.0
ENSG00000162572,SCNN1D,0.047378945900741515,-0.5674279269596618,0.1799988308205468,0.05953676543447497,-0.13930883656086213,0.9289597879916164,0.07077231311364951,0.24805919955704292,1.0,0.04152618159019274,-0.632521069493376,0.7842853654288222,0.08164321924588294,0.40552085539104255,0.6049108538131913,0.05919547019612667,-0.0726416904992142,1.0,0.10586981909885576,0.8201629452283457,0.5375646740022795,0.10090429562666736,0.7627555760719003,0.16267767121976912,0.056604613321531605,-0.01808030856749676,1.0,0.0,0.05899851823545088,1.0
ENSG00000131584,ACAP3,0.4508178488737223,0.4768228474693781,0.0859645721956059,0.22999134044550604,-0.7890664600790858,0.008926626797483279,0.35386156556824755,-0.002317797280959155,1.0,0.4192166903390886,0.2568187460860347,0.9662164270677567,0.41054875963643994,0.2198439461489501,0.7561652657504206,0.18646573111779902,-0.9720467233028098,1.0,0.43069767315216323,0.295303795880681,0.999481858582575,0.36938179649047875,0.053190396863809664,1.0,0.3558004265924844,0.00993599000487988,1.0,0.21772874902004705,-0.40670229023825555,1.0
ENSG00000169972,PUSL1,0.30796314835481986,0.5808520804426702,0.0321146796793949,0.16800785862331294,-0.5917101159130205,0.0822810077277437,0.2702215591612072,0.24111642675869116,1.0,0.3579161365630898,0.7058607990006418,0.20136351051147214,0.18661307256201817,-0.33626175507293965,0.79507229702709,0.14502890198051036,-0.7014078571123021,1.0,0.25505001873815253,0.1477102543655211,1.0,0.17117693008095355,-0.4825748258856466,0.5429736488775173,0.1212955999747106,-0.8816793412647197,1.0,0.07257624967334901,-0.7909168660501988,1.0
ENSG00000127054,INTS11,0.891585618313954,0.16432414803440598,0.7248143771082945,0.670400290234773,-0.3733549282260398,0.31161513697052645,0.862135450657185,0.0731908741007905,1.0,1.0361771025362378,0.3762587762278583,0.7408423356740175,0.9633899871014188,0.2525950008115116,0.6666672616381853,0.506121270176883,-0.7331132466466401,1.0,0.9696712976554289,0.262172138864882,1.0,0.7675933917314338,-0.10867638812952851,1.0,0.760119093174853,-0.11118971295897795,1.0,0.4354574980400941,-0.7963842152402052,1.0
ENSG00000224051,CPTP,0.23330541542031807,-0.02121613784980747,1.0,0.1737168635279886,-0.5523690052850716,0.11312734541650679,0.3988984920951154,0.8008412945290491,1.0,0.24915708954115642,0.09399370465425871,1.0,0.3172422233554309,0.47814482728054664,0.3458505789613671,0.2012645986668307,-0.2292320534399166,1.0,0.3416707798190345,0.5966279131353707,0.688604350563881,0.183789967034287,-0.3888141500153033,0.6802821451891107,0.33962767992918963,0.5616589267963199,0.9685031612768333,0.07257624967334901,-0.8064106420042254,1.0
ENSG00000169962,TAS1R3,0.002871451266711607,-2.585349834956925,0.00020408503508615738,0.017127014714027045,0.1385754130173691,0.9923678583807384,0.05790461982025869,2.0724876349735886,0.6871967444126504,0.009887186092903033,-0.53889943536426,1.0,0.030324624291327953,1.0970274487621268,0.2521670568777322,0.026637961588257004,0.9036622170574287,1.0,0.031279719279207384,1.1456488595288965,0.7393209310664645,0.005405587265714323,-1.3087453699874185,0.3563530056843866,0.056604613321531605,2.049664298068338,0.27799385968198576,0.0,2.0333118745718015,1.0
ENSG00000107404,DVL1,0.452971437323756,0.24149723672624268,0.5155268590242447,0.3474337270559772,-0.26926447318265545,0.5434001200795371,0.3667292588616384,-0.12152731995557797,1.0,0.4745849324593456,0.27017757143685284,0.9320359302373773,0.3942201157872634,-0.026586818096147713,1.0,0.2515807483335384,-0.7019011705179938,1.0,0.4764141859448509,0.27139944694187745,1.0,0.3837966958657169,-0.07158871902733877,1.0,0.40431866658236865,0.024498284207771448,1.0,0.29030499869339604,-0.2507841467898224,1.0
ENSG00000162576,MXRA8,0.9145572284476468,-0.5560680647951144,0.04570338553968336,0.8180188456271013,-0.7295031184189898,0.009499220448213738,2.419126339157474,1.0162953585489458,0.8393005141336507,2.1356321960670552,0.9170164814029639,0.024162476384265403,1.6515256921738608,0.4713455080716514,0.2908296913106791,1.0270414079027979,-0.27501242344042154,1.0,1.6626373863024848,0.4806005323059783,0.7525090208908433,1.0883249028304838,-0.19472145685164471,0.9793903310014968,1.956902346258664,0.6871787940490748,0.7069122818526992,0.5806099973867921,-1.0144500283655784,1.0
ENSG00000175756,AURKAIP1,1.9195651717967093,0.01598484631917918,1.0,1.640931124029639,-0.27553793336273524,0.49396815502423375,2.50920019221121,0.4072349477937748,1.0,2.2582333036190527,0.27436045281821797,0.9519084002679892,2.0294171641119476,0.09926066980642911,0.960947319360416,1.50948449000123,-0.35694931839524036,1.0,2.507189806841084,0.43588782821461325,0.8661784017417812,1.6018556930733443,-0.2773299307674295,0.8246693938077717,2.1348025595549065,0.16347898893586899,1.0,1.5241012431403294,-0.3555480513619661,1.0
ENSG00000221978,CCNL2,0.8427709467798566,0.031569132963981006,1.0,0.8881580487416882,0.13082030005388948,0.8253411036753977,0.643384664669541,-0.3715528918811864,1.0,0.7158322731261796,-0.23290469538070702,1.0,0.9517266700662926,0.21780954764536747,0.7400742880058958,0.49428217613765774,-0.7829436201766327,1.0,0.7627439239622108,-0.13018282076901155,1.0,0.9784112950942925,0.2697632636548031,0.6657034302275984,0.8652419464862688,0.06412235076202857,1.0,0.6531862470601412,-0.29471355522755954,1.0
ENSG00000224870,MRPL20-AS1,0.16080127093584998,0.18836154149819917,0.7079014915153642,0.12804482429058314,-0.24589414793870512,0.6643639422270964,0.08364000640704033,-0.7333168355206157,1.0,0.1819242241094158,0.36001443952142465,0.856370562250981,0.15628844827069022,0.11660781773164253,0.9815679418495021,0.10359207284322168,-0.4962683898312066,1.0,0.1323372738735697,-0.13975335933335176,1.0,0.16036575554952492,0.15695543848628812,0.9368205371314896,0.1779002132962422,0.3370280332638722,1.0,0.14515249934669802,0.46733247721821813,1.0
ENSG00000242485,MRPL20,1.3782966080215713,0.15533853379758106,0.747627078744091,1.32204242149704,0.06803255652349505,0.9695372958748774,1.0744523899981335,-0.25507907821043185,1.0,1.2082141405527507,-0.08685242108799313,1.0,1.0450332063473018,-0.311031419036975,0.7987949961784058,1.2283060065696285,-0.05884746655993678,1.0,1.1044147037812453,-0.22489957087977241,1.0,1.421669450882867,0.17591554892487116,0.829274693723699,1.0835740264407479,-0.2414108314013978,1.0,0.7983387464068391,-0.6529139843495904,1.0
ENSG00000272455,AL391244.2,0.012921530700202232,-0.047420868079274925,1.0,0.01631144258478766,0.3990358751873373,0.7035518102852246,0.00643384664669541,-0.13079596341515565,1.0,0.015819497748644853,0.39071123674434194,1.0,0.009330653628100908,-0.28456356742357514,1.0,0.011839094039225334,0.0855005400432427,1.0,0.004812264504493444,-1.0153430171434072,0.9457731393596664,0.02162234906285729,0.8666033034099163,0.4291069998835817,0.008086373331647372,0.2057834999856194,1.0,0.0,2.292955691204821,1.0
ENSG00000235098,ANKRD65,0.020100158866981247,-1.6867268553320067,6.892855195335356e-05,0.05382776052979929,0.0037659984366982258,1.0,0.08364000640704033,0.7451460438998616,1.0,0.025706683841547884,-1.0552748508280043,0.5028046446952921,0.0863085460599334,0.7827125379846396,0.2505922004097937,0.07695411125496468,0.5958644510049544,1.0,0.06977783531515493,0.4435659805713521,0.993622661098412,0.0774800841419053,0.6194950043697034,0.4079410199384713,0.18598658662788956,1.9144044684578638,0.05484579862914021,0.07257624967334901,1.3185814988803153,1.0
ENSG00000225905,AL391244.1,0.0,0.4325720730403386,1.0,0.0,0.6791437943800727,1.0,0.00643384664669541,5.998487053529811,1.0,0.0,2.1980661588019466,1.0,0.0,2.4595975281468334,1.0,0.0,2.829661635613652,1.0,0.0,2.508218938913604,1.0,0.0,2.0488066346306653,1.0,0.0,4.335066516930586,1.0,0.0,7.442702810709502,1.0
ENSG00000225285,LINC01770,0.026560924217082366,1.0080742445124287,0.0471818847015142,0.012233581938590747,-0.5106807644999449,0.5718574589635306,0.00643384664669541,-0.44445644231891723,1.0,0.03559386993445092,1.3167106553005645,0.16873693643912283,0.004665326814050454,-1.3817047258341066,0.28309044034590175,0.0,-2.6297699830236443,0.8849156824668819,0.016842925765727053,0.16836893602898062,1.0,0.01261303695333342,-0.29104336825395904,0.9991829312449312,0.0,-1.1243651017067116,1.0,0.0,1.983271192072206,1.0
ENSG00000179403,VWA1,2.156459901300417,0.5140461342468412,0.045366862480538186,1.1931820250772176,-0.6231392945315383,0.0314728787026081,1.7114032080209791,0.01992119087631039,1.0,2.6774499939581413,0.762545812022005,0.10462175931862665,1.2199829618741937,-0.5015096972049253,0.486764131313189,0.9293688820791888,-0.9021422534367752,1.0,1.773319469905834,0.07950131588322296,1.0,1.2811241819742945,-0.4363668881686528,0.5595917316087581,2.320789146182796,0.4693332460788272,0.9789814581970128,1.7418299921603764,0.00640769087014037,1.0
ENSG00000215915,ATAD3C,0.020100158866981247,-1.3460715523757392,0.004738181715690168,0.06524577033915065,0.8193214524283325,0.0651867394821137,0.03860307988017246,0.017939416195983604,1.0,0.031638995497289706,-0.43557018865489994,1.0,0.030324624291327953,-0.47451453619670847,0.8726231552357797,0.05623569668632034,0.45115001235992214,1.0,0.0769962320718951,0.9452827445224474,0.6071472785715727,0.046848422969524135,0.15264244561520535,1.0,0.040431866658236865,0.12561315130163653,1.0,0.07257624967334901,1.6225238482943154,1.0
