Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value
ENSG00000223764,LINC02593,0.11373164717161907,1.3828377904210138,1.791200075913961e-07,0.0397834293230129,-1.0604118825182351,0.001054554999306364,0.06239165420106308,-0.13716976350367904,1.0,0.043698304072204715,-0.6889895228395031,0.9247294639013143,0.02433470152363016,-1.379350476500551,0.5700868940021165,0.05295447529463037,-0.004922500215439385,1.0
ENSG00000187634,SAMD11,0.49142651266248427,2.382121990336427,3.0832071006119593e-31,0.06494059786550635,-2.318663439304095,1.2783977837021617e-19,0.15513600504048117,-0.680640861701236,0.16586215846735355,0.06635668396149605,-1.957341289509234,0.00010790166727261076,0.18772484032514694,-0.3508979010111193,1.0,0.15886342588389113,-0.47341403630621226,1.0
ENSG00000188976,NOC2L,0.7225926978438681,0.5761736125048134,0.010540508285430166,0.476816101444934,-0.37594636813439875,0.1699782190770764,0.5261134083981536,-0.13333079875690323,1.0,0.4159431165391338,-0.5088924772769523,0.9247294639013143,0.5562217491115465,-0.03863859710968531,1.0,0.6707566870653181,0.24485580891608727,1.0
ENSG00000187961,KLHL17,0.1581663372293679,0.5048876617644362,0.06280671990169996,0.10764927934462315,-0.3645363843736753,0.26759733544061165,0.14164591764565673,0.170814056297806,0.8061659645997505,0.08254124102527557,-0.6849605836395787,0.8631003837288634,0.13557905134593945,0.11019245914192277,1.0,0.10590895058926074,-0.08783613750103259,1.0
ENSG00000187583,PLEKHN1,0.05765930019398362,1.419434219055912,5.150093901367348e-06,0.01989171466150645,-1.0495687912165206,0.006970286366273329,0.025293913865295843,-0.4249900040707768,0.6857733321069082,0.02103992418291338,-0.702006408506338,0.9927685239643419,0.02433470152363016,-0.3586514838327153,1.0,0.017651491764876792,-0.01706306308765093,1.0
ENSG00000187642,PERM1,0.0354419551651092,0.9445471287233875,0.014746646323476498,0.021646865955168786,-0.2488943760365796,0.7196499530983036,0.010117565546118338,-1.1820502053302437,0.16129016648293423,0.01942146847653543,-0.28319831507636906,1.0,0.01738192965973583,-0.2815752608140736,1.0,0.0,-0.5332472858233954,1.0
ENSG00000272512,AL645608.7,0.040731799219603106,0.3727841257570912,0.4077301719137736,0.031007672854701233,-0.23413974711800023,0.6959752526232637,0.04047026218447335,0.29056765105813653,0.7459358534140461,0.022658379889291334,-0.602470734955423,1.0,0.03824024525141882,0.25154830838746456,1.0,0.017651491764876792,-0.02510038215306931,1.0
ENSG00000188290,HES4,2.065684103279872,0.9212311385596635,4.152266541998236e-06,1.0548459274910627,-0.6393944405136702,0.006102621707326545,1.0977558617538397,-0.4444375772864554,0.38212532520691467,1.0099163607798423,-0.5781470473083399,0.867518843108642,1.4670348632817038,0.018311403092751366,1.0,1.0590895058926075,-0.4569887824321387,1.0
ENSG00000187608,ISG15,10.419405834136654,-0.6828451976043461,0.0018336933110482832,14.146519426918411,-0.040251878888337256,1.0,14.532196646074638,0.011646216588166336,1.0,17.550533679962516,0.32584380376284106,1.0,34.131157079857275,1.3609520136813367,0.004722582086643181,19.981488677840527,0.45395684534904035,1.0
ENSG00000188157,AGRN,0.507296044825966,0.8197308729906787,0.00014643835017506544,0.28491956000451885,-0.5207921843158472,0.04547767735452239,0.29846818361049093,-0.33196574089876685,0.6110780558062944,0.24600526736944878,-0.6381070390266774,0.79152450169811,0.37892606658224104,0.05239878527676134,1.0,0.22946939294339827,-0.6062411719218179,1.0
ENSG00000237330,RNF223,0.049195549706793365,1.411673139150686,2.3426278566558088e-05,0.022231916386389564,-0.5616060255467934,0.22052421283223023,0.0033725218487061126,-2.721632802547391,0.0008497220515185191,0.011329189944645667,-1.3253293829262534,0.49721205502577437,0.03824024525141882,0.5010679077467772,0.974442129553816,0.035302983529753584,0.8037877014541754,1.0
ENSG00000131591,C1orf159,0.2189995438560479,0.7034294377455623,0.0068981560244025025,0.13397654874955817,-0.4312495778865437,0.1863134974526741,0.1652535705865995,0.008446406033575382,1.0,0.08577815243803148,-1.0164279683351305,0.3794103462605415,0.1633901388015168,0.004514381247386012,1.0,0.21181790117852148,0.4495160092513011,1.0
ENSG00000285812,AL390719.3,0.0,-0.2121783749640649,1.0,0.000585050431220778,2.0109727507185315,0.5564172914090412,0.0,1.9413322101750374,1.0,0.0,1.8743429619101093,1.0,0.0,3.0759767438040093,1.0,0.0,5.466752714176605,1.0
ENSG00000223823,LINC01342,0.02168836062342503,0.32215805268712305,0.6265017338294605,0.026912319836155787,0.8376411478329686,0.06009889321881265,0.0,-3.688024409904572,0.0008867846608917185,0.009710734238267715,-0.8574609271403171,0.9778090751175442,0.01738192965973583,0.10635039284752867,1.0,0.0,-0.16260390590300489,1.0
ENSG00000272141,AL390719.2,0.14547071149858254,0.901992644955246,0.000294936683015729,0.10413897675729848,0.03535690934548974,1.0,0.04890156680623863,-1.120443987411651,0.029377986169107168,0.050172126897716524,-1.0885530434271495,0.2946985057703721,0.04519301711531315,-1.1306888044533205,0.583267483500869,0.05295447529463037,-0.5749064374606094,1.0
ENSG00000162571,TTLL10,0.000528984405449391,-0.5341064698514284,0.8760157126693384,0.001170100862441556,0.5959352514396876,0.872419992587962,0.0,0.35636970945388136,1.0,0.003236911412755905,2.4593054626312663,0.9247294639013143,0.0,1.4910142430828532,1.0,0.0,3.8817902134554485,1.0
ENSG00000186891,TNFRSF18,0.2888254853753675,-0.39406875230186533,0.1526314625495555,0.32236278760264864,-0.1519658204076748,0.707440604365272,0.49913323360850465,0.6135867886923623,0.07919107958012936,0.34473106545850385,-0.004409877196228651,1.0,0.5596981350434936,0.748715204613607,0.4908146806107573,0.33537834353265905,0.0007782496725357024,1.0
ENSG00000186827,TNFRSF4,0.1835575886909387,-0.7479453382216943,0.0025051141550532685,0.1486028095300776,-1.100582320993769,9.387080703849982e-06,0.7723075033536998,1.9731109188476998,1.3585144553964844e-13,0.25571600160771646,-0.03918627559431953,1.0,0.43802462742534287,0.8002188303495734,0.45240335345566496,0.21181790117852148,-0.22512499046106327,1.0
ENSG00000078808,SDF4,1.13784545612164,0.033530154709446036,1.0,0.9635780602206213,-0.31584939552369845,0.2523509496111627,1.4670470041871588,0.44606001157859376,0.21488478398692354,1.0050609936607084,-0.17804161826990308,1.0,1.491369564805334,0.4383071927520089,0.7740198516018774,1.0943924894223611,-0.037514552526766165,1.0
ENSG00000176022,B3GALT6,0.3062819707551974,0.17982815565943766,0.6224918140186176,0.2732185513801033,-0.07866446176614561,0.919313308917641,0.24956661680425232,-0.2003463535424641,0.875131150126825,0.271900558671496,-0.06351398438162104,1.0,0.3128747338752449,0.1606554738556054,1.0,0.17651491764876792,-0.5786346548189387,1.0
ENSG00000184163,C1QTNF12,0.011108672514437212,-0.3674566004419759,0.6843629322233051,0.012871109486857116,-0.05042779394561325,1.0,0.015176348319177507,0.33252296749951515,0.9082872631661295,0.017803012770157476,0.5766624132694256,1.0,0.010429157795841497,0.009887553346237254,1.0,0.05295447529463037,2.4006635237188325,1.0
ENSG00000260179,AL162741.1,0.000528984405449391,-0.2121783749640649,1.0,0.000585050431220778,0.010972750718531543,1.0,0.0033725218487061126,2.9413322101750383,0.21418460928502187,0.0,0.5524148670227476,1.0,0.0,1.7540486489166476,1.0,0.0,4.144824619289243,1.0
ENSG00000160087,UBE2J2,0.5644263606145002,0.573557084582887,0.012242645538480555,0.3247029893275318,-0.6440495449915196,0.008979512040542302,0.4940744508354455,0.16587309809006356,0.7588663378344804,0.3463495211648818,-0.40813132474737013,1.0,0.5596981350434936,0.34906481430172676,0.8827694634601992,0.2647723764731519,-0.6950090291280702,1.0
ENSG00000230415,LINC01786,0.001057968810898782,2.372784125757091,0.33027761454634813,0.0,-0.5739897500026245,1.0,0.0,1.3563697094538814,1.0,0.0,1.2893804611889532,1.0,0.0,2.4910142430828532,1.0,0.0,4.8817902134554485,1.0
ENSG00000162572,SCNN1D,0.045492658868647624,-0.7234311895022127,0.024191289693740133,0.07781170735236347,0.4260102499973746,0.20538637600469545,0.07588174159588754,0.2899684837313732,0.6662622939700781,0.06311977254874014,-0.008300087451730054,1.0,0.09733880609452064,0.6765698962389299,0.722265027720565,0.035302983529753584,-0.32332421644916387,1.0
ENSG00000131584,ACAP3,0.44223096295569087,0.5139118628919683,0.02990454025216077,0.2790690556923111,-0.5091732970799467,0.052342467361904406,0.41482018739085186,0.24404100935100614,0.5943930133419414,0.25733445731409443,-0.5256825560039124,0.9247294639013143,0.3928316103100297,0.14814681050312828,1.0,0.2824238682380287,-0.28498823266999995,1.0
ENSG00000169972,PUSL1,0.32162251851322976,0.8165329216774617,0.00025007870422917165,0.1673244233291425,-0.6680413738948159,0.010283865690500188,0.1703123533596587,-0.49476690463163475,0.363499752185027,0.1974515961781102,-0.26396006035897646,1.0,0.2642053308279846,0.2019335137259104,1.0,0.19416640941364469,-0.16987190636704375,1.0
ENSG00000127054,INTS11,0.9304835691854788,0.29480318531423105,0.27797338547412315,0.724877484282544,-0.2622062125208062,0.37538779757263574,0.9190122037724157,0.18429332884928276,0.6991563436605966,0.6328161811937794,-0.41971507682386955,1.0,0.9386242016257347,0.20465682292903353,1.0,0.5471962447111806,-0.5711373709659019,1.0
ENSG00000224051,CPTP,0.23751399804677656,0.01476302829114573,1.0,0.17434502850379183,-0.6105156260277398,0.02093496112012142,0.3271346193244929,0.5486625239246494,0.14742562211756,0.23791298883755901,0.01905356278880488,1.0,0.38587883844613535,0.7708921590800619,0.493297326410272,0.31772685176778226,0.4858615371243096,1.0
ENSG00000169962,TAS1R3,0.004760859649044519,-2.1381777935202884,0.00011255774017846077,0.01170100862441556,-0.6190776395311639,0.3436266710841104,0.03372521848706112,1.3112818199253446,0.048707753779345914,0.029132202714803143,1.0561812848959233,0.7351636299029763,0.05562217491115465,2.05491512827618,0.06329216304426115,0.017651491764876792,1.0744352913978448,1.0
ENSG00000107404,DVL1,0.46180338595731835,0.32929065883089903,0.2175785231509048,0.36624156994420703,-0.19655150356263573,0.5635532497846881,0.39964383907167433,-0.006985937628367189,1.0,0.29941430567992117,-0.4699052133702277,0.9936825756942174,0.45888294301702587,0.2079316938860074,1.0,0.35302983529753584,-0.14515032936283,1.0
ENSG00000162576,MXRA8,1.232533664697081,0.0073286553288073875,1.0,0.909168370117089,-0.6091232871316155,0.00985229697341329,1.741907534856707,0.5833038552172002,0.09618224373325572,1.1086421588688975,-0.1673720572524614,1.0,2.224886996446186,0.9249305126804851,0.20322592359669667,1.606285750603788,0.3822909197771268,1.0
ENSG00000175756,AURKAIP1,2.011727693924034,0.12749386198013368,0.7421889661006055,1.6480870647489316,-0.3012983022116824,0.2706908333031376,2.102767372668261,0.16199166428703138,0.7995325668845016,1.6945231245777161,-0.19026611951296557,1.0,2.770679587761891,0.5776298853888348,0.6273436271773015,1.8181036517823095,-0.07836027393798495,1.0
ENSG00000221978,CCNL2,0.8093461403375682,-0.05556100254013352,0.9625358334115846,0.9419311942654526,0.28371141987417325,0.2969808801819582,0.9358748130159462,0.19841094283939462,0.6716768652080707,0.5939732442407085,-0.5350479742275909,0.9247294639013143,0.6187966958865955,-0.4412637535665124,0.987095027908712,0.6354537035355645,-0.37398268779087995,1.0
ENSG00000224870,MRPL20-AS1,0.1639851656893112,0.2644613739832189,0.4250838753930517,0.1409971539242075,-0.08139126743012914,0.9210520004365608,0.16356730966224645,0.18971984004443154,0.7572589570153319,0.10358116520818896,-0.5400007671986486,0.945046176419878,0.12514989355009795,-0.20842533980786282,1.0,0.14121193411901434,0.08785580716016606,1.0
ENSG00000242485,MRPL20,1.3309247641106678,0.0980471141243755,0.815411675233482,1.3573170004322048,0.13622112256182362,0.6950988864220619,1.0842657743590152,-0.26229697917033595,0.7230665454082288,1.194420311306929,-0.10748497944600599,1.0,1.0533449373799912,-0.29103559006314017,1.0,0.9708320470682235,-0.39676986816277043,1.0
ENSG00000272455,AL391244.2,0.013753594541684167,0.05085603086972856,1.0,0.01755151293662334,0.6076170564873227,0.3149757526314992,0.00843130462176528,-0.518099408462259,0.6808414958810184,0.011329189944645667,-0.12565703808988893,1.0,0.006952771863894331,-0.44758521225300285,1.0,0.0,0.31700559467192324,1.0
ENSG00000235098,ANKRD65,0.02168836062342503,-1.7207277601660533,1.2148540164586576e-06,0.06084524484696091,0.2657866497473558,0.5772331059475173,0.10117565546118337,1.0907098342132655,0.018004782580942794,0.08254124102527557,0.7355788919542596,0.7483869245901694,0.05909856084310181,0.20698275595402027,1.0,0.10590895058926074,1.176075553273682,1.0
ENSG00000225905,AL391244.1,0.0,-0.2121783749640649,1.0,0.0,0.010972750718531543,1.0,0.0,1.9413322101750374,1.0,0.0,1.8743429619101093,1.0,0.0,3.0759767438040093,1.0,0.017651491764876792,7.466752714176605,1.0
ENSG00000225285,LINC01770,0.029094142299716505,1.5507824277350855,0.00018008960582966113,0.013456159918077894,-0.42643256158876763,0.5101487178988862,0.005058782773059169,-1.4680587259626634,0.1348327124547805,0.00647382282551181,-1.196046365981287,0.8533628587722137,0.0034763859319471655,-1.3669667520447186,0.7629522521179093,0.017651491764876792,1.0238092183278766,1.0
ENSG00000179403,VWA1,2.2841546627304705,0.7722068112521657,0.00016664437543575196,1.2297760064260752,-0.6351044256740392,0.006355356566297465,1.5378699630099872,-0.14826692542608377,0.9033034625883,1.1296820830518108,-0.6397657493475005,0.741722922338055,1.97458720934599,0.2417084363539327,0.9713682577249573,1.5003768000145272,-0.17693571060683944,1.0
ENSG00000215915,ATAD3C,0.022217345028874423,-1.3172950807782797,0.0008971515519816057,0.059675143984519355,0.7316889932396613,0.06291007260944281,0.03709774033576724,-0.21458593327339415,0.9901930482249576,0.07444896249338581,0.929085926504543,0.5421160863345436,0.04519301711531315,0.14186467946046744,1.0,0.017651491764876792,-0.3534262482385824,1.0
ENSG00000160072,ATAD3B,0.3015211111061529,0.32494873489129095,0.24762208177684586,0.23460522291953195,-0.23884236608328924,0.48720176533824766,0.34905601134108266,0.4743537824843935,0.22262906599978172,0.13756873504212597,-1.0122752386721465,0.1959203856534875,0.28854003235161474,0.1531446043264697,1.0,0.17651491764876792,-0.46934980264840087,1.0
ENSG00000197785,ATAD3A,0.40784697660148045,0.3606879339461344,0.16887435463894565,0.2948654173352721,-0.35872176309955917,0.2126266076975252,0.3524285331897888,0.01172153806643661,1.0,0.2880851157352755,-0.31338232753751716,1.0,0.4658357148809202,0.44284696062234374,0.8112033297953654,0.21181790117852148,-0.6441822611922448,1.0
ENSG00000205090,TMEM240,0.03967383040870433,1.6434317157007596,5.094520487733119e-06,0.010530907761974004,-1.3704563559174936,0.00231836050865856,0.02192139201658973,0.04824741409155031,1.0,0.011329189944645667,-0.9070167516145489,0.9247294639013143,0.0034763859319471655,-1.7820042513235625,0.583267483500869,0.035302983529753584,1.2062251639533859,1.0
ENSG00000160075,SSU72,1.1129831890655186,-0.12349420904040354,0.7799015129950985,1.28594084782327,0.197351940761289,0.5240272620304174,1.0640306432667785,-0.1621548058925901,0.9363067307905802,1.2510662610301573,0.1014807110531332,1.0,1.0220574639924667,-0.21355766000783977,1.0,1.0943924894223611,-0.1069545768449982,1.0
ENSG00000215014,AL645728.1,0.002644922027246955,-0.7971408756852219,0.5572097223315663,0.004680403449766224,0.274007156552325,0.99609732570565,0.006745043697412225,1.0153327916188157,0.593565156285292,0.00647382282551181,0.9483435433538876,1.0,0.0034763859319471655,0.616545125166712,1.0,0.0,1.9431907581195924,1.0
ENSG00000228594,FNDC10,0.4178976803050189,0.5220539786481633,0.027287798643693205,0.2773139043986488,-0.40444435520396893,0.14553166424759562,0.26811548697213594,-0.3642735794103906,0.5564308810992181,0.2686636472587401,-0.36308885889047793,1.0,0.47626487267676165,0.5370427741272588,0.7048070901138194,0.24712088470827506,-0.38040905774380085,1.0
ENSG00000286989,AL691432.4,0.012166641325335993,0.5654292036994866,0.470046940805909,0.011115958193194782,0.3329008456058933,0.7306443560342698,0.005058782773059169,-0.6436302905461178,0.6878872327481257,0.003236911412755905,-1.1554043814839412,1.0,0.010429157795841497,0.49101424308285324,1.0,0.0,0.7943273722051094,1.0
ENSG00000272106,AL691432.2,0.023804298245222597,0.025981362230699467,1.0,0.03159272328592201,0.6838080074650206,0.11611901857682078,0.020235131092236677,-0.15264393803397436,1.0,0.011329189944645667,-0.9836380332174617,0.915728719697033,0.010429157795841497,-0.8309138518045094,0.9145535076618155,0.017651491764876792,0.5360153766137188,1.0
ENSG00000197530,MIB2,0.27348493761733517,-0.0011139594291302846,1.0,0.23167997076342808,-0.34471673891067756,0.2561366265656711,0.4401141012561477,0.8060830935802588,0.015543421860415829,0.19097777335259838,-0.5684611767744534,0.9247294639013143,0.3719732947183467,0.48103015451023157,0.7749304775256123,0.21181790117852148,-0.2840186795146318,1.0
ENSG00000189409,MMP23B,0.0412607836250525,-0.5450222473306114,0.155135029815518,0.028082420698597343,-1.2135211932632055,0.000424080012845064,0.150077222267422,1.8785964548270764,1.075790783435891e-07,0.043698304072204715,-0.2840864006943722,1.0,0.09386242016257347,0.917547381199527,0.5788117277097049,0.12356044235413753,1.3899371171257746,1.0
ENSG00000248333,CDK11B,0.017456485379829904,-0.8251552518548184,0.053868558722469526,0.00877575646831167,-1.919764586844356,9.609942510063042e-06,0.055646610503650856,1.3283553332842857,0.005905219885391104,0.067975139667874,1.7307521082812611,0.001528711722959257,0.04519301711531315,0.929135355474739,0.7149754106735793,0.0,-0.6312793687839218,1.0
ENSG00000272004,FO704657.1,0.019043438596178075,0.32484964869338917,0.6407599122191279,0.01989171466150645,0.41233531310029736,0.505667303656386,0.011803826470471394,-0.3805958847123234,0.8331453590455189,0.008092278531889763,-0.8982465419868166,0.9872894899841334,0.010429157795841497,-0.3163406789747505,1.0,0.017651491764876792,1.0404879594745076,1.0
ENSG00000189339,SLC35E2B,0.36923111500367495,0.14950742916103166,0.687459365049321,0.403099747111116,0.3420774919808691,0.1989223189699967,0.2816055743669604,-0.32723763734876665,0.6192407841462734,0.25247909019496056,-0.5016925383167019,0.9429582179149972,0.22596508557656575,-0.6286605188777403,0.8451218962317867,0.17651491764876792,-0.8682315335362036,1.0
ENSG00000008128,CDK11A,0.0528984405449391,-0.10086135209990754,0.9325146969941283,0.03861332846057135,-0.7108406182151286,0.04441168198828884,0.08937182899071199,0.8258549927551031,0.06965378193934085,0.06635668396149605,0.32414587934963146,1.0,0.07648049050283764,0.549690150410461,0.8556225316473032,0.07060596705950717,0.6440225662320853,1.0
ENSG00000215790,SLC35E2A,0.06294914424847753,-0.35513632880610846,0.34999772132600393,0.10062867416997381,0.717680523792056,0.011194792913705712,0.07419548067153448,0.02379437036701182,1.0,0.050172126897716524,-0.5891814113610696,0.9693164965655591,0.052145788979207484,-0.4515002622563866,1.0,0.035302983529753584,-0.5257136131379876,1.0
ENSG00000008130,NADK,0.4528106510646787,0.015273180864392222,1.0,0.4101203522857654,-0.19458729927947438,0.580018416233233,0.6374066294054552,0.5840587629269381,0.10115469092861948,0.3949031923562204,-0.2086098274451993,1.0,0.3928316103100297,-0.19900415631086243,1.0,0.47659027765167333,0.11108699665341537,1.0
ENSG00000078369,GNB1,1.6350907972440676,0.1611633778790056,0.6279918948872396,1.5457032392852954,0.02827047198784316,1.0,1.5075172663716323,-0.020073829958195177,1.0,1.427477933025354,-0.10901866782566327,1.0,1.0359630077202553,-0.5855273117901394,0.8621821806785984,1.006135030597977,-0.6060036282587093,1.0
ENSG00000231050,AL109917.1,0.006876797270842084,0.07161459103652668,1.0,0.007020605174649336,0.12644996813846632,1.0,0.005058782773059169,-0.10306190918341507,1.0,0.00647382282551181,0.1962710567974737,1.0,0.010429157795841497,1.031582624445556,1.0,0.0,1.2968277127342924,1.0
ENSG00000169885,CALML6,0.003173906432696346,0.27324845220617533,0.9791658122141066,0.004095353018545446,0.8410477492762185,0.5328351678106394,0.0016862609243530563,0.03444161456651962,1.0,0.0016184557063779524,-0.03254763369840852,1.0,0.0,0.07597674380400932,1.0,0.0,2.4667527141766046,1.0
ENSG00000178821,TMEM52,0.029623126705165898,0.8658241370372082,0.038973912803940754,0.01989171466150645,-0.10767174578008909,0.9705752408624535,0.00843130462176528,-1.187950806769928,0.17715961927563803,0.01294764565102362,-0.6281573786190728,1.0,0.01738192965973583,-0.05330627314095615,1.0,0.017651491764876792,0.6985683893996786,1.0
ENSG00000142609,CFAP74,0.001586953216348173,1.7878216250359351,0.3461267822683664,0.0,-1.310955344168832,0.5564172914090412,0.0,0.6194041152876757,1.0,0.0016184557063779524,1.8743429619101093,1.0,0.0,1.7540486489166476,1.0,0.0,4.144824619289243,1.0
ENSG00000233542,AL391845.2,0.000528984405449391,-0.5341064698514284,0.8760157126693384,0.001755151293662334,1.4260102499973755,0.5702787281440406,0.0016862609243530563,1.6194041152876757,0.7373569145609765,0.0,0.2893804611889532,1.0,0.0,1.4910142430828532,1.0,0.0,3.8817902134554485,1.0
ENSG00000187730,GABRD,0.04496367446319824,0.6594975280603954,0.07810461485596369,0.027497370267376565,-0.44845886791876666,0.336255175468068,0.028666435714001955,-0.22859279126727383,0.9124438451911349,0.029132202714803143,-0.2086464027609205,1.0,0.03476385931947166,0.13452892615912226,1.0,0.017651491764876792,-0.008980716789793064,1.0
ENSG00000226969,AL391845.1,0.0,-0.2121783749640649,1.0,0.000585050431220778,2.0109727507185315,0.5564172914090412,0.0,1.9413322101750374,1.0,0.0,1.8743429619101093,1.0,0.0,3.0759767438040093,1.0,0.0,5.466752714176605,1.0
ENSG00000067606,PRKCZ,0.24809368615576438,0.664338571600934,0.005480355362147113,0.16498422160425938,-0.2935176518250233,0.3829731336749621,0.12984209117518533,-0.5934445333778999,0.2652268775840089,0.13756873504212597,-0.5067472054453952,0.9849380967402002,0.19815399812098844,0.08220869751552407,1.0,0.17651491764876792,0.002856847394709927,1.0
ENSG00000271806,AL590822.2,0.0,-0.2121783749640649,1.0,0.0,0.010972750718531543,1.0,0.0,1.9413322101750374,1.0,0.0016184557063779524,3.8743429619101093,0.9247294639013143,0.0,3.0759767438040093,1.0,0.0,5.466752714176605,1.0
ENSG00000182873,PRKCZ-AS1,0.004231875243595128,0.3727841257570912,0.8760157126693384,0.001170100862441556,-1.5739897500026254,0.17716885701471832,0.005058782773059169,0.8538693689246992,0.7739821063974399,0.00647382282551181,1.1962710567974728,1.0,0.006952771863894331,1.4910142430828541,0.8977973037668421,0.0,2.144824619289243,1.0
ENSG00000162585,FAAP20,0.7188898070057224,-0.24469414336860265,0.4244538532481921,0.8050293933597905,0.005221829731425376,1.0,1.0370504684771296,0.4243019915497584,0.25333728443955533,0.7946617518315746,-0.0168232814053913,1.0,0.9108131141701573,0.19342667256490176,1.0,0.6531051953004413,-0.28813478798686354,1.0
ENSG00000234396,AL590822.1,0.001586953216348173,-0.9126180931051575,0.570462956377426,0.00585050431220778,1.885441868634672,0.05080190902900451,0.0016862609243530563,0.03444161456651962,1.0,0.0016184557063779524,-0.03254763369840852,1.0,0.0,0.07597674380400932,1.0,0.0,2.4667527141766046,1.0
ENSG00000157933,SKI,0.10526789668442882,-0.015405411398992985,1.0,0.08132200993968813,-0.5357012652782518,0.08440310685278636,0.1534497441161281,0.628843811173982,0.12641361567688952,0.10843653232732281,0.05191271939040831,1.0,0.1599137528695696,0.659022041530875,0.6751405315359665,0.08825745882438396,-0.03309317290660063,1.0
ENSG00000287356,AL590822.3,0.019572423001627468,-0.32180286613856346,0.6148066855125442,0.03276282414836357,0.8665828413833561,0.03535420157738367,0.015176348319177507,-0.5180994084622581,0.6041862607846273,0.017803012770157476,-0.29558203953220197,1.0,0.01738192965973583,-0.171950769639575,1.0,0.0,-0.42806504913133825,1.0
