Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value
ENSG00000223764,LINC02593,0.1149029130075315,1.381620493481058,2.1466606075685594e-07,0.03305810138588621,-1.2511693071483743,0.0017171668614875488,0.02353066769434557,-1.3452927437267874,0.8346918063144634,0.055467874368683556,-0.29479747054541416,0.8976132003119065,0.05104135023525966,-0.4373058068102118,0.9398197136369228,0.047912810071770014,-0.4827508720999272,1.0,0.05384215832125168,-0.3637967345113253,0.8065556616704254,0.12144451570451688,1.1695537507725828,1.0
ENSG00000187634,SAMD11,0.496641974705539,2.343547525822628,2.3647955467869138e-30,0.048760699544182155,-2.5910715847040446,9.765375048587379e-17,0.18353920801589543,-0.3712149690781863,1.0,0.15715897737793674,-0.637484125599574,0.3304793051503416,0.1493432099476116,-0.729464765162473,0.4706819546317034,0.0688746644781694,-1.8129514039988943,0.1578327283026909,0.09031587847435765,-1.4934007982356643,0.0022250608722445644,0.16192602093935585,-0.30480002435084996,1.0
ENSG00000188976,NOC2L,0.7231804193080655,0.5668293975128563,0.012705551583312526,0.4429785585708752,-0.46367227871244165,0.17974635718181897,0.5694421582031628,-0.0015599384232756197,1.0,0.5061443536142375,-0.18827489012864196,1.0,0.550112330313354,-0.06027415245675605,1.0,0.40126978435107385,-0.5344648083811296,1.0,0.5245268326780003,-0.13761840503569012,1.0,0.6881855889922623,0.29348457847312726,1.0
ENSG00000187961,KLHL17,0.1595571256455295,0.5177693519697844,0.057845989917980435,0.0884304212072456,-0.6624843716586657,0.07148804286270262,0.08471040369964405,-0.5541937124271024,1.0,0.14560317021779434,0.2138294514427277,0.8092813513670157,0.1455623691894442,0.21421220369159766,1.0,0.0688746644781694,-0.8915792443619535,1.0,0.1354738177115365,0.09837398474161274,1.0,0.16192602093935585,0.5968348458061734,1.0
ENSG00000187583,PLEKHN1,0.05826830185689986,1.418435327037674,5.8903615432311954e-06,0.02066131336617888,-0.8715230436152481,0.08541173788883819,0.028236801233214683,-0.10231944496788703,1.0,0.03004509861637026,-0.1312987382625348,1.0,0.020794624169920603,-0.6898902576216273,0.7930676209725085,0.026950955665370632,-0.2482856184629041,1.0,0.013894750534516562,-1.2669896622730281,0.14539932099884734,0.0,0.14937586883495246,1.0
ENSG00000187642,PERM1,0.03594119553790085,0.9652652638251213,0.01119927829256133,0.013223240554354483,-1.0157304372893678,0.08075794160084955,0.018824534155476455,-0.098999086676276,1.0,0.004622322864056963,-1.9472667906248464,0.056281716837686444,0.028356305686255367,0.3058477155242132,1.0,0.017967303776913756,-0.2757436139696514,1.0,0.031263188702662266,0.4559178909056838,0.7406651157352083,0.0,0.6412289651646272,1.0
ENSG00000272512,AL645608.7,0.043020521931729803,0.5028751366700908,0.22086090487231713,0.0314051963165919,-0.17030747439824445,0.9057415733964171,0.0329429347720838,0.09032563297450835,1.0,0.039289744344484186,0.25742362897814175,0.9164006993141204,0.041589248339841206,0.33670567871205836,0.9961804422111755,0.005989101258971252,-2.051214475007469,0.8165270464074678,0.026052657252218555,-0.3856893403601669,0.8422302093737699,0.0,0.1413830780814216,1.0
ENSG00000188290,HES4,2.0715198155481036,0.908637046347794,6.42902524900787e-06,0.9735610858143489,-0.7108758557609467,0.012090201723291453,1.4118400616607343,-0.04006352262779711,1.0,0.9360203799715351,-0.6752702520881029,0.2449919389954786,1.5047746217506182,0.060991545857925766,1.0,0.8594360306623746,-0.7920033792817114,1.0,1.1654222010825768,-0.34859032188923567,0.6824316017182469,0.971556125636135,-0.5763895201864211,1.0
ENSG00000187608,ISG15,10.404976108222296,-0.6766747246409759,0.002269253993539038,17.18690691052224,0.34115999099580074,0.2874791926588429,30.28396932262275,1.1350502332340202,0.15984531194753201,13.596562704623556,-0.09422417792683069,1.0,21.524326436246906,0.6602626255197497,0.22280432161824262,15.634548836544452,0.1222748282343109,1.0,8.703324366057812,-0.7996096950350724,0.08445540251398218,18.216677355677533,0.28609765588687175,1.0
ENSG00000188157,AGRN,0.503721301099368,0.7819447722333482,0.00034909918738763185,0.24793576039414658,-0.7042703726503774,0.023681069047260986,0.3576661489540527,-0.03125157428391234,1.0,0.24729427322704753,-0.6066114876685793,0.35134015561055404,0.41967332415657943,0.2161201441603544,0.9749029300217107,0.2096185440639938,-0.8386644340177563,1.0,0.33694770046202666,-0.13802921548946978,1.0,0.12144451570451688,-1.246753167893827,1.0
ENSG00000237330,RNF223,0.04955528475680269,1.3996544163113196,2.776975358203941e-05,0.021487765900826038,-0.5409508543186341,0.4044809422621661,0.0329429347720838,0.33359678398687276,1.0,0.0023111614320284815,-2.812337210538738,0.0051274096294937205,0.01890420379083691,-0.5844667048656138,0.8821009460805579,0.014972753147428129,-0.7865672182053736,1.0,0.020842125801774844,-0.45995731037683196,0.7471246023251635,0.04048150523483896,1.383841122471975,1.0
ENSG00000131591,C1orf159,0.2200036817774537,0.7013692903091733,0.007151117708249898,0.11487690231595457,-0.6483547712028881,0.09337617827136464,0.14118400616607343,-0.19903508797310598,1.0,0.1756482688341646,0.1082108278626226,0.9693792281997914,0.1455623691894442,-0.1903418916060602,1.0,0.07785831636662627,-1.0909606538002254,1.0,0.16673700641419875,0.02320889500279355,1.0,0.2024075261741948,0.49657072233274446,1.0
ENSG00000285812,AL390719.3,0.0,-0.1466276162457767,1.0,0.0008264525346471552,2.7041616435178977,0.5252345070309538,0.0,3.533269128823237,1.0,0.0,2.4450506321539134,1.0,0.0,2.126026677939402,1.0,0.0,2.8476388015356324,1.0,0.0,1.9893500909867576,1.0,0.0,6.641228965164626,1.0
ENSG00000223823,LINC01342,0.02232710631899901,0.38770881140541213,0.5440745795184719,0.01900840829688457,0.04119663079546765,1.0,0.018824534155476455,0.28534161537965197,1.0,0.0,-3.184305987925697,0.010947165429182216,0.007561681516334765,-1.1219008355041842,0.6216551990852688,0.008983651888456878,-0.7373236991855245,1.0,0.03994740778673512,1.3263850782643276,0.04123709728654935,0.0,1.0118723450850178,1.0
ENSG00000272141,AL390719.2,0.14812129070165198,0.9349022692508218,0.00017139950025946791,0.08595106360330415,-0.3163024590418182,0.544756431852299,0.03764906831095291,-1.3247118663043356,0.7561633876086321,0.03235626004839874,-1.6592860276608228,0.00800130084803847,0.07939765592151503,-0.3784459049213873,0.9620872096543318,0.04192370881279876,-1.2566978582791037,1.0,0.12678959862746364,0.36275310155763796,0.6089596649714974,0.08096301046967792,0.18179734652732948,1.0
ENSG00000162571,TTLL10,0.0005445635687560735,-0.46855571113313843,0.8790910170221117,0.0016529050692943104,1.2891241442390537,0.6581857951422991,0.0,1.948306628102081,1.0,0.0,0.8600881314327573,1.0,0.0018904203790836912,1.8040985830520384,0.9792986311440556,0.002994550629485626,2.525710706648269,1.0,0.0,0.40438759026560156,1.0,0.0,5.05626646444347,1.0
ENSG00000186891,TNFRSF18,0.28099480147813394,-0.4443554609358009,0.09946930229403797,0.26859707376032543,-0.4608377982034624,0.20187376733868084,0.45649495327030404,0.42517144176889854,0.9906608959890216,0.4922773850220666,0.5662977930475737,0.19202579124458843,0.5557835914506052,0.7865993720540635,0.10744773692516256,0.25453680350627816,-0.4591117654482333,1.0,0.42552673511956973,0.3412775464109632,0.5453682998393488,0.44529655758322856,0.4317755995356769,1.0
ENSG00000186827,TNFRSF4,0.17262665129567528,-0.8547245998656332,0.0004971099994820084,0.14876145623648795,-0.9956648142352615,0.0012209300035745888,0.39060908372613645,0.6115698477006395,0.8779980556360304,0.7973506940498262,1.8981115778876234,5.853741411336454e-10,0.5709069544832747,1.3275415097751377,0.000579448102117536,0.19165124028708005,-0.46538374012983885,1.0,0.10421062900887422,-1.4197625743349804,0.004018242290524994,0.16192602093935585,-0.4377223762301954,1.0
ENSG00000078808,SDF4,1.1419498036814861,0.041114000240155574,0.996005754665598,0.9454616996363456,-0.3136824848723221,0.41002623642045477,1.520081133054724,0.45896245243372125,0.9550051875097968,1.4606540250420004,0.42103576678479737,0.3367880954186373,1.3024996411886631,0.24246252570357474,0.9161129328893898,0.9103433913636302,-0.3188659310426574,1.0,0.9708956935993448,-0.23175363438111768,0.8946699069962832,1.2954081675148468,0.19652776910957673,1.0
ENSG00000176022,B3GALT6,0.3060447256409133,0.1749802000209144,0.6167131203530901,0.2644648110870897,-0.12801855757427805,0.8978487844943256,0.27295574525440863,-0.04044223692321003,1.0,0.23111614320284815,-0.30930773189950167,0.8001002543753704,0.35161819050956655,0.354378328124314,0.7959985445022867,0.21560764532296506,-0.40444334412659044,1.0,0.2813686983239604,-0.0073270014999600175,1.0,0.08096301046967792,-1.2865489969177153,1.0
ENSG00000184163,C1QTNF12,0.010346707806365396,-0.49712486332990924,0.5765861306907243,0.011570335485060174,-0.19630268293118824,0.9757772385079666,0.018824534155476455,0.8108031043521464,1.0,0.0069334842960854445,-0.6210385583038587,0.7915994537342047,0.03024672606533906,1.4586020170262728,0.21513210013065018,0.011978202517942503,0.12517277706454077,1.0,0.013894750534516562,0.20507878204219399,1.0,0.04048150523483896,2.532704508386458,1.0
ENSG00000260179,AL162741.1,0.0005445635687560735,-0.1466276162457767,1.0,0.0,-0.6177664513694658,0.8703880345532257,0.0,2.2113410339358754,1.0,0.0023111614320284815,2.4450506321539143,0.5942790251371232,0.0018904203790836912,2.126026677939402,0.9422914254256095,0.0,1.525710706648269,1.0,0.0017368438168145703,1.9893500909867576,0.7699907556760677,0.0,5.319300870277265,1.0
ENSG00000160087,UBE2J2,0.5619896029562679,0.5508473603629827,0.017833324589492314,0.30496098528480026,-0.6840651345690443,0.02647697924686002,0.5270869563533408,0.25410028083523184,1.0,0.4622322864056963,0.055812602307124815,1.0,0.544441069176103,0.32224190133372277,0.8216602175711614,0.2814877591716488,-0.6936412603681277,1.0,0.3577898262638015,-0.353336564067402,0.6870836495465085,0.16192602093935585,-1.2055150580802412,1.0
ENSG00000230415,LINC01786,0.001089127137512147,2.4383348844753794,0.3172317088971334,0.0,0.1191991427967416,1.0,0.0,2.948306628102081,1.0,0.0,1.8600881314327573,1.0,0.0,1.541064177218244,1.0,0.0,2.2626763008144746,1.0,0.0,1.4043875902656016,1.0,0.0,6.05626646444347,1.0
ENSG00000162572,SCNN1D,0.045198776206754096,-0.725853747417788,0.02555089507061064,0.05867812995994802,-0.1648323443320927,0.8819754465778609,0.07059200308303672,0.215856515058368,1.0,0.09013529584911079,0.5624075827920723,0.36561546092024405,0.08317849667968241,0.4379706842541413,0.8275895531484883,0.06588011384868377,0.08579853873039589,1.0,0.10247378519205964,0.7929528781832547,0.12454085174464471,0.0,-0.7424753273094251,1.0
ENSG00000131584,ACAP3,0.4389182364173952,0.4846576847534956,0.04450745612842399,0.23553897237443924,-0.7460690827033778,0.015164864250440146,0.36707841603179087,0.047516232029980454,1.0,0.40676441203701275,0.20529705015602784,0.7494977286842072,0.43290626681016525,0.3106294585812106,0.8521431877062903,0.18266758839862318,-1.0014888071189842,1.0,0.3577898262638015,0.0015986367082783115,1.0,0.24288903140903376,-0.39847345886910457,1.0
ENSG00000169972,PUSL1,0.31639143344727866,0.7528455078002589,0.000909031301405774,0.1677698645333725,-0.5920798077058154,0.0834148507973749,0.2635434781766704,0.19999606034186534,1.0,0.17102594597010765,-0.4695138913400263,0.5567383352396283,0.2589875919344657,0.17385520303001667,1.0,0.15871118336273815,-0.5673986977432124,1.0,0.16847385023101333,-0.5096822309472224,0.4849296398357875,0.12144451570451688,-0.5899922155465585,1.0
ENSG00000127054,INTS11,0.9306591390041296,0.2899430445827084,0.29498540524814587,0.6785175309453144,-0.35051363597787255,0.3649173828798311,0.8894592388462625,0.12048760348476115,1.0,0.9267757342434211,0.19109146094254598,0.757356838290065,0.9338676672673434,0.2077175496655893,0.9725729972375756,0.49709540449461387,-0.7594699851439257,1.0,0.7642112793984109,-0.11627934047683097,1.0,0.6072225785225844,-0.40214014879306226,1.0
ENSG00000224051,CPTP,0.2379742795464041,0.018980705213417437,1.0,0.17934020001843268,-0.49488029054117,0.1776342133352029,0.39060908372613645,0.77710996942372,0.6723999007643469,0.33049608478007286,0.5448546891194033,0.23710540807789207,0.30435768103247424,0.42011701944134283,0.7073568307702393,0.20362944280502254,-0.21125488751793675,1.0,0.17715806931508618,-0.44827069365921135,0.5735327732712963,0.24288903140903376,0.20540990374928003,1.0
ENSG00000169962,TAS1R3,0.004356508550048588,-2.2434891554983656,6.496860889028186e-05,0.01735550322759026,0.16359326215519499,0.9933711733142291,0.056473602466429365,2.043884288084312,0.18184890027761696,0.039289744344484186,1.5275127923458864,0.03228927181214595,0.024575464928087983,0.7634565985546935,0.7959985445022867,0.029945506294856258,1.0782517296770484,1.0,0.005210531450443711,-1.3682019136313261,0.30617740063458815,0.0,1.2318380290269246,1.0
ENSG00000107404,DVL1,0.4568888341863456,0.29732257494830616,0.2900673392858314,0.3487629696210995,-0.2613224747815983,0.567843048238243,0.3764906831095291,-0.08833056269033435,1.0,0.39289744344484184,-0.0319146162681323,1.0,0.47071467439183906,0.2581302139467463,0.9160361101878589,0.24255860098833568,-0.755535188685343,1.0,0.3855793273328346,-0.06461839235317401,1.0,0.4048150523483896,0.08943332837866991,1.0
ENSG00000162576,MXRA8,1.200762669107142,-0.05098724383057124,0.9802359546379996,0.8289318922510966,-0.704485269281165,0.013510406303479341,2.395421971284379,1.0195802312530902,0.26099331234596396,1.7102594597010763,0.5287158259835554,0.20170006276394264,1.6824741373844851,0.5148569479573285,0.46890720832692057,1.0211417646545984,-0.2835713421489009,1.0,1.0646852597073315,-0.23060669267697542,0.8982075228316405,1.2954081675148468,0.06402904550554067,1.0
ENSG00000175756,AURKAIP1,1.9963700430597653,0.10762084298540198,0.7935654208873133,1.6413347338092503,-0.27407452740382987,0.5042886235929275,2.5507243780670597,0.43925707704821904,0.962329051837646,2.0268885758889783,0.09739143229426117,0.9411530883883893,2.3762584165081995,0.3598849211952013,0.7959985445022867,1.5421935741850972,-0.3241489439238706,1.0,1.6031068429198485,-0.2771931006241747,0.7566227691139296,1.94311225127227,0.002239027905654112,1.0
ENSG00000221978,CCNL2,0.8048649546214766,-0.06691705071962378,0.9313091293439555,0.8809984019338675,0.11469915461655236,0.8657980985700625,0.6682709625194142,-0.3205311484570104,1.0,0.9753101243160193,0.2570493404714663,0.6311749446231384,0.8072095018687361,-0.04314906612907776,1.0,0.4791281007177001,-0.8288220536710209,1.0,0.9830536003170468,0.27896273023146073,0.6318436005187528,0.6072225785225844,-0.41608591261807676,1.0
ENSG00000224870,MRPL20-AS1,0.16500276133309025,0.27475140990689395,0.4006161448055334,0.12810014287030905,-0.2440558143795566,0.6719519717967978,0.09882880431625139,-0.5308612085964786,1.0,0.17795943026619307,0.3210619148784599,0.6004041802381466,0.11720606350318885,-0.337562566171552,0.9792986311440556,0.11379292392045377,-0.3568069400414182,1.0,0.16500016259738418,0.20362518490069625,0.83547584491593,0.2024075261741948,0.6716026142081457,1.0
ENSG00000242485,MRPL20,1.33418074345238,0.10199904673457827,0.8048083264651554,1.3214976029008012,0.06695716161560256,0.9762765549109887,1.030643245012336,-0.3195015307454293,1.0,1.0770012273252725,-0.26462729284251696,0.8610261425452129,1.1285809663129636,-0.19566014342270774,1.0,1.2068039036827072,-0.08590579173556379,1.0,1.422475085971133,0.1777286935756674,0.8245304714256225,0.8905931151664571,-0.5133690363211201,1.0
ENSG00000272455,AL391244.2,0.013069525650145764,-0.057360278148689936,1.0,0.016529050692943106,0.4240537243251614,0.7007914152917815,0.004706133538869114,-0.5960138881217292,1.0,0.0069334842960854445,-0.6424122090964257,0.749404964619643,0.013232942653585838,0.12602667793940103,1.0,0.008983651888456878,-0.23982403971470756,1.0,0.020842125801774844,0.8071467597660087,0.5186319219524187,0.0,1.491481845659945,1.0
ENSG00000235098,ANKRD65,0.020148852043974718,-1.8235126064079723,3.903741319551698e-07,0.05371941475206509,0.0003629132868905316,1.0,0.07529813662190582,0.5763378507151233,1.0,0.12249155589750953,1.3733896470264666,0.005434197506082874,0.0623838725097618,0.26512228760506273,1.0,0.08384741762559753,0.7283398731632866,1.0,0.07815797175665566,0.6363951004787713,0.39274054148393245,0.08096301046967792,1.1072503931622757,1.0
ENSG00000225905,AL391244.1,0.0,-0.1466276162457767,1.0,0.0,0.7041616435178977,1.0,0.004706133538869114,5.533269128823237,0.6442159252780777,0.0,2.4450506321539134,1.0,0.0,2.126026677939402,1.0,0.0,2.8476388015356324,1.0,0.0,1.9893500909867576,1.0,0.0,6.641228965164626,1.0
ENSG00000225285,LINC01770,0.02831730557531582,1.4113678368751108,0.0008213745317781229,0.012396788019707328,-0.4856629153621199,0.5718215628904447,0.004706133538869114,-0.9096743670254916,1.0,0.0023111614320284815,-1.9978928636948146,0.10884840924282108,0.01890420379083691,0.30005607771444964,1.0,0.0,-2.6117928171016658,1.0,0.013894750534516562,-0.16265300245829284,1.0,0.0,1.18179734652733,1.0
ENSG00000179403,VWA1,2.28281048022546,0.7539972862000119,0.00027070936159611834,1.181827124545432,-0.6375914297257148,0.027781679673962997,1.8777472820087764,0.1608393364891475,1.0,1.3705187291928895,-0.32273255400208045,0.7466518724186035,1.835598188090264,0.13776278599036995,1.0,0.9432834482879721,-0.8794199824286453,1.0,1.2939486435268548,-0.4223596697180058,0.5605941784922666,1.5382971989238805,-0.15118593686902848,1.0
ENSG00000215915,ATAD3C,0.021237979181486864,-1.3792883730360517,0.0005679216103777008,0.06776910784106673,0.8992919848498881,0.039256711510179634,0.04235520184982203,0.08701289893367292,1.0,0.03466742148042722,-0.2828698224092854,1.0,0.0623838725097618,0.6135766770026128,0.7493182581449832,0.059891012589712515,0.5464692668150666,1.0,0.0468947830539934,0.152848823269637,1.0,0.04048150523483896,0.8210500027494394,1.0
ENSG00000160072,ATAD3B,0.30005452638459645,0.30726081200442534,0.287970448187129,0.20991894380037743,-0.4087019952146276,0.2964091469431985,0.22118827632684837,-0.2371194668804193,1.0,0.3374295690761583,0.4027398272959488,0.4158486218883241,0.30057684027430687,0.221542580037978,0.9749029300217107,0.12876567706788192,-1.0526791401494013,1.0,0.26052657252218553,-0.009455130443184911,1.0,0.24288903140903376,0.04877192789654661,1.0
ENSG00000197785,ATAD3A,0.4067889858607869,0.3476987928377062,0.1924523781420244,0.27438224150285556,-0.4449141001756298,0.22078103033768115,0.41884588495935116,0.27692937556345165,1.0,0.3281849233480444,-0.09811642005411425,1.0,0.4026595407448262,0.22724872811820251,0.965413710037971,0.27250410728319197,-0.3753135635458196,1.0,0.3282634813779538,-0.10257239845428145,1.0,0.2024075261741948,-0.5907921573695978,1.0
ENSG00000205090,TMEM240,0.040297704087949436,1.6559263195480058,4.271639911834333e-06,0.010743882950413019,-1.1889231525655912,0.038511816211253325,0.014118400616607341,-0.299620885341505,1.0,0.027733937184341778,0.4312448326288827,0.7955655692232474,0.007561681516334765,-1.3722241895884242,0.4175853133165931,0.008983651888456878,-0.9852512126291098,1.0,0.012157906717701993,-0.7920096225379023,0.5206680579154787,0.0,0.7708642455812225,1.0
ENSG00000160075,SSU72,1.1114542438311459,-0.12455783167332715,0.7834977278890976,1.283480786307032,0.1670207137828643,0.7245024045818852,0.9412267077738228,-0.3331025213943075,1.0,1.0770012273252725,-0.1381086605320775,1.0,1.0926629791103735,-0.11782968936191734,1.0,1.3804878401928735,0.24766157487718257,1.0,1.27310651772508,0.1290665261834323,0.9178473340730692,1.2144451570451689,0.03676540852499385,1.0
ENSG00000215014,AL645728.1,0.0027228178437803674,-0.7315901169669319,0.5560510706510794,0.005785167742530087,0.7041616435178977,0.6631322533608979,0.004706133538869114,1.0738375101859399,1.0,0.009244645728113926,1.51905121359769,0.32514133682664004,0.0018904203790836912,-0.3334049406978963,1.0,0.005989101258971252,1.0402838794780278,1.0,0.0034736876336291405,0.18199516892915302,1.0,0.0,3.117667009107614,1.0
ENSG00000228594,FNDC10,0.41768025723590835,0.5105569223930371,0.03330218182335038,0.24297704518626365,-0.5901164187646235,0.07320465751003605,0.4517888197314349,0.4493101023877608,0.9847404266644902,0.2773393718434178,-0.29875450608903376,0.8169360676307303,0.3535086108886502,0.0788447412093285,1.0,0.25453680350627816,-0.41958340126159577,1.0,0.3230529499275101,-0.0664543141435705,1.0,0.2024075261741948,-0.5353597665586964,1.0
ENSG00000286989,AL691432.4,0.012524962081389689,0.6309799624177757,0.39316418418835986,0.004958715207882931,-0.9803365307541734,0.29816610431997426,0.009412267077738228,0.5035217854291849,1.0,0.0069334842960854445,-0.1399118685672427,1.0,0.007561681516334765,-0.10663407885087395,1.0,0.002994550629485626,-0.7962173882390928,1.0,0.019105281984960275,1.252384496820551,0.2149215069102367,0.0,1.9688036231931312,1.0
ENSG00000272106,AL691432.2,0.024505360594023307,0.09153212094898855,0.9942804109934739,0.024793576039414657,0.11919914279674071,1.0,0.004706133538869114,-1.3974682087396495,0.9419515665159526,0.020800452888256334,-0.06591128712346617,1.0,0.011342522274502146,-0.9369831195863991,0.7019986899961087,0.014972753147428129,-0.45004174710505396,1.0,0.04342109542036426,1.075079965012642,0.10135891455144068,0.04048150523483896,1.7104916276017406,1.0
ENSG00000197530,MIB2,0.27173722080928064,-0.01531438156791154,1.0,0.20991894380037743,-0.4789044576124817,0.19486584869052123,0.34825388187631445,0.3762254186776568,1.0,0.43449834922135455,0.7499052136823343,0.06474760841904544,0.34594692937231547,0.3863194336237523,0.7647037879578031,0.17068938588068067,-0.6984573395780305,1.0,0.258789728705371,-0.08447014230491368,1.0,0.28337053664387274,0.18487455005633824,1.0
ENSG00000189409,MMP23B,0.038119449812925144,-0.6903674542404197,0.05742954181568267,0.026446481108708966,-1.18808217612622,0.006541143305300918,0.12235947201059696,1.3166130770359339,0.3283857266509601,0.1386696859217089,1.6142367372723205,0.00016744250419966053,0.09263059857510086,0.9369928535493846,0.18547910784326563,0.04192370881279876,-0.28438959214815185,1.0,0.03647372015310598,-0.551218290375945,0.6082713967049241,0.16192602093935585,1.870399919132137,1.0
ENSG00000248333,CDK11B,0.01688147063143828,-0.8745480708089763,0.043471867717525155,0.009917430415765862,-1.5611829230030976,0.0037802870501315324,0.06117973600529848,1.3864277404939656,0.5040549827487658,0.05777903580071204,1.3381354282374014,0.01972880923453717,0.03591798720259013,0.5653117234649221,0.8551485055406804,0.08684196825508314,1.9996418949806816,0.007727423225611682,0.012157906717701993,-1.0330177220416967,0.32573223719246275,0.0,0.5431968822041,1.0
