Feature,Normalized.Dispersion
ENSG00000116288,-0.27860228337278914
ENSG00000284747,-1.4051095704238503
ENSG00000116285,1.2494497009723446
ENSG00000238290,-1.3242218963689445
ENSG00000162426,0.43370157050988534
ENSG00000142599,-1.3703325957345158
ENSG00000232912,0.34630710721574454
ENSG00000074800,0.41041494202529455
ENSG00000230679,9.575621698283378
ENSG00000142583,-0.20016018892796755
ENSG00000180758,-0.2721353554087807
ENSG00000228526,-0.6422883930838406
ENSG00000234546,3.1418161784474155
ENSG00000049239,3.1537799258821875
ENSG00000171621,1.5318659065481837
ENSG00000284652,3.0874107414581013
ENSG00000284693,0.002731738386584796
ENSG00000171612,-0.923534494528204
ENSG00000188807,1.465968043084844
ENSG00000171608,2.714932386532162
ENSG00000179840,1.6169473364409208
ENSG00000231789,1.7393601818568634
ENSG00000171603,-1.2703527472993221
ENSG00000178585,0.3541497187852664
ENSG00000223989,6.07171270607853
ENSG00000162441,-0.19127412736043858
ENSG00000228150,-1.4277073379885263
ENSG00000173614,1.970092339155337
ENSG00000162444,-0.09948787108411716
ENSG00000130939,-0.22051760407611729
ENSG00000054523,-0.911321428693414
ENSG00000284642,0.0011587006335252836
ENSG00000142657,0.15248684341205646
ENSG00000271989,-0.7407435184163667
ENSG00000175279,1.45397360894969
ENSG00000241563,-0.37089167587563393
ENSG00000160049,-0.16959654985850325
ENSG00000142655,3.098943688253995
ENSG00000130940,-0.574901062533882
ENSG00000272078,nan
ENSG00000175262,0.11812311753087963
ENSG00000120948,-0.9543068652654847
ENSG00000009724,nan
ENSG00000271895,-1.3564099485274395
ENSG00000116649,2.7843507762683246
ENSG00000171824,-0.8608320665654599
ENSG00000226849,-0.9071384190785707
ENSG00000230337,1.5609563890717146
ENSG00000198793,-2.015611460340156
ENSG00000225602,nan
ENSG00000171819,4.903735292020276
ENSG00000120942,0.1504170421050779
ENSG00000204624,-0.9133330323306526
ENSG00000116661,8.757155273104063
ENSG00000132879,-1.5367291418017404
ENSG00000116663,-0.3713922638180827
ENSG00000116670,-0.32444178843715776
ENSG00000162490,0.39278072625883415
ENSG00000177674,0.4375461731315859
ENSG00000215910,0.6820188497852484
ENSG00000177000,0.5413748188987926
ENSG00000011021,1.1536174013104519
ENSG00000175206,nan
ENSG00000285646,5.481383962550304
ENSG00000116685,-1.2704321595194252
ENSG00000083444,1.7599112872577196
ENSG00000116688,-1.6747975722972386
ENSG00000116691,2.451579545001296
ENSG00000120949,0.2317733291243265
ENSG00000028137,5.7827586716732196
ENSG00000048707,3.1359946904240785
ENSG00000229484,1.3351445077675907
ENSG00000162496,0.44847828240496
ENSG00000272482,0.10367792074324197
ENSG00000157330,0.5559948609434403
ENSG00000279169,nan
ENSG00000162494,2.1016016290302724
ENSG00000162493,3.0365654872362486
ENSG00000116731,1.103700793786505
ENSG00000189337,0.32416602660914645
ENSG00000234593,nan
ENSG00000287756,nan
ENSG00000175147,-0.9542170256690146
ENSG00000171729,0.9580549723036091
ENSG00000142621,-1.0338590895663027
ENSG00000228140,0.8506771748154612
ENSG00000142634,1.933009715350298
ENSG00000162438,8.530682868257086
ENSG00000132906,-0.5048762581553977
ENSG00000116138,0.31909375176343197
ENSG00000272510,-0.9150310120581368
ENSG00000116771,-0.15316828321725307
ENSG00000237301,nan
ENSG00000197312,-1.3450375390975349
ENSG00000116786,0.7498721789128023
ENSG00000162461,0.0987878211713341
ENSG00000224459,1.458936697600013
ENSG00000162460,-0.5601152679995153
ENSG00000162458,-1.0234424215951639
ENSG00000233954,1.9533573216040798
ENSG00000179743,1.1991396940007903
ENSG00000065526,4.98481188353826
ENSG00000116809,-0.6149453477396457
ENSG00000183888,1.3084945450756522
ENSG00000233078,0.9428288452696744
ENSG00000173641,5.281975574697645
ENSG00000186510,-0.9899527715638843
ENSG00000184908,-1.6797333961003924
ENSG00000185519,3.0688525957827264
ENSG00000142627,0.325050204554125
ENSG00000227959,1.1888665760119619
ENSG00000234166,nan
ENSG00000142632,-0.5451590553921826
ENSG00000288398,0.0765762177060744
ENSG00000132881,0.16348562115172532
ENSG00000037637,-0.6044063053984997
ENSG00000055070,0.7049413354130595
ENSG00000187144,5.583298864854397
ENSG00000157191,-1.2939661241114662
ENSG00000226029,3.477560846281539
ENSG00000261135,-0.6141075639136097
ENSG00000233421,nan
ENSG00000219481,-1.2534844537599181
ENSG00000271732,-2.815248540984707
ENSG00000058453,-0.2387191977810468
ENSG00000238142,-0.8326308547034934
ENSG00000272426,-1.2222799654910053
ENSG00000117122,1.0983119240077703
ENSG00000286898,0.35064879825145034
ENSG00000159363,-1.082559687834505
ENSG00000117118,-0.09215986427282703
ENSG00000117115,2.906313951820509
ENSG00000142623,nan
ENSG00000159339,-0.15626854883695857
ENSG00000276747,nan
ENSG00000227751,nan
ENSG00000179051,-1.5666866851381531
ENSG00000074964,-0.1766491350956494
ENSG00000117148,-1.2556732841595877
ENSG00000117154,1.1041453241013255
ENSG00000179023,-0.4497195801791707
ENSG00000009709,nan
ENSG00000159423,-0.8726365448146665
ENSG00000169991,-1.496473798789718
ENSG00000272084,0.7161281433418831
ENSG00000127481,0.9197329752357721
ENSG00000230424,1.6933726953321546
ENSG00000127463,1.6989458855176456
ENSG00000053372,-0.44623622322732254
ENSG00000162482,-0.4481522463625528
ENSG00000053371,0.8694848622968272
ENSG00000040487,0.5574507970095353
ENSG00000077549,-0.007428030808468099
ENSG00000173436,1.1200423952411565
ENSG00000158747,2.735171275196679
ENSG00000158748,nan
ENSG00000162542,-1.7847885827550987
ENSG00000178828,nan
ENSG00000235434,nan
ENSG00000169914,-0.9703208987221353
ENSG00000188257,7.135894685116819
ENSG00000127472,0.23410520374019908
ENSG00000117215,1.0962128928146078
ENSG00000158786,-0.8729330626763969
ENSG00000227066,-0.17744968103112055
ENSG00000187980,-0.06243415560426912
ENSG00000225986,-0.3995581793835388
ENSG00000162543,0.5789192596960494
ENSG00000158816,nan
ENSG00000236963,-1.659981044992297
ENSG00000162545,1.1302488613489972
ENSG00000090432,4.013227489397418
ENSG00000183114,0.6235364372470263
ENSG00000158825,0.4649673221666572
ENSG00000158828,-1.2496080662426534
ENSG00000117242,-0.37361392912462615
ENSG00000244038,0.9676319013162423
ENSG00000117245,1.6579057369974048
ENSG00000189410,1.3913348174617717
ENSG00000127483,-1.220653001982216
ENSG00000075151,0.6855796254475277
ENSG00000117298,1.380295572298175
ENSG00000231105,-0.14995009074425072
ENSG00000142794,0.5378015728612063
ENSG00000162551,2.6960912140197677
ENSG00000076864,-0.8254282115082446
ENSG00000090686,0.4370818351179288
ENSG00000187942,0.7479474394733465
ENSG00000142798,8.542295754662236
ENSG00000228397,nan
ENSG00000218510,0.337963430657333
ENSG00000070831,1.1202565864076894
ENSG00000285752,-0.028417947075662225
ENSG00000230068,nan
ENSG00000162552,0.09109283347587697
ENSG00000285873,-1.033177870034879
ENSG00000184677,-0.5776177697357604
ENSG00000070886,-1.2378487839865415
ENSG00000173372,7.463010707833564
ENSG00000159189,7.820795397557499
ENSG00000173369,6.747164300441625
ENSG00000133216,0.8568704163228199
ENSG00000227868,6.2802007125368124
ENSG00000004487,2.1739166648008985
ENSG00000169641,1.9650680381774015
ENSG00000179546,0.027346039740771894
ENSG00000261326,0.5861095987579656
ENSG00000125944,-1.4004960121742374
ENSG00000125945,-0.6339070270370796
ENSG00000249087,0.5113975484832887
ENSG00000271420,1.7808337054180028
ENSG00000204219,-2.138800244103748
ENSG00000088280,-0.2997930657359782
ENSG00000007968,-1.606634970446419
ENSG00000235052,-0.9992267800081633
ENSG00000117318,9.16589218676276
ENSG00000285802,nan
ENSG00000197880,nan
ENSG00000142676,-1.8872908714184982
ENSG00000236810,-1.4872504440962695
ENSG00000011007,-1.6421743897366397
ENSG00000057757,1.7518724512018884
ENSG00000011009,-0.05652287695267775
ENSG00000117308,0.023493463223965817
ENSG00000117305,0.6924839621919565
ENSG00000179163,0.006839728685308952
ENSG00000188822,0.17743782368299024
ENSG00000189266,-0.2856520266280705
ENSG00000188529,-0.2983493294469283
ENSG00000225315,-0.6818509833678239
ENSG00000142661,0.5991734250934176
ENSG00000142677,-0.142388364212296
ENSG00000185436,-1.759467604694327
ENSG00000230023,nan
ENSG00000158055,0.2438015312013234
ENSG00000001460,-1.402403386082362
ENSG00000001461,-1.5273724050973192
ENSG00000286061,0.08393970588533131
ENSG00000117602,-0.9698613231546843
ENSG00000264443,2.1220217858541552
ENSG00000184454,0.019545279098162692
ENSG00000133226,0.4581996983015912
ENSG00000169504,3.999583521278599
ENSG00000020633,0.8851761776395947
ENSG00000285823,nan
ENSG00000117614,1.524872852721912
ENSG00000284602,2.7396192649633018
ENSG00000284657,-1.0088509876879912
ENSG00000117616,-0.17258094642708696
ENSG00000272432,-0.9798835697762164
ENSG00000183726,-0.4945113837610717
ENSG00000188672,-0.9404327173503114
ENSG00000204178,1.121274940876193
ENSG00000157978,1.3919925439687377
ENSG00000225643,0.5389803920669503
ENSG00000117643,17.626091983168905
ENSG00000162430,2.56002792631359
ENSG00000228172,-1.185153810200732
ENSG00000117640,0.7825803386262984
ENSG00000127423,3.8142079636429362
ENSG00000182749,2.1538568520351276
ENSG00000117632,2.4292895639363072
ENSG00000158006,-0.2574391244967606
ENSG00000158008,-0.364229874420879
ENSG00000158014,-0.6709794422905893
ENSG00000284309,nan
ENSG00000158022,0.0072415968991469725
ENSG00000175087,-1.5722390731104736
ENSG00000197245,1.3513901661520569
ENSG00000282872,3.5118874734793044
ENSG00000236782,-1.6415016961685986
ENSG00000142684,-1.4796932667107041
ENSG00000142675,2.650176369541132
ENSG00000188782,-2.062614694022579
ENSG00000130695,-0.472501896109905
ENSG00000142669,0.5077286782774126
ENSG00000158062,-0.5560365727558712
ENSG00000169442,8.760565766228456
ENSG00000176092,0.07053949874599649
ENSG00000176083,0.14833445248806684
ENSG00000131914,-0.5110246736776466
ENSG00000117682,1.713839835748094
ENSG00000225891,0.4973495506938433
ENSG00000198830,-0.8919614618863219
ENSG00000117676,-0.8144435320084756
ENSG00000260063,-1.7288213330048763
ENSG00000117713,-0.8122925154090208
ENSG00000060642,-0.5066514267451734
ENSG00000204160,-0.8280371744101795
ENSG00000175793,-0.8838324490844184
ENSG00000142751,-0.9506186311813253
ENSG00000226698,nan
ENSG00000198746,0.541623929321764
ENSG00000090273,-1.5221583555079161
ENSG00000175707,0.11356016802140691
ENSG00000253368,0.7384351895853103
ENSG00000158246,-0.3766352677948486
ENSG00000090020,-0.8758312593877182
ENSG00000142784,-0.6909936897689888
ENSG00000186501,1.03755678084039
ENSG00000142765,1.5045115593509635
ENSG00000142733,1.1446429240900118
ENSG00000142748,-1.0072040223852337
ENSG00000174950,-0.7433755498031663
ENSG00000181773,0.8562235535601036
ENSG00000158195,2.8084015243814027
ENSG00000237429,nan
ENSG00000126705,3.7626142454463394
ENSG00000000938,1.0167664605148488
ENSG00000233975,8.960013240034009
ENSG00000126709,-0.10862972333302823
ENSG00000009780,-0.12087406898542706
ENSG00000117758,0.09461993843148803
ENSG00000269971,-1.018364387249559
ENSG00000270031,3.049669924792016
ENSG00000117751,-0.2168779097853288
ENSG00000130775,12.009949442754243
ENSG00000117748,3.5557740739440042
ENSG00000130768,-0.1581430471200089
ENSG00000227050,0.49790459385096164
ENSG00000158156,3.296812992133357
ENSG00000158161,-0.6068917369944994
ENSG00000169403,0.31128570743587386
ENSG00000126698,0.5755808510273869
ENSG00000130770,0.1628797037179475
ENSG00000270605,0.4804404086792629
ENSG00000130766,6.462285114571084
ENSG00000130772,0.19170780575606783
ENSG00000204138,-0.007040829748798968
ENSG00000180198,2.7819603962454322
ENSG00000242125,-1.2576943859740892
ENSG00000180098,0.8985057495901271
ENSG00000197989,-0.46905689154268293
ENSG00000120656,2.790533689394584
ENSG00000188060,5.556030019988256
ENSG00000229388,-1.291823525359113
ENSG00000270103,1.0092569703898446
ENSG00000162419,0.07966375596791578
ENSG00000198492,1.034754044193748
ENSG00000116329,0.3116072690259782
ENSG00000159023,-0.7184547763916915
ENSG00000253304,0.028155900045143168
ENSG00000116350,0.006449492850515945
ENSG00000116353,1.5770402851753167
ENSG00000060656,-0.6313383495547163
ENSG00000162510,0.4430293322510837
ENSG00000186056,-1.4053830166500112
ENSG00000287510,1.880371896829024
ENSG00000162511,3.368167611265442
ENSG00000223382,nan
ENSG00000162512,3.1437784229226446
ENSG00000134644,-0.7665717174459158
ENSG00000084628,-0.44219831952893907
ENSG00000060688,-0.5621298711566076
ENSG00000121766,2.4715681885320513
ENSG00000121769,0.5593774053980637
ENSG00000168528,2.5530294720412017
ENSG00000284543,-0.5878865738802813
ENSG00000142910,6.672519810694391
ENSG00000162517,-0.9732157398742222
ENSG00000235790,nan
ENSG00000084636,2.138779602387528
ENSG00000121753,-1.6788536971590042
ENSG00000134668,-0.7805372761083675
ENSG00000269967,nan
ENSG00000184007,1.059511289849883
ENSG00000121774,0.19585689527791836
ENSG00000121775,-1.0638920383611288
ENSG00000025800,3.7914564149467123
ENSG00000250135,0.18548202465044744
ENSG00000084652,-1.6816372997133724
ENSG00000160050,2.115164336086151
ENSG00000224066,-1.2498183955404956
ENSG00000160051,-1.37808190077076
ENSG00000222046,nan
ENSG00000160055,-0.015525736097464968
ENSG00000084623,-1.7283630448533303
ENSG00000183615,1.8521471181129454
ENSG00000182866,3.389080868098008
ENSG00000116478,-1.3172933943346332
ENSG00000175130,-0.12150371819589523
ENSG00000162526,1.2159265112446316
ENSG00000225828,1.1043442839359874
ENSG00000160058,-0.5150907030496106
ENSG00000273274,nan
ENSG00000160062,0.23805370933480793
ENSG00000176261,-1.1250414602201395
ENSG00000162521,0.38442075082623617
ENSG00000162520,2.1461938916905767
ENSG00000162522,-0.03859138592251195
ENSG00000134684,0.23831372957720418
ENSG00000116497,-0.24805384437527303
ENSG00000160097,-0.15998264422476538
ENSG00000121905,-0.9276457336316482
ENSG00000121900,0.3150492186133136
ENSG00000116514,0.243218981803796
ENSG00000004455,0.0845117326426484
ENSG00000142920,-1.1303985371202352
ENSG00000116525,-1.092994488437887
ENSG00000160094,0.9511939963169113
ENSG00000270115,-0.6467244446978029
ENSG00000134686,-0.8221789312500157
ENSG00000233246,-1.2526279467934995
ENSG00000121903,-1.4716231450740656
ENSG00000121904,-0.5724469570996267
ENSG00000163866,-0.8560457798876476
ENSG00000189280,1.2756436909387325
ENSG00000189433,nan
ENSG00000188910,-0.8211543390240476
ENSG00000187513,2.299525502690209
ENSG00000116544,-1.4705652581717057
ENSG00000243749,0.04716229775479749
ENSG00000163867,-0.5457939867635441
ENSG00000197056,-0.9180003834471355
ENSG00000116560,-0.0391839524570226
ENSG00000146463,1.9018834879228954
ENSG00000142687,0.32994965063064896
ENSG00000020129,-1.1846474513716798
ENSG00000239636,-0.8634496267287508
ENSG00000116819,1.180842336817438
ENSG00000126067,-2.0424473657488527
ENSG00000142686,0.22100352915730842
ENSG00000092853,-0.7755055806157408
ENSG00000134698,2.72134600737122
ENSG00000092847,0.7253787386156351
ENSG00000271914,-1.6105873108704845
ENSG00000126070,-0.9684872232108672
ENSG00000271554,nan
ENSG00000092850,nan
ENSG00000116863,-0.0047517797374498905
ENSG00000171812,-0.1814512331956263
ENSG00000054116,-0.9564129629716719
ENSG00000116871,2.0675036757273886
ENSG00000054118,-0.1470056081005536
ENSG00000214193,-1.1851456287446376
ENSG00000142694,2.4519726905438244
ENSG00000286379,0.03373103957023564
ENSG00000196182,-0.6532642374732182
ENSG00000181817,5.500664954594103
ENSG00000116885,-0.9074114009972397
ENSG00000116898,-0.6210454509454711
ENSG00000119535,-0.7161626239479939
ENSG00000284720,1.362231112377793
ENSG00000163873,-1.0741897143657335
ENSG00000233621,-0.383692556321219
ENSG00000163874,-1.4217937194292074
ENSG00000163875,0.23774381006758016
ENSG00000163877,-0.9701681729092855
ENSG00000163879,17.17222533137653
ENSG00000134697,-1.4958671880386438
ENSG00000284748,nan
ENSG00000169218,3.063898592526654
ENSG00000116922,0.18139323211835318
ENSG00000134690,-1.947253513094943
ENSG00000183317,-1.7191724009031646
ENSG00000185090,-1.5258193901074015
ENSG00000196449,-1.716186070970214
ENSG00000197982,0.7716720850781641
ENSG00000188786,1.2036036907460947
ENSG00000230955,nan
ENSG00000204084,0.1957005291767365
ENSG00000183431,-2.0639629504352626
ENSG00000183386,-0.24219402046885338
ENSG00000183520,-0.481022665703127
ENSG00000185668,2.9940056279485585
ENSG00000224592,-0.2485527824792879
ENSG00000116954,-0.3328857656428895
ENSG00000228436,-1.1417579801467248
ENSG00000214114,-0.09116991198296967
ENSG00000131233,0.9919505929840033
ENSG00000158315,-0.6929606904769835
ENSG00000174574,-1.4744416341406172
ENSG00000168653,0.23763900945885308
ENSG00000127603,0.9957568689274061
ENSG00000270040,-0.5251502379206074
ENSG00000183682,-0.9079266154783427
ENSG00000090621,0.23609483374743032
ENSG00000163909,0.4603021525213013
ENSG00000116983,13.35005404290725
ENSG00000084072,-0.2918259111688862
ENSG00000116985,-1.4154887272808518
ENSG00000198754,-0.6384474395762594
ENSG00000261798,-1.2735008193518935
ENSG00000284719,0.40878781014215015
ENSG00000043514,-1.1086427020839393
ENSG00000116990,0.025693060045326316
ENSG00000236546,nan
ENSG00000168389,-1.035764822818841
ENSG00000131236,-1.1653092365828934
ENSG00000131238,2.4592782316711146
ENSG00000117000,2.5335465199122047
ENSG00000259943,0.31079931861248056
ENSG00000084073,-0.860114770788434
ENSG00000049089,-0.37994334710482164
ENSG00000084070,0.005002433423786745
ENSG00000187801,0.7103115717985462
ENSG00000260920,-1.146222526658019
ENSG00000187815,-0.48913778299219246
ENSG00000238287,-0.02020000416953177
ENSG00000164002,0.055619262069235606
ENSG00000238186,-0.81440060297538
ENSG00000117010,-0.6026515661049887
ENSG00000117016,-0.2857466388918693
ENSG00000272145,0.18065474327729916
ENSG00000066136,-1.42477843292715
ENSG00000117013,-1.4898106711968702
ENSG00000179862,-0.007564830773945377
ENSG00000286668,nan
ENSG00000171793,24.298915815314526
ENSG00000281207,nan
ENSG00000171790,6.422371710217973
ENSG00000010803,-0.044235944254536426
ENSG00000235358,nan
ENSG00000204060,-1.6970958477192408
ENSG00000229901,-0.6131631115386741
ENSG00000127129,-1.9533815661145444
ENSG00000127124,2.306710933130358
ENSG00000197273,nan
ENSG00000198815,-0.5554463773383765
ENSG00000177181,-0.4883064355319188
ENSG00000066185,-1.330985120819837
ENSG00000127125,0.19381890872922877
ENSG00000186409,-0.009727169537300247
ENSG00000171960,-1.8061081745167151
ENSG00000285728,-1.1960761792933563
ENSG00000234917,-0.9821517415736446
ENSG00000065978,1.748733813261548
ENSG00000164007,4.566222673240703
ENSG00000117385,2.737103424214548
ENSG00000164008,-1.4537155059152491
ENSG00000274386,nan
ENSG00000177868,1.0042532620490976
ENSG00000164010,-0.1727960964867423
ENSG00000228192,6.228502209120036
ENSG00000164011,-0.8122647512267194
ENSG00000117394,0.6624186529110736
ENSG00000227533,-0.9955676832848066
ENSG00000283973,nan
ENSG00000186973,0.14810168963138748
ENSG00000117395,0.26114857505656647
ENSG00000243710,1.092797925822894
ENSG00000179178,-0.1726852357872422
ENSG00000253313,1.6321194766229812
ENSG00000066056,1.4963103574857735
ENSG00000234694,0.31027594335748526
ENSG00000117399,0.08859139386737257
ENSG00000066322,-0.2839912792163511
ENSG00000159479,1.494721801230918
ENSG00000198198,-0.6667804888482637
ENSG00000229372,-0.9504100300319893
ENSG00000178922,-0.9258113493932262
ENSG00000229348,nan
ENSG00000142949,-0.174652945490248
ENSG00000066135,0.3646777549631055
ENSG00000236200,0.8504819862592867
ENSG00000126091,0.8000686935789774
ENSG00000229444,nan
ENSG00000117407,-0.5748422307989364
ENSG00000237950,-0.1025485062053505
ENSG00000117408,-0.021345902793604203
ENSG00000285649,-0.8155672588573813
ENSG00000132768,0.9983685036781955
ENSG00000117410,-0.8901134499552255
ENSG00000117411,2.755831485416895
ENSG00000159214,-1.2121916851587253
ENSG00000196517,-0.7527487736739785
ENSG00000230615,-0.21365152423796555
ENSG00000171872,nan
ENSG00000178028,0.9557913580796309
ENSG00000117419,0.7454874054537666
ENSG00000187147,0.4458284695156204
ENSG00000126106,-0.6276024492386143
ENSG00000198520,-0.4399867715873647
ENSG00000142945,-0.3784574530801936
ENSG00000225721,0.47722154770894043
ENSG00000142937,-1.8717268798435573
ENSG00000142959,-1.0293583037391523
ENSG00000173846,0.21074835517088125
ENSG00000188396,-0.9862717848436329
ENSG00000222009,2.008255617489727
ENSG00000117425,1.6673377588924172
ENSG00000070785,0.7986505980170261
ENSG00000126107,0.9735711135836589
ENSG00000126088,-0.9760244552469011
ENSG00000162415,-0.4505107785483776
ENSG00000281912,-1.1054033516086745
ENSG00000186603,2.854266666304425
ENSG00000132781,-0.2373591342073153
ENSG00000132773,-0.8258641172284563
ENSG00000070759,0.06606785654940626
ENSG00000280670,13.892113589759171
ENSG00000132763,0.04067143461894545
ENSG00000117450,-1.0415815542854534
ENSG00000117448,-0.09424269257459404
ENSG00000132780,2.073049926984867
ENSG00000159588,1.93465896162388
ENSG00000159592,-2.1800686575808936
ENSG00000159596,-1.57902066941517
ENSG00000197429,1.7021614545526356
ENSG00000230896,-1.8442255710248936
ENSG00000086015,-1.0376580820928796
ENSG00000117461,1.143454069848925
ENSG00000226957,nan
ENSG00000227857,-1.9589503496010598
ENSG00000117472,0.09564107251912729
ENSG00000085998,-0.6913423203311717
ENSG00000171357,2.3263969130389
ENSG00000085999,-1.6801503036142726
ENSG00000132128,4.785478303665179
ENSG00000173660,-0.7714083672878775
ENSG00000117481,-1.2877977408131005
ENSG00000117480,0.7286006857925152
ENSG00000197587,-1.5652238537865142
ENSG00000282881,nan
ENSG00000079277,0.626532407061863
ENSG00000142961,4.816924090105366
ENSG00000123472,10.420055234707545
ENSG00000186118,nan
ENSG00000159658,0.6301006489343348
ENSG00000142973,0.28230768450501426
ENSG00000187048,0.8814156019840814
ENSG00000186377,-1.636764028280347
ENSG00000186160,-1.1011485319335252
ENSG00000225506,-1.5346168179272182
ENSG00000224805,0.5309505094750088
ENSG00000162366,5.231925777752192
ENSG00000162367,1.2511080898859606
ENSG00000123473,-0.5927453532223745
