Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value
ENSG00000187961,KLHL17,0.10349796477004439,-0.5040592053186108,0.06348133094831955,0.15788614124625058,0.5031348872841952,0.06309392433745253,0.09093559683550421,-0.48011087586810364,1.0,0.14194383440577038,0.17768341786196817,0.7512330580662676
ENSG00000187583,PLEKHN1,0.01877617944943283,-1.282444282953099,0.00018849166505786037,0.05874833162651184,1.5012720071197148,1.3824617009225706e-06,0.023575895475871463,-0.4069444633061323,1.0,0.024742503245042544,-0.496321117652478,0.48509431349748006
ENSG00000187642,PERM1,0.021981868623726242,-0.26303888378050644,0.63882184945339,0.035144091240859765,0.9252813896423202,0.01513376679306026,0.016839925339908187,-0.3298682402874915,1.0,0.009115659090278833,-1.4061955716998185,0.04167390483236113
ENSG00000272512,AL645608.7,0.029309158164968322,-0.4038175395633026,0.3401424386060526,0.04143855534370031,0.41805863887073347,0.3266446947046921,0.026943880543853098,-0.23701946186382017,1.0,0.037764873374012305,0.17163074773970965,0.9150220940907844
ENSG00000188290,HES4,1.0368114700857545,-0.7553759820177464,0.00030660110658848645,2.0630106097059917,0.9236590943427445,3.7568987479249017e-06,1.310146191444857,-0.15390812588041547,1.0,1.144666334336442,-0.3913784556867046,0.3543097545883838
ENSG00000187608,ISG15,15.075898231105581,0.11460256878473452,0.7204085005957571,10.430451557082035,-0.6834302478299672,0.0017490237670671083,29.67868441905419,1.1343786186306684,0.0784047116647694,16.50194742743048,0.23107389458114014,0.5591669313942282
ENSG00000188157,AGRN,0.2793529137598543,-0.6317089413042398,0.005739877281405675,0.504081666902481,0.8065437320657219,0.00018859878311614352,0.3334305217301821,-0.14143951714616487,1.0,0.29560780192761354,-0.36093833832167,0.44258005315093407
ENSG00000237330,RNF223,0.01923413504576046,-0.9369108003638589,0.01161284041992715,0.0487820967970143,1.3924074000696178,2.4761463216558653e-05,0.03704783574779801,0.4527749282733593,1.0,0.009115659090278833,-1.6870046792615883,0.008019834013779164
ENSG00000131591,C1orf159,0.12639574458642588,-0.6170041494598433,0.0233877785165816,0.2166344728727624,0.6774079978966716,0.009444121214202638,0.13135141765128386,-0.3210443899004849,1.0,0.162779626612122,-0.019827415252244407,1.0
ENSG00000285812,AL390719.3,0.00045795559632763003,1.4441793669916478,0.63882184945339,0.0,-0.231444114045134,1.0,0.0,3.027683764330593,1.0,0.0,1.5126676655747762,1.0
ENSG00000223823,LINC01342,0.023355735412709133,0.5596565844115835,0.2642470039817905,0.021506085684705228,0.30289231360605484,0.6764129587762616,0.013471940271926549,-0.22024374911299294,1.0,0.0026044740257939523,-2.5022826758911956,0.002418732710696786
ENSG00000272141,AL390719.2,0.09204907486185364,-0.2595529239917993,0.4632201042519118,0.14477267436533275,0.893613365231889,0.00033627983967588545,0.050519776019724565,-0.980744857739988,1.0,0.048182769477188116,-1.18484865735955,0.00598810724508274
ENSG00000162571,TTLL10,0.0018318223853105201,1.7661074618790096,0.36614522615072564,0.0005245386752367129,-0.5533722089324957,0.8726977523122215,0.0,1.442721263609437,1.0,0.0,-0.07229483514637991,1.0
ENSG00000186891,TNFRSF18,0.3311018961448765,-0.11125718142633656,0.7710316789386207,0.28587357800400853,-0.41713643134576195,0.12176733835061568,0.43783805883761284,0.3667488786465911,1.0,0.5052679610040267,0.6661137633962151,0.02600410141696838
ENSG00000186827,TNFRSF4,0.16715379265958497,-0.9928620419107981,1.3031911540127443e-05,0.18306399765761278,-0.7560809702195892,0.002162098277753183,0.33679850679816375,0.3912744981907603,1.0,0.704510223977264,1.924160457810208,3.643379622521489e-15
ENSG00000078808,SDF4,0.9726976865998862,-0.33901841843729413,0.1660134118474298,1.1356262318874832,0.029194451148006312,1.0,1.3909778330764162,0.33100176562973416,1.0,1.4038114999029403,0.38878119820481194,0.2614168960594885
ENSG00000176022,B3GALT6,0.2743154022002504,-0.08188944467594017,0.8686022292942899,0.30318335428682003,0.156441778973744,0.6651360829610573,0.28291074571045755,0.007667958954313825,1.0,0.2617496395922922,-0.13061704665597773,0.9434615244915542
ENSG00000184163,C1QTNF12,0.01328071229350127,-0.0064820420179172444,1.0,0.010490773504734258,-0.48298288104109766,0.572180162782579,0.013471940271926549,0.3052177398595015,1.0,0.02083579220635162,0.845243004661647,0.308355234576153
ENSG00000260179,AL162741.1,0.00045795559632763003,-0.5558206330083522,0.8339878168046139,0.0005245386752367129,-0.231444114045134,1.0,0.0,1.7057556694432314,1.0,0.0026044740257939523,2.512667665574776,0.2819100078314359
ENSG00000160087,UBE2J2,0.3306439405485489,-0.6873254161368441,0.0020081041929137845,0.5591582278023359,0.5517759415050545,0.01671852006034038,0.4614139543134843,0.053393883436487766,1.0,0.49485006490085093,0.17492286522463907,0.6860546816711138
ENSG00000230415,LINC01786,0.0,-1.1407831337295082,0.7204085005957571,0.0010490773504734257,2.353518386676022,0.33336800789150045,0.0,2.442721263609437,1.0,0.0,0.9277051648536201,1.0
ENSG00000162572,SCNN1D,0.07556267339405895,0.41833936205638755,0.19919036423284167,0.04511032607035731,-0.7426969285832801,0.01982112970149355,0.06735970135963275,0.12538043821772638,1.0,0.08073869479961251,0.4024847478243534,0.3997083509539105
ENSG00000131584,ACAP3,0.274773357796578,-0.6100016711594152,0.008128513021320245,0.4400879485236021,0.504090944514632,0.03339841016210307,0.3334305217301821,-0.10077461981633529,1.0,0.4023912369851656,0.20101455452080352,0.6298893618908347
ENSG00000169972,PUSL1,0.1735651710081718,-0.6759629960968501,0.004140800489346321,0.3189195145439214,0.7972671825963946,0.0003682979879872003,0.23239096969073297,0.007219661770877295,1.0,0.19273107790875246,-0.31392347534574494,0.5485137425553895
ENSG00000127054,INTS11,0.7079993519225161,-0.3539536090033032,0.1477272637852459,0.9258107617927982,0.28394621827454847,0.3012261939245475,0.808316416315593,-0.023767767231863968,1.0,0.8907301168215317,0.1382119770725596,0.7620308300660869
ENSG00000224051,CPTP,0.1845561053200349,-0.5682653993749978,0.01934351559572034,0.24128779060888791,0.05112478821311317,0.9637069494791103,0.38058231268192505,0.7507431242165401,0.8750135779970823,0.3138391201081712,0.4993161508809858,0.13941722569423742
ENSG00000169962,TAS1R3,0.01602844587146705,-0.029751821340764373,1.0,0.005245386752367129,-2.000831185903717,0.00026491661615416,0.04378380588376129,1.6651136849458847,0.4830904376535031,0.03385816233532138,1.3849121183764046,0.01812647062378869
ENSG00000107404,DVL1,0.3553735427502409,-0.2961245125997809,0.2752157999797518,0.45897134083212376,0.3157270021418168,0.2452979540563282,0.3772143276139434,-0.09024659947345826,1.0,0.4036934739980626,0.008803590147858475,1.0
ENSG00000162576,MXRA8,0.9548374183431086,-0.582204818801873,0.007641892846676672,1.223748729327251,-0.009000181683386899,1.0,1.923119473817515,0.6949507967222986,0.8691457794825475,1.7502065453335358,0.62123402279414,0.037310600303900376
ENSG00000175756,AURKAIP1,1.6495560579721233,-0.34191203552323035,0.15650012902378263,2.014228512908977,0.1310991367304588,0.7219556291599363,2.394637383334944,0.35113235299040846,1.0,2.1630156784218775,0.21808009085657365,0.599230288738184
ENSG00000221978,CCNL2,0.8609565210959444,0.09444930686570985,0.7952868359687743,0.8067404825140644,-0.06310014842230116,0.9392458801754601,0.6230772375766029,-0.4317478543067047,1.0,0.8764055096796649,0.09388915094309633,0.86536764637122
ENSG00000224870,MRPL20-AS1,0.13647076770563374,-0.17416930222405558,0.63882184945339,0.16470514402432784,0.27660101578712704,0.3938947039473657,0.10440753710743077,-0.4761419736651584,1.0,0.1471527824573583,0.014640801624901112,1.0
ENSG00000242485,MRPL20,1.3239496289831785,0.09458229996033363,0.7891862150269205,1.3307546190755406,0.09824980909288611,0.8153813627498806,1.0541793262782526,-0.29033365038255077,1.0,1.0860656687560781,-0.2690375622709909,0.6051917008890151
ENSG00000272455,AL391244.2,0.016486401467794683,0.5243497156756307,0.389631915045309,0.013638005556154534,0.03159029178866124,1.0,0.010103955203944913,-0.05977907691974682,1.0,0.00651118506448488,-0.9467639530625211,0.31889696827915326
ENSG00000235098,ANKRD65,0.06686151706383399,0.5777625213702398,0.10245794460190254,0.022555163035178655,-1.660755744306095,2.4982214895907788e-06,0.0808316416315593,0.6715399541053171,1.0,0.08594764285120042,0.8372898696314022,0.06154621872097948
ENSG00000225905,AL391244.1,0.0,-0.5558206330083522,1.0,0.0,-0.231444114045134,1.0,0.0033679850679816372,5.027683764330592,0.9135394619891747,0.0,1.5126676655747762,1.0
ENSG00000225285,LINC01770,0.011906845504518381,-0.7551294412317588,0.1329878497054699,0.028849627138019206,1.5315166886540181,0.00018859878311614352,0.0067359701359632745,-0.8136184896503496,1.0,0.005208948051587905,-1.557721662316621,0.05122107594031866
ENSG00000179403,VWA1,1.2090027743049432,-0.7502399920060885,0.0003287331853512386,2.280169621253991,0.7722103831190731,0.00016070264949651872,1.72777633987458,0.03701137683709643,1.0,1.5405463862571227,-0.1507461955828484,0.8317326514558675
ENSG00000215915,ATAD3C,0.06502969467852346,1.1946597676323347,0.0005152017658392661,0.022555163035178655,-1.2955744514648488,0.0009315603312507656,0.04378380588376129,0.0935716999870504,1.0,0.03646263636111533,-0.26597595984130074,0.8676055965426347
ENSG00000160072,ATAD3B,0.21615504146664138,-0.459657904639317,0.0653664033539803,0.2974134288592162,0.2925941623950836,0.31627304082738567,0.23912693982669625,-0.13106616155504214,1.0,0.3203503051726561,0.3433917957703623,0.34298177516088313
ENSG00000197785,ATAD3A,0.2908018036680451,-0.4401543708340492,0.07288717225263025,0.40966470535987276,0.37395613406834105,0.14893474954198127,0.39068626788586996,0.1726822260183556,1.0,0.3594174155595654,0.04426784996518718,1.0
ENSG00000205090,TMEM240,0.00961706752288023,-1.6813515150922118,3.165054655749767e-05,0.039340400642753466,1.6241659766196923,7.713110971275872e-06,0.010103955203944913,-0.805206249834149,1.0,0.022138029219248595,0.038736477242363954,1.0
ENSG00000160075,SSU72,1.2703688242128457,0.1990181302810757,0.48673977493795073,1.1172673782541984,-0.11554370720534027,0.7789387652237957,1.0642832814821974,-0.15257053936540912,1.0,1.096483564859254,-0.1180539568310689,0.9536103379644366
ENSG00000215014,AL645728.1,0.005495467155931561,0.6851874664954432,0.533454950025075,0.0026226933761835645,-0.8164066147662901,0.44442329067405334,0.0,-0.4958781917264199,1.0,0.00651118506448488,0.9277051648536201,0.6350589791333301
ENSG00000228594,FNDC10,0.274773357796578,-0.4806825285858487,0.04674994402748817,0.4159591694627133,0.5128078341995657,0.030727208350663494,0.41426216336174143,0.3218841822874903,1.0,0.29170109088892265,-0.2405565134552199,0.6939693444582902
ENSG00000286989,AL691432.4,0.009159111926552601,-0.11769952061646727,0.9517687793679006,0.012064389530444395,0.5461634646184192,0.4722245949958521,0.010103955203944913,0.4427212636094362,1.0,0.005208948051587905,-0.7199930912154979,0.5104619167058316
ENSG00000272106,AL691432.2,0.02656142458700254,0.30445460332503416,0.6015481089632487,0.02360424038565208,0.006715623149631256,1.0,0.016839925339908187,-0.26999678431009233,1.0,0.018231318180557666,-0.34862606359363113,0.7173420404590118
ENSG00000197530,MIB2,0.22531415339319397,-0.4558668475748162,0.07153546576606286,0.2711864950973806,-0.02037969851019783,1.0,0.28291074571045755,0.06203526912136925,1.0,0.4141113701012384,0.7346832565470893,0.01485412126223711
ENSG00000189409,MMP23B,0.03251484733926173,-1.072396158749258,0.0006546390787097862,0.0409140166684636,-0.5642879864116788,0.13279489147167226,0.10103955203944913,1.0335128431327898,0.7799825384429421,0.12631699025100668,1.6355244133603097,1.0697579204126898e-06
ENSG00000248333,CDK11B,0.021523913027398613,-0.46271122861687175,0.3051260232307592,0.018883392308521662,-0.6802022311679785,0.1351508906828518,0.04378380588376129,0.880842376001322,1.0,0.05208948051587904,1.2703068280057321,0.0034955726803787696
ENSG00000272004,FO704657.1,0.01740231266044994,0.1148717417386873,0.9365969586900105,0.019407930983758377,0.37262720962372775,0.5961380891391558,0.0067359701359632745,-0.7967446710859534,1.0,0.011720133116072784,-0.450806458400109,0.6813757537001108
ENSG00000189339,SLC35E2B,0.37369176660334613,0.19653069806284096,0.5133294292147124,0.3682261500161724,0.14378772367353077,0.696012899168518,0.22228701448678806,-0.6544198948010953,1.0,0.2617496395922922,-0.45938797670019826,0.2915705232534714
ENSG00000008128,CDK11A,0.040300092476831445,-0.7167118225856028,0.022288022575873923,0.05402748354938142,-0.05456635196105353,1.0,0.07409567149559602,0.501397170937044,1.0,0.09506330194147926,0.9806540448025798,0.00861375024772543
ENSG00000215790,SLC35E2A,0.08838543009123259,0.4666633811430261,0.11978220227381473,0.06294464102840554,-0.35697499612899186,0.33478112764921525,0.047151790951742927,-0.5968071005772009,1.0,0.07292527272223066,-0.011994324878565443,1.0
ENSG00000008130,NADK,0.4071225251352631,-0.24096706388126,0.4157674790880859,0.45372595407975663,0.019975662885945766,1.0,0.3671103724099985,-0.3014398319609739,1.0,0.5938200778810211,0.48453187597856606,0.13752189804813209
ENSG00000078369,GNB1,1.5190387130187488,-0.01073900094473701,1.0,1.6307907413109404,0.15572175122717602,0.6375462697117275,1.0272354457343995,-0.5990989120851906,1.0,1.475434535612274,-0.056946870812943584,1.0
ENSG00000231050,AL109917.1,0.0073272895412420805,0.2097141133546252,0.9161591796487272,0.006819002778077267,0.052348851955458464,1.0,0.010103955203944913,0.9832896449721389,1.0,0.003906711038690928,-0.5317264537836772,0.7572843346862468
ENSG00000169885,CALML6,0.0036636447706210403,0.61410436843396,0.668138492373345,0.003147232051420277,0.253982713125108,0.979363947573284,0.0,0.027683764330593164,1.0,0.0013022370128969762,-0.39422293003374165,0.9480947737613691
ENSG00000178821,TMEM52,0.01923413504576046,-0.21701871955659424,0.7204085005957571,0.029898704488492633,0.89861642651924,0.031386129227491705,0.013471940271926549,-0.37830859534524386,1.0,0.007813422077381857,-1.380417130508711,0.06343347185949129
ENSG00000142609,CFAP74,0.00045795559632763003,-0.5558206330083522,0.8339878168046139,0.0015736160257101386,1.768555885954866,0.350669846934192,0.0,1.7057556694432314,1.0,0.0,0.19073957068741443,1.0
ENSG00000233542,AL391845.2,0.0013738667889828902,0.8592168662704918,0.8447446007797421,0.0005245386752367129,-0.5533722089324957,0.8726977523122215,0.0,1.442721263609437,1.0,0.0013022370128969762,1.1907395706874144,0.8056383486790515
ENSG00000187730,GABRD,0.028393246972313064,-0.44890542909184017,0.2819256922082815,0.04458578739512059,0.6402317889793272,0.08968202558372078,0.033679850679816374,0.08623594668570522,1.0,0.027346977270836497,-0.3316814639650296,0.717611615502591
ENSG00000226969,AL391845.1,0.00045795559632763003,1.4441793669916478,0.63882184945339,0.0,-0.231444114045134,1.0,0.0,3.027683764330593,1.0,0.0,1.5126676655747762,1.0
ENSG00000067606,PRKCZ,0.16165832550365342,-0.382835831816982,0.16318685748045725,0.2454841000107816,0.6391849828631893,0.008199893328892288,0.18523917873899007,-0.019829696872039726,1.0,0.13543264934128552,-0.5495198492038345,0.21376690557249817
ENSG00000271806,AL590822.2,0.0,-0.5558206330083522,1.0,0.0,-0.231444114045134,1.0,0.0033679850679816372,5.027683764330592,0.9135394619891747,0.0,1.5126676655747762,1.0
ENSG00000182873,PRKCZ-AS1,0.0018318223853105201,-1.2338925381209904,0.21029731986824174,0.004196309401893703,0.3535183866760221,0.8726977523122215,0.010103955203944913,1.9402209230802532,1.0,0.005208948051587905,0.8345957604621388,0.6311261299544099
ENSG00000162585,FAAP20,0.8119552722888881,0.027516295663761514,1.0,0.712323520971456,-0.2655395666093491,0.3682095694269174,0.7780045507037583,-0.04728813273654997,1.0,1.0131403960338474,0.40261412010986264,0.21565197804450553
ENSG00000234396,AL590822.1,0.005037511559603931,1.7072137728254413,0.07311284239237426,0.0015736160257101386,-0.9318838321862257,0.5685813968273233,0.0,0.027683764330593164,1.0,0.0013022370128969762,-0.39422293003374165,0.9480947737613691
ENSG00000157933,SKI,0.08563769651326682,-0.4970868082178863,0.0813290625498431,0.10438319637210586,-0.03467115048006031,1.0,0.15492731312715532,0.6107290620574584,1.0,0.14975725648315225,0.612425445975624,0.09144299630765165
ENSG00000287356,AL590822.3,0.030225069357623584,0.7823481028862211,0.05427891354181923,0.018883392308521662,-0.3970301797631084,0.47963956049175543,0.016839925339908187,-0.22024374911299294,1.0,0.014324607141866737,-0.657257335867536,0.3983924323431853
ENSG00000116151,MORN1,0.1053297871553549,0.5211413488065317,0.06531683364389977,0.08235257201216392,-0.11748792474804759,0.8518423517516991,0.08756761176752258,0.05805741337411119,1.0,0.04557829545139416,-1.010894290482237,0.025227505115884983
ENSG00000272161,AL589739.1,0.0013738667889828902,1.4441793669916478,0.55573157872633,0.0005245386752367129,-0.231444114045134,1.0,0.0,1.7057556694432314,1.0,0.0,0.19073957068741443,1.0
ENSG00000272420,AL513477.2,0.014654579082484161,0.24064597290651513,0.7820148942424743,0.01468708290662796,0.23421945830367896,0.80907229629355,0.010103955203944913,-0.03840542612717979,1.0,0.007813422077381857,-0.6799774123676192,0.45287566002203083
ENSG00000157916,RER1,1.0345216921041163,0.0549049637778855,0.9222495426104443,0.995574405599281,-0.037821931398343965,1.0,0.9362998488988952,-0.11878226428773078,1.0,1.0196515810983322,0.012333859528274569,1.0
ENSG00000157911,PEX10,0.2857642921084411,0.262249929301581,0.3524891723855487,0.22712524637749668,-0.28367407281769097,0.3745092970652269,0.27280679050651263,0.09521692201605814,1.0,0.25263398050201336,-0.03355405238372455,1.0
ENSG00000149527,PLCH2,0.057702405137281386,0.638448187413708,0.058488935918118386,0.01468708290662796,-2.0808222509984433,3.4700653046120005e-09,0.03704783574779801,-0.2075326973634395,1.0,0.0924588279156853,1.3075532356701638,0.00043079571085846995
ENSG00000224387,AL139246.1,0.0013738667889828902,0.8592168662704918,0.8447446007797421,0.0010490773504734257,0.3535183866760221,1.0,0.0,1.442721263609437,1.0,0.0,-0.07229483514637991,1.0
ENSG00000157881,PANK4,0.11677867706354565,-0.07152047129239492,0.91855512317391,0.12903651410823136,0.16617633215630168,0.6870035430568417,0.08756761176752258,-0.43417459170124495,1.0,0.12110804219941877,0.022862397893960384,1.0
ENSG00000197921,HES5,0.009159111926552601,0.08160928760693942,1.0,0.007868080128550692,-0.2314441140451331,0.8975236411951993,0.010103955203944913,0.568252145693295,1.0,0.01041789610317581,0.3971904481548405,0.8402422283691117
ENSG00000272449,AL139246.5,0.17402312660449942,0.5060739007175901,0.0930794776506505,0.10857950577399957,-0.6024667584606647,0.0644240808607769,0.12798343258330222,-0.15248042161655784,1.0,0.15496620453474017,0.12953941425067672,0.8618876099168328
ENSG00000238164,TNFRSF14-AS1,0.04304782605479723,-0.13571214418208655,0.8204163733574753,0.035144091240859765,-0.5448607090769775,0.14854202883822987,0.04041582081577965,-0.07923143958591883,1.0,0.08073869479961251,1.0470040932259645,0.0070239284917085025
ENSG00000157873,TNFRSF14,0.44284306164881826,-0.9560649715587415,4.746987889694737e-06,0.6567224213963645,-0.08874999690154972,0.8636014306299618,0.8217883565875196,0.28572156423370415,1.0,1.3777667596450007,1.2943679988722114,2.544013905720649e-07
ENSG00000228037,AL139246.3,0.0032056891742934103,-1.1996768227830765,0.14960211028049875,0.003147232051420277,-1.124528910128622,0.261155396192411,0.0067359701359632745,0.7057556694432296,1.0,0.02083579220635162,2.6001305068251153,0.00044869425964090033
ENSG00000157870,PRXL2B,0.3613269655025001,0.032341256093934234,0.9985407186256766,0.3703243047171193,0.08691736582203702,0.8518423517516991,0.32669455159421884,-0.12496324567988415,1.0,0.3216525421855531,-0.17066657556365827,0.8527812262295543
ENSG00000142606,MMEL1,0.2436323772462992,1.3172957468425395,8.316331235561348e-09,0.06451825705411568,-1.7284589154905867,1.8555374100186943e-11,0.21891902941880642,0.5060238455179542,1.0,0.13282817531549157,-0.29468725648282756,0.6350589791333301
ENSG00000215912,TTC34,0.013738667889828901,0.697935959237431,0.2546423947863345,0.009966234829497544,-0.11896938478672059,0.9807036067182486,0.010103955203944913,0.2997633097673935,1.0,0.003906711038690928,-1.2152527889884226,0.2304565718835904
ENSG00000177133,PRDM16-DT,0.0022897779816381503,-2.1001411492321624,0.030296728197520894,0.005245386752367129,-0.6789030910163545,0.6205934975731594,0.033679850679816374,2.580224787359371,0.4542985208720698,0.018231318180557666,1.7191185430422031,0.07848884433361895
ENSG00000142611,PRDM16,0.0022897779816381503,-1.6147143220619204,0.04181487250525964,0.005245386752367129,-0.09394059029519841,1.0,0.010103955203944913,1.272796262167124,1.0,0.014324607141866737,1.849702652852347,0.019238828728786447
ENSG00000226286,AL008733.1,0.00045795559632763003,1.4441793669916478,0.63882184945339,0.0,-0.231444114045134,1.0,0.0,3.027683764330593,1.0,0.0,1.5126676655747762,1.0
ENSG00000272235,AL590438.1,0.00045795559632763003,1.4441793669916478,0.63882184945339,0.0,-0.231444114045134,1.0,0.0,3.027683764330593,1.0,0.0,1.5126676655747762,1.0
ENSG00000287828,AL354743.2,0.0,-1.1407831337295082,0.7204085005957571,0.0005245386752367129,0.768555885954866,1.0,0.0,2.442721263609437,1.0,0.0013022370128969762,2.512667665574776,0.5104619167058316
ENSG00000286518,AL354743.1,0.00045795559632763003,1.4441793669916478,0.63882184945339,0.0,-0.231444114045134,1.0,0.0,3.027683764330593,1.0,0.0,1.5126676655747762,1.0
ENSG00000130762,ARHGEF16,0.17310721541184415,-0.4695468588663605,0.06567434120111695,0.30790420236395044,0.9880886531520741,6.106820847046556e-06,0.15829529819513696,-0.4166409619164959,1.0,0.10287672401886111,-1.149822698338999,0.0022236333206642287
ENSG00000272088,AL512413.1,0.005495467155931561,0.5596565844115835,0.6391817988875608,0.0047208480771304155,0.18359338523371083,1.0,0.0033679850679816372,0.5041218082735792,1.0,0.0013022370128969762,-1.010894290482236,0.5040940270595985
ENSG00000162591,MEGF6,0.09617067522880231,-1.423436079883431,1.0041390962138278e-08,0.22660070770225996,0.42874701772106505,0.14640535777376648,0.3132226113222923,0.7894823217071663,0.9135394619891747,0.31774583114686217,0.9257436485203343,0.0038955724649769323
ENSG00000238260,AL513320.1,0.0013738667889828902,0.8592168662704918,0.8447446007797421,0.0010490773504734257,0.3535183866760221,1.0,0.0,1.442721263609437,1.0,0.0,-0.07229483514637991,1.0
ENSG00000158109,TPRG1L,0.25233353357652416,-0.20884740867466278,0.5120291315168036,0.2732846497983274,-0.014109752216395766,1.0,0.32669455159421884,0.2738871469381092,1.0,0.32425701621134706,0.28615913576609664,0.4571021911042462
ENSG00000116213,WRAP73,0.2637824234847149,-0.29927250319864296,0.2794847539210617,0.3629807632638053,0.47394839706701664,0.05353651905643187,0.2525988800986228,-0.24304187789921183,1.0,0.25784292855360125,-0.24302513666033487,0.6886978163788976
ENSG00000078900,TP73,0.05220693798134982,-0.8292716547874845,0.002965636426535858,0.13218374615965164,1.622266443704211,6.35036090805273e-11,0.016839925339908187,-1.9835434910926617,0.2994510787074144,0.02604474025793952,-1.6341737227544946,0.0004473180523949319
ENSG00000227589,AL136528.1,0.0,-0.5558206330083522,1.0,0.0,-0.231444114045134,1.0,0.0,3.027683764330593,1.0,0.0013022370128969762,3.512667665574776,0.336313305488166
ENSG00000235169,SMIM1,0.5206955130245153,0.5768734809403485,0.010210873201290405,0.2848245006535351,-0.8164066147662891,0.0004562617037379728,0.6331811927805479,0.6335500313019953,0.9135394619891747,0.3984845259464747,-0.09328834280020204,1.0
ENSG00000130764,LRRC47,0.3901781680711408,0.14715829677248737,0.6449665964135494,0.36193168591333186,-0.039693545818831666,1.0,0.32669455159421884,-0.1737900729865407,1.0,0.3385816233532138,-0.13890643736078512,0.9245831706321149
ENSG00000272153,AL365330.1,0.0022897779816381503,2.029141867712804,0.22838701558905594,0.0,-2.0387990361027377,0.25504524323195127,0.0,1.2203288422729894,1.0,0.0013022370128969762,0.9277051648536201,1.0
ENSG00000116198,CEP104,0.13509690091665086,-0.2682082044538925,0.39564954106580275,0.17729407223000895,0.3857947896997791,0.17803636973882683,0.13135141765128386,-0.183717873087879,1.0,0.13933936037997643,-0.1269075268720723,0.9614548267608256
