Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value
ENSG00000223764,LINC02593,0.11334348647113732,1.3689194297567124,2.6534053287067246e-07,0.03395811249718028,-1.2148074219113907,0.0020308517514920008,0.06199878746235385,-0.14745618221819923,1.0,0.02395987315019504,-1.4030025115480829,0.5298701439798128,0.042830750443770216,-0.6897998615577485,1.0,0.05546689846427742,-0.320767413205437,0.8716352540004343,0.05376214241072827,0.016774670706695805,1.0
ENSG00000187634,SAMD11,0.49150820301502535,2.3787233400878436,3.7056585835408063e-31,0.05093716874577042,-2.5345081215464376,1.4946052994882651e-16,0.15080786139491476,-0.7248092443566101,0.1323412127277912,0.18483330715864746,-0.3745499360586515,1.0,0.08158238179765756,-1.6202821313386062,0.024458456302091286,0.08740238545886139,-1.5466852357623821,0.0011625052273665113,0.1612864272321848,-0.45171686538407707,1.0
ENSG00000188976,NOC2L,0.722432315638464,0.57506969239001,0.010752058711055933,0.44226398895137176,-0.4692797811814928,0.1682809662383465,0.5244762290734258,-0.13846811465590636,0.9895956555632058,0.5613455995188552,-0.02481468922510066,1.0,0.4099514685332292,-0.5185815050794932,1.0,0.5395416486979713,-0.09276702874767218,1.0,0.6809871372025581,0.2665529798382229,1.0
ENSG00000187961,KLHL17,0.15836309558350495,0.5077176183380665,0.06302470066578861,0.08732086070703501,-0.6880481763829667,0.05468696964221721,0.14075400396858712,0.1605276375832858,0.8333333762505708,0.1403363998797138,0.16155377851123642,1.0,0.08566150088754043,-0.6071327144416925,1.0,0.14118846881816072,0.16554749958280768,0.9225751532074765,0.08960357068454712,-0.29072226918815547,1.0
ENSG00000187583,PLEKHN1,0.058260670616005164,1.4557844310147052,3.591333667080873e-06,0.020213162200702548,-0.9129761155695304,0.06786994783499672,0.025134643565819126,-0.43527642278529655,0.640940943667535,0.02395987315019504,-0.3823035188802466,1.0,0.026514274084238704,-0.3289760694296362,1.0,0.01344652083982483,-1.3202740997997449,0.11217164923434338,0.017920714136909422,0.004634107834483814,1.0
ENSG00000187642,PERM1,0.0360156872898941,0.9922854427792158,0.009341296870742507,0.015362003272533937,-0.7835476583259497,0.1933407641287547,0.008378214521939709,-1.4265062131575652,0.08315691508524342,0.020537034128738606,-0.07105770674880496,1.0,0.02039559544941439,-0.17583812973773139,1.0,0.03193548699458397,0.48980942357047574,0.6893735903861695,0.0,-0.5115501149012598,1.0
ENSG00000272512,AL645608.7,0.04131211189134911,0.40793180260344997,0.35067891255438743,0.03314958600915218,-0.07425702260259115,1.0,0.040215429705310606,0.2802812323436159,0.8048777448228949,0.04107406825747721,0.35188499061538536,1.0,0.01835603590447295,-0.8569633588279233,1.0,0.025212226574671554,-0.4389737778868845,0.7586394982399243,0.017920714136909422,-0.0034032112309345663,1.0
ENSG00000188290,HES4,2.06507595210731,0.9194144897797261,4.398568406412285e-06,0.9928705272985092,-0.6808900654378759,0.016780432544959315,1.0992217452784898,-0.4426437311165855,0.38343299556888444,1.475243618247723,0.026877502796051278,1.0,0.9953050579314222,-0.5875339262553285,1.0,1.1832938339045849,-0.32568920014718117,0.7142431866222954,1.057322134077656,-0.45933314115667945,1.0
ENSG00000187608,ISG15,10.426541470424342,-0.6811117744480533,0.0018974473975847336,17.46093803545489,0.375900796918323,0.21862497332642183,14.588147125601422,0.01794952482876422,1.0,34.04013406838424,1.3586849984358063,0.0044890252352642055,16.161469834115962,0.18141181836481435,1.0,8.89823516575408,-0.767744482181111,0.0956391869368864,20.393772687802922,0.48339222859237374,1.0
ENSG00000188157,AGRN,0.5058085494389539,0.8104044289152169,0.00017959952552682934,0.26357963509716126,-0.6025301051969096,0.06134918463756769,0.29826443698105365,-0.33333128086468555,0.6051727975429018,0.3902036484460335,0.09691485978054826,1.0,0.22435154994355827,-0.7623418538463995,0.9281702341096232,0.3378438361005988,-0.13449371333082816,1.0,0.2329692837798225,-0.5845440009996827,1.0
ENSG00000237330,RNF223,0.04872710633338614,1.3756140823307206,3.274519662388419e-05,0.021830215176758754,-0.5186211931509481,0.4152440402939005,0.003351285808775884,-2.7319192212619106,0.0008670256863559382,0.04107406825747721,0.6030173073928875,0.9091087481551854,0.012237357269648632,-1.1547251425845335,1.0,0.020169781259737243,-0.5132417479035496,0.6951406448572581,0.035841428273818844,0.8254848723763102,1.0
ENSG00000131591,C1orf159,0.2182126935799466,0.692746993637579,0.00804124433011026,0.11319370832393427,-0.6775203400666916,0.0724754126275268,0.16253736172563035,-0.018393854410005073,1.0,0.1711419510728217,0.07369835954904458,1.0,0.0897406199774233,-0.9225517004555002,0.8931726408487056,0.16471988028785417,0.00317984931857751,1.0,0.21504856964291308,0.4712131801734363,1.0
ENSG00000285812,AL390719.3,0.0,-0.2093484183904355,1.0,0.0008085264880281019,2.6627085715636145,0.5383889371268709,0.0,1.9310457914605177,1.0,0.0,3.052324708756478,1.0,0.0,2.247373300986812,1.0,0.0,1.936065653460041,1.0,0.0,5.48844988509874,1.0
ENSG00000223823,LINC01342,0.02171534086596556,0.32498800926075244,0.6264665433471442,0.019404635712674447,0.07774607084245755,1.0,0.0,-3.6983108286190918,0.0009071918671608025,0.01711419510728217,0.08269835779999646,1.0,0.010197797724707195,-0.7222530499696687,1.0,0.03865874741449638,1.2731006407376109,0.06236469412544094,0.0,-0.14090673498087014,1.0
ENSG00000272141,AL390719.2,0.1456516765400129,0.9048226015288758,0.0002642622398795812,0.0848952812429507,-0.34069000489825063,0.5180109284223658,0.04691800132286237,-1.182516767362681,0.01982362563858533,0.04791974630039008,-1.0520119510582577,0.624761318892655,0.05506810771341885,-0.9196863667611108,0.8931726408487056,0.129422763083314,0.39810063227605363,0.5466542014168894,0.05376214241072827,-0.5532092665384742,1.0
ENSG00000162571,TTLL10,0.0005296424601455014,-0.5312765132777972,0.8764043006079577,0.0016170529760562039,1.2476710722847706,0.6737748655295457,0.0,0.3460832907393616,1.0,0.0,1.467362208035322,1.0,0.004079119089882878,2.832335801707968,1.0,0.0,0.3511031527388848,1.0,0.0,3.903487384377584,1.0
ENSG00000186891,TNFRSF18,0.2886551407792983,-0.3950407356910641,0.15242454381828155,0.2765160589056109,-0.41208043965161445,0.2709315452137936,0.4976659426032187,0.6091176965731562,0.08078189836617264,0.5750369556046809,0.7923168747360962,0.41192275178301946,0.3202108485558059,-0.11950219995452471,1.0,0.43365029708435077,0.3745012497857898,0.48260342613603424,0.34049356860127905,0.022475420594670892,1.0
ENSG00000186827,TNFRSF4,0.1821970062900525,-0.7618894414192139,0.0020499858393111347,0.17464172141407003,-0.7305583050440101,0.024296435069803862,0.7724713789228411,1.9770509607249573,1.0522127142969668e-13,0.44154623376788005,0.8137729881220275,0.41192275178301946,0.2467867049379141,-0.09218468792234136,1.0,0.12101868755842346,-1.2005392747822454,0.01614255787049831,0.21504856964291308,-0.20342781953892786,1.0
ENSG00000078808,SDF4,1.1424387865338466,0.04276349105134655,0.9865132404246285,0.9613379942654132,-0.2854524969167675,0.4778464963047499,1.4594849697218972,0.4377228070353894,0.22629793258707862,1.4855121353120924,0.4326823380939503,0.7637270498215708,0.9953050579314222,-0.18880598269582938,1.0,0.9782343910972563,-0.22060071322078886,0.9063622952916941,1.057322134077656,-0.08696330161592443,1.0
ENSG00000176022,B3GALT6,0.3045444145836633,0.16616071670177113,0.6386409460375301,0.26762226753730173,-0.10691023992134285,0.946802344061241,0.2546977214669672,-0.16801833606858407,0.9359328985648606,0.32174686801690483,0.20327358582952604,1.0,0.2569845026626213,-0.14872576233437496,1.0,0.29246182826619005,0.05524021693071823,1.0,0.17920714136909424,-0.556937483896804,1.0
ENSG00000184163,C1QTNF12,0.010592849202910029,-0.46088718538640006,0.5799525302481563,0.012936423808449631,-0.004716089349514618,1.0,0.015080786139491476,0.3222365487849945,0.9118291472495055,0.010268517064369303,-0.013764481701294073,1.0,0.02039559544941439,0.7999143240155915,1.0,0.01344652083982483,0.15179434451547724,1.0,0.05376214241072827,2.4223606946409677,1.0
ENSG00000260179,AL162741.1,0.0005296424601455014,-0.2093484183904355,1.0,0.0,-0.6592195233237472,0.8713939377150911,0.003351285808775884,2.9310457914605186,0.21744471188018075,0.0,1.7303966138691163,1.0,0.0,0.9254452060994502,1.0,0.0016808151049781037,1.936065653460041,0.7797987100609761,0.0,4.166521790211377,1.0
ENSG00000160087,UBE2J2,0.5624802926745226,0.563806693010067,0.014266415391163868,0.31613385681898787,-0.6257102611334966,0.04570444703846762,0.4926390138900549,0.16120234590419513,0.7687958657786248,0.5613455995188552,0.35390415825203747,0.8592179203488396,0.33652732491533743,-0.44165634805177234,1.0,0.3596944324653142,-0.34640863319744075,0.6951406448572581,0.2688107120536413,-0.6733118582059348,1.0
ENSG00000230415,LINC01786,0.0010592849202910029,2.3756140823307206,0.32973619312841485,0.0,0.07774607084245844,1.0,0.0,1.3460832907393616,1.0,0.0,2.467362208035322,1.0,0.0,1.662410800265656,1.0,0.0,1.3511031527388848,1.0,0.0,4.903487384377584,1.0
ENSG00000162572,SCNN1D,0.045019609112367624,-0.7430855957564182,0.019718449733900606,0.06063948660210765,-0.10617220267935412,0.9770885945436822,0.07372828779306943,0.24298979777525886,0.7347918535012884,0.1095308486866059,0.8583140887898519,0.5593091089014557,0.06730546498306748,0.10121646547744945,1.0,0.10421053650864243,0.8258827357096172,0.1071686998806317,0.035841428273818844,-0.3016270455270291,1.0
ENSG00000131584,ACAP3,0.4417218117613482,0.5104420319676388,0.03126623600507624,0.2393238404563182,-0.7228851498227471,0.018763966429258157,0.41388379738382164,0.24048450933113674,0.6064867826498878,0.38335797040312064,0.11095243872718608,1.0,0.24474714539297265,-0.5886509639020618,1.0,0.3714601382001609,0.06248298413761866,1.0,0.3046521403274602,-0.18004118925628454,1.0
ENSG00000169972,PUSL1,0.3199040459278829,0.8002217330603365,0.00034258898123550995,0.17383319492604193,-0.5336886412398889,0.12760865043687133,0.18264507657828566,-0.3856265779753487,0.5297796019290764,0.2704042826950583,0.23726169156361032,0.9966599862905038,0.16112520405037367,-0.5676897162060555,1.0,0.1798472162326571,-0.4097091833816897,0.6248672184690619,0.19712785550600365,-0.14817473544490856,1.0
ENSG00000127054,INTS11,0.9321707298560826,0.29903517622650855,0.26864117406054655,0.6945242532161396,-0.3106250428544018,0.4463780072183927,0.921603597413368,0.189113944400963,0.6889419717015641,0.937857891879063,0.20359935227901332,0.9998300224423734,0.6037096253026659,-0.48228749255616055,1.0,0.7832598389197963,-0.07700441498632432,1.0,0.5376214241072826,-0.5955869392461639,1.0
ENSG00000224051,CPTP,0.23780946460533015,0.017592984864775563,1.0,0.18030140683026674,-0.4884892218097925,0.18375529455956646,0.32675036635564864,0.5471652058303982,0.14417063435710648,0.39704932648894636,0.8167809197687248,0.40967692878844214,0.22435154994355827,-0.07195299871226979,1.0,0.1764855860227009,-0.45625176931872025,0.5566451273371891,0.34049356860127905,0.5827620365718786,1.0
ENSG00000169962,TAS1R3,0.004766782141309513,-2.135347836946659,0.00011258924627746793,0.015362003272533937,-0.05975745290747625,1.0,0.033512858087758834,1.300995401210824,0.05001945997153089,0.05476542434330295,2.031263093228648,0.06719591113501534,0.03059339317412158,1.1180902840418465,0.9613187217295648,0.006723260419912415,-1.0818562545372226,0.4340741827208853,0.017920714136909422,1.0961324623199795,1.0
ENSG00000107404,DVL1,0.46025929786644076,0.3207057412283316,0.23573487869472975,0.3460493368760276,-0.2772062113584657,0.5383889371268709,0.403829939957494,0.009917958195227339,1.0,0.45523758985370577,0.19582949650058645,1.0,0.28349877674686,-0.5414615330999941,1.0,0.4067572554047011,0.0216743689688772,1.0,0.37633499687509786,-0.05563640837256467,1.0
ENSG00000162576,MXRA8,1.229300149997709,0.0013383976951361065,1.0,0.8343993356450012,-0.6969878444385851,0.014356310048252531,1.7476955492766233,0.589627085623064,0.09082259531839516,2.221422524925226,0.9236759828926843,0.1964947308595585,1.0993225947234355,-0.17640404785619082,1.0,1.104295523970614,-0.17290359907959515,0.9909985579552958,1.648705700595667,0.4198160542875612,1.0
ENSG00000175756,AURKAIP1,2.0052263541108686,0.11978827345621712,0.7695917122058062,1.6671816183139463,-0.24730227213368738,0.5434057797637598,2.1079587737200307,0.1662189839337882,0.7931857965765362,2.782768124444081,0.5851798436371735,0.5943991480577684,1.6744783863969213,-0.20437928400052063,1.0,1.6320714669337386,-0.24960515275040462,0.795590515454486,1.8458335561016705,-0.05666310301584976,1.0
ENSG00000221978,CCNL2,0.8087640366421808,-0.05713549365407067,0.9585132452079712,0.8853365043907716,0.12502253419309345,0.8455160230284502,0.9316574548396956,0.19110463367477767,0.685164476934818,0.6469165750552661,-0.3749991638501957,1.0,0.5914722680330172,-0.5288392461022347,1.0,0.9815960213072126,0.2777809207251938,0.6291857199715559,0.6272249947918298,-0.3921540189895027,1.0
ENSG00000224870,MRPL20-AS1,0.16418916264510547,0.2672913305568496,0.42472277807528214,0.1277471851084401,-0.2508206659408154,0.6568550701533982,0.16086171882124242,0.16245217213995478,0.8153085721933577,0.1300678828153445,-0.15212103282057177,1.0,0.09789885815718906,-0.6075586721374955,1.0,0.16471988028785417,0.20128761853159816,0.8428345151784822,0.14336571309527538,0.10955297808230169,1.0
ENSG00000242485,MRPL20,1.3320507872659362,0.09994847656452849,0.8084315654101001,1.3146640695336937,0.057494297381807835,1.0,1.0891678878521622,-0.2552833863351283,0.7380684205573432,1.0371202235012995,-0.3146876251106722,1.0,1.1911027742458002,-0.10915579300117217,1.0,1.4186079486015195,0.1740502903674413,0.8285161181185304,0.9497978492561995,-0.4279825259210923,1.0
ENSG00000272455,AL391244.2,0.013241061503637536,-0.03247065630635593,1.0,0.01617052976056204,0.38260065237087915,0.7683997192790747,0.008378214521939709,-0.5283858271767787,0.6806663643085031,0.006845678042912869,-0.47123724730053507,1.0,0.012237357269648632,0.03236041001596135,1.0,0.020169781259737243,0.7538623222392911,0.5361211219811066,0.0,0.338702765594058,1.0
ENSG00000235098,ANKRD65,0.02224498332611106,-1.6779014269962809,2.3757543644276528e-06,0.056596854161967136,0.0982101734021743,0.9700203361054562,0.1005385742632765,1.0804234154987453,0.01849423858869416,0.05476542434330295,0.0953934306483637,1.0,0.07954282225271611,0.6564120596442127,1.0,0.07731749482899276,0.6202897855542733,0.4065976459674758,0.10752428482145654,1.1977727241958172,1.0
ENSG00000225905,AL391244.1,0.0,-0.2093484183904355,1.0,0.0,0.6627085715636145,1.0,0.0,1.9310457914605177,1.0,0.0,3.052324708756478,1.0,0.0,2.247373300986812,1.0,0.0,1.936065653460041,1.0,0.017920714136909422,7.48844988509874,1.0
ENSG00000225285,LINC01770,0.029130335308002582,1.5536123843087157,0.0001786888111314269,0.01212789732042153,-0.5271159873164031,0.5383889371268709,0.003351285808775884,-1.9102564625204232,0.053749964438304626,0.006845678042912869,-0.7889775452244638,0.976126454427868,0.006118678634824316,-1.1620176351508889,1.0,0.015127335944802933,-0.04578699982970047,1.0,0.017920714136909422,1.0455063892500114,1.0
ENSG00000179403,VWA1,2.2891147127488574,0.777694647864718,0.00014687207969430407,1.196619202281591,-0.619517969053814,0.03286340494882824,1.5198081142798632,-0.16740374469526254,0.8660498260890269,1.9920923104876447,0.2556144122705377,0.941508036878877,1.0646500824594312,-0.7166665580243468,0.9478189404204015,1.3211206725127895,-0.3909861734928219,0.5961976583399399,1.5053399875003914,-0.17228012324038067,1.0
ENSG00000215915,ATAD3C,0.022774625786256563,-1.2734787558101504,0.0012690520131577428,0.06953327797041677,0.9661007150135492,0.022767418517807104,0.03853978680092266,-0.15641704978982052,1.0,0.04449690727893364,0.11821264441293433,1.0,0.06526590543812605,0.6844371065956545,1.0,0.0470628229393869,0.157422028043964,1.0,0.017920714136909422,-0.33172907731644763,1.0
ENSG00000160072,ATAD3B,0.3003072749024993,0.31468985804978145,0.2700576901948988,0.2094083603992784,-0.41558595441312995,0.2826351464038326,0.34350679539952805,0.4476213172014245,0.2594844542719646,0.29436415584525333,0.18351988960024723,1.0,0.1427691681459007,-0.9326759177292074,0.6748918278521263,0.26724960169151846,0.03158155555861719,1.0,0.17920714136909424,-0.4476526317262659,1.0
ENSG00000197785,ATAD3A,0.4078246943120361,0.36025869262038723,0.1715709376722279,0.2805586913457514,-0.40807552854009455,0.27944789289230226,0.35020936701707983,0.0014351193519166472,1.0,0.46550610691807504,0.4421350616786519,0.7905742258774451,0.27534053856709423,-0.37424767031319206,1.0,0.3311205756806864,-0.08921375498831718,1.0,0.25088999791673194,-0.414427648003155,1.0
ENSG00000205090,TMEM240,0.03972318451091261,1.64626167227439,5.036057528340657e-06,0.010510844344365326,-1.2303762245198735,0.033066353040506674,0.023459000661431185,0.15143585988581876,1.0,0.0034228390214564343,-1.8056562863710939,0.5757062778249565,0.008158238179765756,-1.2508775665410132,1.0,0.011765705734846725,-0.845294060064619,0.46846601589225184,0.035841428273818844,1.2279223348755206,1.0
ENSG00000160075,SSU72,1.10907131154468,-0.131173736803554,0.7535790660168145,1.2798974305484854,0.16278217469825773,0.7362412155132956,1.0590063155731793,-0.16989466703534106,0.9191202269416051,1.0508115795871253,-0.1717396272889187,1.0,1.2971598705827552,0.15658366990071537,1.0,1.2589305136285995,0.11122992635277718,0.9506023737646698,1.0931635623514748,-0.10858140811267292,1.0
ENSG00000215014,AL645728.1,0.002648212300727507,-0.7943109191115916,0.5576407304385204,0.005659685416196714,0.6627085715636145,0.7843329447982272,0.006702571617551768,1.005046372904295,0.5984728951467673,0.0034228390214564343,0.5928930901191807,1.0,0.006118678634824316,0.9254452060994502,1.0,0.0033616302099562074,0.12871073140243627,1.0,0.0,1.9648879290417272,1.0
ENSG00000228594,FNDC10,0.41682861613450967,0.5148579450604296,0.0300171827761621,0.24983468480068352,-0.5449828004264043,0.10397136740305173,0.2714541505108466,-0.3450215101686409,0.581244711810925,0.4689289459395315,0.5133907390797261,0.7266822263424991,0.27534053856709423,-0.3144200352801627,1.0,0.3311205756806864,-0.027034763728430278,1.0,0.2329692837798225,-0.4590826950071245,1.0
ENSG00000286989,AL691432.4,0.012181776583346534,0.5682591602731168,0.46967128680394493,0.0064682119042248154,-0.5936311816961712,0.5987270463555204,0.005026928713163826,-0.6539167092606375,0.6888905310444806,0.010268517064369303,0.4673622080353219,1.0,0.002039559544941439,-1.3964828887879124,1.0,0.020169781259737243,1.351103152738884,0.1542419766922744,0.0,0.8160245431272442,1.0
ENSG00000272106,AL691432.2,0.023833910706547567,0.028811318804328856,1.0,0.02425579464084306,0.07774607084245755,1.0,0.020107714852655303,-0.162930356748495,1.0,0.010268517064369303,-0.8545658868520407,0.9091087481551854,0.012237357269648632,-0.8156364965389882,1.0,0.04202037762445259,1.0217955274859243,0.1320568499905636,0.017920714136909422,0.5577125475358535,1.0
ENSG00000197530,MIB2,0.27276586697493327,-0.007085337886442167,1.0,0.21345099283941893,-0.4523498056615116,0.22502526340774479,0.43901844094964076,0.8025466349210835,0.01595733468760789,0.3696666143172949,0.4717808793023264,0.7665983386735015,0.19171859722449525,-0.5469057456902919,1.0,0.258845526166628,-0.084726148145011,1.0,0.25088999791673194,-0.05380816466817784,1.0
ENSG00000189409,MMP23B,0.04131211189134911,-0.5421922907569803,0.1552112279953476,0.02506432112887116,-1.2798059337756253,0.002915465589288273,0.14578093268175094,1.8206218017668676,3.7637242583193245e-07,0.09926233162223659,1.0050189939781213,0.48617261351785335,0.042830750443770216,-0.2931950803758898,1.0,0.03865874741449638,-0.4676565325909694,0.6930914184062472,0.12544499895836597,1.4116342880479098,1.0
ENSG00000248333,CDK11B,0.017478201184801548,-0.8223252952811881,0.05412963910423587,0.010510844344365326,-1.4841328167656567,0.005554156254464199,0.05362057294041414,1.2611943931528495,0.011654685724823935,0.04449690727893364,0.9054833204272068,0.7098317015405934,0.07750326270777468,1.9034188997694508,0.0010275509155284216,0.011765705734846725,-1.0863021595684135,0.2926441202402243,0.0,-0.609582197861787,1.0
ENSG00000272004,FO704657.1,0.019067128565238053,0.32767960526701856,0.6405090485352156,0.015362003272533937,-0.10282617479936196,1.0,0.011729500330715592,-0.39088230342684316,0.8358157162385985,0.010268517064369303,-0.3399927140222827,1.0,0.006118678634824316,-1.1449441217919478,1.0,0.028573856784627764,0.9767076379573867,0.26957233143260567,0.017920714136909422,1.0621851303966414,1.0
ENSG00000189339,SLC35E2B,0.37074972210185103,0.1591138278158264,0.6530296642756961,0.34281523092391525,-0.01748338542339245,1.0,0.28318365084156216,-0.3186672358754412,0.6395724586903182,0.2293302144375811,-0.607566279471244,0.8534335608522013,0.2569845026626213,-0.46090953847530924,1.0,0.48407475023369384,0.5621694275019682,0.19833720340054067,0.19712785550600365,-0.7201909234595105,1.0
ENSG00000008128,CDK11A,0.052434603554404643,-0.12008108029334785,0.8829964482216955,0.0412348508894332,-0.5194947596571344,0.30380181104886933,0.08713343102817298,0.782449299458718,0.0938498675891828,0.08214813651495442,0.6572619092389003,0.7602729924094915,0.07138458407295036,0.44001837892920825,1.0,0.03529711720454018,-0.6597851634038516,0.4604309270420766,0.07168285654763769,0.6657197371542205,1.0
ENSG00000215790,SLC35E2A,0.06302745275731468,-0.3523063722324782,0.3508246614104446,0.07195885743450108,-0.05000947635591446,1.0,0.07372828779306943,0.013507951652491634,1.0,0.05134258532184651,-0.47515229730391795,1.0,0.05506810771341885,-0.42505204098468363,1.0,0.14623091413309502,1.1811781512965718,0.0039873560658432155,0.035841428273818844,-0.5040164422158528,1.0
ENSG00000008130,NADK,0.45390358834469474,0.020771364970623818,1.0,0.4163911413344725,-0.14384729478766478,0.8601278884287461,0.6384199465718058,0.5873775313894748,0.09850520750326706,0.4004721655104028,-0.17028602158256412,1.0,0.3834371944489905,-0.24837599755129092,1.0,0.39331073456487625,-0.21394084249472556,0.9409045150892238,0.4838592816965544,0.13278416757555078,1.0
ENSG00000078369,GNB1,1.6392434141503271,0.16706778686110146,0.6263899600327186,1.5386259067174781,0.015945674880389227,1.0,1.5080786139491476,-0.01947855021455802,1.0,1.040543062522756,-0.5793711979589787,0.8490157185055842,1.4440081578185386,-0.08812414609040731,1.0,1.5144144095852714,-0.012651210935680002,1.0,0.9497978492561995,-0.688138846624583,1.0
ENSG00000231050,AL109917.1,0.006885351981891519,0.07444454761015606,1.0,0.008893791368309121,0.6038148825100453,0.676559773813598,0.005026928713163826,-0.11334832789793481,1.0,0.010268517064369303,1.0079305893980246,1.0,0.002039559544941439,-0.8819097159581535,1.0,0.006723260419912415,0.25799374834740263,1.0,0.0,1.3185248836564272,1.0
ENSG00000169885,CALML6,0.0031778547608730086,0.2760784087798065,0.9794803952139209,0.00404263244014051,0.7882394536474724,0.7136754313366447,0.001675642904387942,0.024155195851999878,1.0,0.0,0.05232470875647799,1.0,0.0,-0.752626699013188,1.0,0.005042445314934311,1.2356259353189483,0.6327797747293353,0.0,2.48844988509874,1.0
ENSG00000178821,TMEM52,0.029659977768148084,0.8686540936108376,0.03887748352271779,0.020213162200702548,-0.04624264643299458,1.0,0.008378214521939709,-1.1982372254844478,0.17856356096474585,0.01711419510728217,-0.07695830818848837,1.0,0.014276916814590071,-0.43912722619640565,1.0,0.016808151049781037,-0.24835891767738705,1.0,0.017920714136909422,0.7202655603218133,1.0
