Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000184163,C1QTNF12,0.017779366123412493,0.5791093153188536,0.473195614829285,0.013611630493301004,0.053125347762634334,1.0,0.010833282385772386,-0.42504269032299913,0.6262809158346211
ENSG00000260179,AL162741.1,0.0019754851248236106,2.03162152001636,0.374821030453651,0.00045372101644336677,-0.5791428677368788,0.8337116566955097,0.000515870589798685,-0.269764464845089,1.0
ENSG00000160087,UBE2J2,0.4790551427697255,0.1259188166453027,0.7568805913980667,0.33257750505298783,-0.6788095703093524,0.0022539451270655866,0.5607513311111706,0.5662159657850394,0.01314988408587047
ENSG00000230415,LINC01786,0.0,0.446659019295204,1.0,0.0,-1.164105368458035,0.7205641042308207,0.00103174117959737,2.315198035876067,0.3413549038274119
ENSG00000162572,SCNN1D,0.08000714755535622,0.40617994994013396,0.32734409818127963,0.07486396771315552,0.39501712732786265,0.22744305842994245,0.044880741312485595,-0.7587000777924682,0.014849407600659364
ENSG00000131584,ACAP3,0.3773176588413096,0.09515271380750501,0.8369012579756346,0.2772235410468971,-0.5943848100205962,0.01012168294899457,0.440553483688077,0.5129141033658859,0.029419198716655236
ENSG00000169972,PUSL1,0.20051174016959644,-0.2646199312073527,0.5471231105715763,0.1737751492978095,-0.6771749506974052,0.004062049054308159,0.3188080244955873,0.8068144412591245,0.00028662993160281843
ENSG00000127054,INTS11,0.8543973164862115,0.07088382275887445,0.8919458384642637,0.7118882747996425,-0.3435961335088153,0.16369119303811233,0.9290829322274318,0.29591277399874605,0.27218496408216747
ENSG00000224051,CPTP,0.33682021378242555,0.6730410024575249,0.014461835271190496,0.18511817470889366,-0.5649639325671165,0.019754020888324293,0.2414274360257846,0.05293286228704552,0.9549734415289567
ENSG00000169962,TAS1R3,0.0385219599340604,1.8299876588467097,0.00010857890454052931,0.015880235575517838,-0.05307405606929105,1.0,0.00515870589798685,-2.039151536703671,0.00018721645605077682
ENSG00000107404,DVL1,0.39312153983989845,-0.038939977460646036,1.0,0.3584396029902598,-0.2780384703863894,0.3154536178533684,0.45654547197183626,0.3058654239642744,0.2618465891855282
ENSG00000162576,MXRA8,1.799666948714309,0.7241690136567009,0.004045944828779328,0.9587125077448341,-0.5767523203118843,0.008263673100169042,1.2370576743372468,0.01593847210910665,1.0
ENSG00000175756,AURKAIP1,2.2243962505513855,0.28451021467209214,0.37577198059539507,1.6529056629031853,-0.33935797050556293,0.16040834786979458,2.0216968414210466,0.14135266506241273,0.682372462745851
ENSG00000221978,CCNL2,0.7941450201790914,-0.0775002023637526,0.9899721405197874,0.8656996993739439,0.10939603642682783,0.7491412967166192,0.8068216024451433,-0.06349085530697354,0.9338641609927469
ENSG00000224870,MRPL20-AS1,0.1363084736128291,-0.12323300647439739,0.8920442330963092,0.13611630493301005,-0.18157354603524611,0.6396283254964196,0.16404684755598184,0.2695710193844234,0.4063305332474337
ENSG00000242485,MRPL20,1.0796026207161031,-0.2937312154878825,0.40034928850871254,1.321235599883084,0.08994333030652613,0.8077796640615902,1.3257874157826206,0.09040272417586026,0.839004621450417
ENSG00000272455,AL391244.2,0.006914197936882636,-0.9683784799836399,0.2059995048118458,0.01678767760840457,0.5813218044563673,0.298526133191252,0.01341263533476581,-0.006730059011294642,1.0
ENSG00000235098,ANKRD65,0.08889683061706247,0.9695605518841091,0.01039479146035487,0.06669698941717492,0.5750280623908819,0.10375342837642194,0.021666564771544772,-1.7383174734509335,7.058468091713514e-07
ENSG00000225905,AL391244.1,0.0009877425624118053,3.03162152001636,0.38473506886030345,0.0,-0.5791428677368788,1.0,0.0,-0.269764464845089,1.0
ENSG00000225285,LINC01770,0.005926455374470831,-1.518575562544119,0.027443382430619546,0.011796746427527536,-0.7784516759602855,0.11210640606404049,0.028372882438927678,1.4931963378540623,0.0003040872869291896
ENSG00000179403,VWA1,1.5675474465475348,-0.12837687384339846,0.8127725599590515,1.2141574400024495,-0.7454105416103725,0.0003571287168693658,2.2801480069101876,0.7824008313498022,0.00012345504560969182
ENSG00000215915,ATAD3C,0.0385219599340604,-0.2010392367739149,0.8712329941034185,0.06578954738428819,1.2531296865250554,0.00026001266872880085,0.021666564771544772,-1.374881170659302,0.00040228608867031563
ENSG00000160072,ATAD3B,0.2953350261611297,0.2133162983982151,0.557686877240844,0.2159712038270426,-0.46429562065178076,0.06301637041801371,0.299720812673036,0.3151980358760682,0.26310913295780186
ENSG00000197785,ATAD3A,0.3625015204051325,0.06132802683255045,0.9343624030251914,0.2935574976388583,-0.42168721825678257,0.08830028650863299,0.40960124830015593,0.37778257325409115,0.14357059495496785
ENSG00000205090,TMEM240,0.018767108685824298,-0.26116022921148563,0.7847046992864445,0.009981862361754069,-1.6254365200108127,6.501048934698065e-05,0.038690294234901376,1.5858456258197373,1.3036196655424121e-05
ENSG00000160075,SSU72,1.0934310165898684,-0.12959678607505332,0.8112412557207862,1.2695114040085402,0.19868562740224335,0.48918776621445403,1.1127328621957635,-0.1257615492438628,0.7619645009006509
ENSG00000215014,AL645728.1,0.0049387128120590255,0.44665901929520313,0.8274752535178356,0.005444652197320402,0.6618652317669156,0.5382919600945728,0.002579352948993425,-0.8547269655662451,0.4408733298265143
ENSG00000228594,FNDC10,0.3190408476590131,-0.0981702943385312,0.9419286908412157,0.27676982003045375,-0.4674975119079694,0.054421312736534784,0.4163075659675388,0.5211682781970448,0.026814532684794456
ENSG00000286989,AL691432.4,0.006914197936882636,-0.4278100986209372,0.7383099975324539,0.009074420328867336,-0.14102175534499306,0.9522966556536206,0.011865023565369755,0.5078431138184643,0.5490509520515382
ENSG00000272106,AL691432.2,0.017779366123412493,-0.4346964842061771,0.5155101474211172,0.02676953997015864,0.32774772787164075,0.5590255824663042,0.023214176540940826,-0.03160472765032285,1.0
ENSG00000197530,MIB2,0.3773176588413096,0.6043934798707362,0.03075204105145103,0.22595306618879665,-0.4522972174576876,0.07432696960465747,0.2739272831831017,0.0025197617356880198,1.0
ENSG00000189409,MMP23B,0.11655362236459302,1.613556328039948,1.8446571286844453e-07,0.03312163420036578,-1.042114844079424,0.000931246484048241,0.04384900013288823,-0.42846221086414626,0.2929781047314596
ENSG00000248333,CDK11B,0.04938712812059026,1.2611033661391273,0.0013225234298759997,0.02132488777283824,-0.48603346334539665,0.2740327172475921,0.020118953002148717,-0.5625462140729347,0.227306618363461
ENSG00000272004,FO704657.1,0.010865168186529857,-0.6313434927060699,0.38473506886030345,0.01724139862484794,0.09154950701016151,0.9972072632651189,0.019087211822551346,0.33430685882377276,0.6327447255774751
ENSG00000189339,SLC35E2B,0.25780080878948114,-0.5095490057838008,0.1340905296603097,0.36978262840134396,0.1699549888154248,0.5977201069752776,0.3657522481672677,0.12910821500274872,0.7426920023688673
ENSG00000008128,CDK11A,0.09087231574188608,0.9634500173747806,0.0044709615465429115,0.041288612496346376,-0.6702907557950737,0.034357929083643865,0.053134670749264555,-0.09288670276100941,0.9282139812087574
ENSG00000215790,SLC35E2A,0.06519100911917915,-0.21517224481022268,0.7318896484118773,0.08802187719001316,0.4583318376817842,0.12843071795660885,0.06345208254523826,-0.3434741510280972,0.369405590078685
ENSG00000008130,NADK,0.5244913006406685,0.28196628346564145,0.38473506886030345,0.40925635683191686,-0.2302025074955365,0.44276263884772243,0.45706134256163494,0.03719652075407098,0.9984253727212453
ENSG00000078369,GNB1,1.3354279443807606,-0.2355388673434033,0.5375586208357275,1.5254100572825993,-0.00028056655214014903,1.0,1.6249923578658578,0.14878751860999262,0.6604190630205475
ENSG00000231050,AL109917.1,0.005926455374470831,-0.06791415353455399,1.0,0.007259536263093868,0.18639187862609852,0.9181790637811735,0.006706317667382905,0.014028501155502582,1.0
ENSG00000169885,CALML6,0.0009877425624118053,-0.8752690755921595,0.5736219791418655,0.003629768131546934,0.5907821337054342,0.672453498889782,0.00309522353879211,0.2156623623251548,1.0
ENSG00000178821,TMEM52,0.009877425624118051,-1.1528030511210678,0.06502755054876413,0.019056282690621405,-0.24034095428512003,0.7205641042308207,0.029404623618525045,0.860296075719285,0.04007401957332716
ENSG00000142609,CFAP74,0.0,-0.2903065748710034,1.0,0.00045372101644336677,-0.5791428677368788,0.8337116566955097,0.001547611769396055,1.730235535154911,0.3617200200230086
ENSG00000233542,AL391845.2,0.0009877425624118053,0.7096934251289966,1.0,0.0013611630493301004,0.8358946315419651,0.8451808146350801,0.000515870589798685,-0.5916925597324507,0.8698546305018288
ENSG00000187730,GABRD,0.02469356406029513,-0.5347253025374492,0.34853592430819974,0.02994558708526221,-0.33323263969429373,0.4549702260698357,0.044880741312485595,0.6661051977351962,0.07057165560647245
ENSG00000226969,AL391845.1,0.0,1.03162152001636,1.0,0.00045372101644336677,1.4208571322631212,0.6442262389369314,0.0,-0.269764464845089,1.0
ENSG00000067606,PRKCZ,0.1540878397362416,-0.3620080402251915,0.38473506886030345,0.16016351880450846,-0.4061580665455078,0.13206736796174778,0.24297504779518064,0.6185251476578952,0.010694989469261711
ENSG00000271806,AL590822.2,0.0009877425624118053,3.03162152001636,0.38473506886030345,0.0,-0.5791428677368788,1.0,0.0,-0.269764464845089,1.0
ENSG00000182873,PRKCZ-AS1,0.006914197936882636,1.3311818018752675,0.23755790949765923,0.001814884065773467,-1.2572147728495153,0.2082505343113679,0.00412696471838948,0.315198035876068,0.8747415201199589
ENSG00000162585,FAAP20,0.9442818896656857,0.29691897735872286,0.3636323894129858,0.8107994563842965,0.024089548407994987,1.0,0.720671213948763,-0.24268058564246395,0.42530219517632073
ENSG00000234396,AL590822.1,0.0009877425624118053,-0.8752690755921595,0.5736219791418655,0.004990931180877034,1.6838915380969146,0.07652218798869281,0.001547611769396055,-0.9702041829861807,0.436523501415453
ENSG00000157933,SKI,0.15112461204900618,0.6726992176467963,0.030209386549934786,0.08711443515712643,-0.4624192614351954,0.10657018094333014,0.10420585913933438,-0.03905677529663665,1.0
ENSG00000287356,AL590822.3,0.013828395873765272,-0.7757334020412445,0.2074320194882627,0.030853029118148943,0.8569562470697951,0.03136895822171584,0.01857134123275266,-0.4353505305630634,0.4360548906878743
ENSG00000116151,MORN1,0.05827681118229651,-0.6688181981247321,0.09560703270053698,0.10390211276553099,0.4849874696828369,0.09035368804162582,0.0825392943677896,-0.11377326923114994,0.8671548429083995
ENSG00000272161,AL589739.1,0.0,-0.2903065748710034,1.0,0.0013611630493301004,1.4208571322631212,0.5594361862965557,0.000515870589798685,-0.269764464845089,1.0
ENSG00000272420,AL513477.2,0.008889683061706247,-0.577187722659164,0.49006047035609734,0.014519072526187737,0.21732373817798933,0.7852956908008276,0.01444437651436318,0.19589910750372397,0.8698546305018288
ENSG00000157916,RER1,0.9946567603486878,-0.03138827750944029,1.0,1.0358450805402064,0.058567814782751436,0.9116561160762311,0.9945984971318648,-0.04043734792033346,1.0
ENSG00000157911,PEX10,0.2647150067263638,0.04644616745978336,0.973854443386741,0.2840293562935476,0.24761236025576183,0.38810349475861444,0.22595131833182405,-0.29743120746134855,0.3407509921018832
ENSG00000149527,PLCH2,0.0770439198681208,1.0225193129091075,0.004269160171128226,0.05807629010475095,0.6639000629094491,0.04802880475678184,0.01547611769396055,-2.009055111957538,7.826929484979591e-09
ENSG00000224387,AL139246.1,0.0,-0.553340980704796,0.8129540977057192,0.0013611630493301004,0.8358946315419651,0.8451808146350801,0.00103174117959737,0.3151980358760671,1.0
ENSG00000157881,PANK4,0.11062716699012218,-0.1397213636441479,0.8606729102551472,0.11796746427527537,-0.047091898054164805,0.9894309721021721,0.1279359062700739,0.14720564696775496,0.7486167016663823
ENSG00000197921,HES5,0.009877425624118051,0.2815997730247073,0.9430194328072594,0.009074420328867336,0.058287052878413625,1.0,0.00825392943677896,-0.1364979339816239,0.9728503770445053
ENSG00000272449,AL139246.5,0.14519815667453537,0.017073211447204972,1.0,0.17422887031425285,0.5137167409582144,0.0876683979456112,0.10988043562711991,-0.583579913945131,0.07353844745969353
ENSG00000238164,TNFRSF14-AS1,0.07309294961847358,0.9205902076276162,0.01036685487259511,0.04264977554567648,-0.15903437891061234,0.7664711739055908,0.0345633295165119,-0.5831810598769334,0.11228420792720371
ENSG00000157873,TNFRSF14,1.2356659455771684,1.1725283762420906,3.769087097247584e-07,0.4505449693282632,-0.9263921478378307,9.55947221216707e-06,0.6587667431729207,-0.0825920735266028,0.8769522638541453
ENSG00000228037,AL139246.3,0.017779366123412493,2.4721941114023425,0.0004656609026592521,0.0031760471151035677,-1.222999057511604,0.14907586140600698,0.00309522353879211,-1.1628492609285752,0.20586154270594675
ENSG00000157870,PRXL2B,0.3249673030334839,-0.16334421090265328,0.7795674787096911,0.3607082080724766,0.02819452583852522,1.0,0.3688474717060598,0.07834202631476894,0.8719230173688807
ENSG00000142606,MMEL1,0.15507558229865342,-0.043976098877799075,1.0,0.2445556278629747,1.3479256098092702,3.900485911201949e-09,0.06499969431463432,-1.726094623941345,1.4699833450466204e-11
ENSG00000215912,TTC34,0.0049387128120590255,-1.05584132123398,0.22464161096912705,0.01406535150974437,0.7770009424883968,0.2096172541952121,0.009801541206175015,-0.15728973558667558,0.9106882425309808
ENSG00000177133,PRDM16-DT,0.02271807893547152,2.529121179487176,0.0022737516387783298,0.002722326098660201,-1.8592507869296133,0.05626552118967729,0.00515870589798685,-0.7172234418163095,0.6262809158346211
ENSG00000142611,PRDM16,0.012840653311353468,1.7515136008236247,0.015938686354250386,0.002722326098660201,-1.3567504464004303,0.09584956194073911,0.00515870589798685,-0.1322609410951534,1.0
ENSG00000226286,AL008733.1,0.0,1.03162152001636,1.0,0.00045372101644336677,1.4208571322631212,0.6442262389369314,0.0,-0.269764464845089,1.0
ENSG00000272235,AL590438.1,0.0,1.03162152001636,1.0,0.00045372101644336677,1.4208571322631212,0.6442262389369314,0.0,-0.269764464845089,1.0
ENSG00000287828,AL354743.2,0.0009877425624118053,2.03162152001636,0.5757555124568414,0.0,-1.164105368458035,0.7205641042308207,0.000515870589798685,0.730235535154911,1.0
ENSG00000286518,AL354743.1,0.0,1.03162152001636,1.0,0.00045372101644336677,1.4208571322631212,0.6442262389369314,0.0,-0.269764464845089,1.0
ENSG00000130762,ARHGEF16,0.11655362236459302,-1.0013386787580387,0.00190270943582058,0.1724139862484794,-0.48122911120995404,0.05689053226015496,0.3059112597506202,0.9816586506184173,7.292169300137977e-06
ENSG00000272088,AL512413.1,0.0019754851248236106,-0.8428475978997811,0.5436353917099689,0.005444652197320402,0.5363343496830568,0.6442262389369314,0.004642835308188165,0.14527303443375494,1.0
ENSG00000162591,MEGF6,0.3170653625341895,0.9984037431229251,0.00039802996164659503,0.09800373955176722,-1.3950204633281476,1.8616057088357955e-08,0.2280148006910188,0.4499360611533061,0.11834057921971582
ENSG00000238260,AL513320.1,0.0,-0.553340980704796,0.8129540977057192,0.0013611630493301004,0.8358946315419651,0.8451808146350801,0.00103174117959737,0.3151980358760671,1.0
ENSG00000158109,TPRG1L,0.33286924353277836,0.3530161724717289,0.2656330954768494,0.25090772209318185,-0.22362391641441515,0.4760430696047185,0.27237967141370567,-0.02192217425298426,1.0
ENSG00000116213,WRAP73,0.2676782344135992,-0.19266395373825929,0.7078804322015416,0.26043586343849257,-0.3305879591797354,0.2185761407670426,0.35904593049988476,0.45073652790338525,0.06880954751943494
ENSG00000078900,TP73,0.02469356406029513,-1.7875750146857605,7.049279226885622e-06,0.05127047485810045,-0.8703741654013246,0.0017175424778693436,0.13051525921906731,1.5999791492035702,1.0178050482478514e-10
ENSG00000227589,AL136528.1,0.0009877425624118053,3.03162152001636,0.38473506886030345,0.0,-0.5791428677368788,1.0,0.0,-0.269764464845089,1.0
ENSG00000235169,SMIM1,0.46917771714560746,0.19512025229923946,0.5757555124568414,0.5204180058605418,0.5801395097449314,0.009749925706918213,0.28476056556887414,-0.8230760791583525,0.00037216429116259303
ENSG00000130764,LRRC47,0.33484472865760195,-0.1672423658238471,0.7793805656975452,0.39110751617418216,0.15448315308419547,0.6442262389369314,0.3600776716794821,-0.051837000180837034,0.9910958512965036
ENSG00000272153,AL365330.1,0.0,-0.7757334020412436,0.8230451172722618,0.002268605082216834,2.0058196329842772,0.2310117645750168,0.000515870589798685,-0.8547269655662451,0.6814127073909034
ENSG00000116198,CEP104,0.13729621617524093,-0.16327600965741462,0.8044668852954628,0.13475514188367993,-0.2758537261104901,0.37919983131556456,0.17694361230094896,0.38501082035641154,0.17905384041182004
ENSG00000169598,DFFB,0.027656791747530544,-0.553340980704796,0.30711076830853035,0.04219605452923311,0.20726165916383277,0.6645656629626093,0.0412696471838948,0.13934820047664953,0.8433971491081409
ENSG00000198912,C1orf174,0.09284780086670968,-0.02423171471715735,1.0,0.0930128083708902,-0.0423894600583421,1.0,0.09749954147195147,0.0712724529899793,0.9291019241045649
ENSG00000236423,LINC01134,0.0029632276872354154,-0.13830348142595295,0.977978599701195,0.0040834891479903015,0.1578227264293277,0.9834709528570147,0.00412696471838948,0.19972081845613232,0.998874426539611
ENSG00000196581,AJAP1,0.005926455374470831,1.2540139413528086,0.30365146276366656,0.002268605082216834,-0.6946200851568154,0.5871813193898728,0.00309522353879211,-0.04737204350863955,1.0
ENSG00000287586,Z98886.1,0.0009877425624118053,1.446659019295204,0.7088342060477097,0.0009074420328867335,1.0058196329842772,0.7798892212886087,0.0,-1.269764464845089,0.5618188186818759
ENSG00000284692,Z98259.3,0.0,0.446659019295204,1.0,0.0009074420328867335,2.0058196329842772,0.3769352565881778,0.0,-0.8547269655662451,0.7728447473118358
ENSG00000236948,AL365255.1,0.0009877425624118053,1.446659019295204,0.7088342060477097,0.0009074420328867335,1.0058196329842772,0.7798892212886087,0.0,-1.269764464845089,0.5618188186818759
ENSG00000131697,NPHP4,0.05630132605747289,-0.4679494894741514,0.3151291474283461,0.06261350026918462,-0.4085690265980486,0.21783228588562403,0.09749954147195147,0.6853812993706514,0.017615012923762757
ENSG00000069424,KCNAB2,0.5205403303910213,1.6289324131651612,1.2746676917689868e-12,0.1392923520481136,-1.154706670455785,2.3961476639971897e-07,0.20118953002148715,-0.3643720548991505,0.2127364286759062
ENSG00000116254,CHD5,0.0009877425624118053,0.031621520016360094,1.0,0.0009074420328867335,-0.8015352890733283,0.7044208862643982,0.002579352948993425,1.315198035876067,0.3823743113375063
ENSG00000116251,RPL22,7.308307219284947,0.16015079170210722,0.6689848749262014,6.5816770645274785,-0.040227994870738026,0.9775857936872573,6.4844933137694705,-0.07099112138319574,0.9049168470461993
ENSG00000226944,AL031847.1,0.015803880998588885,-1.050840640175613,0.04252732800772853,0.030853029118148943,0.0058196329842781225,1.0,0.038690294234901376,0.5687721124607954,0.15697610958054822
ENSG00000158286,RNF207,0.06617875168159094,-0.6978992619886819,0.0698847926652348,0.12931048968635953,0.7165423243872309,0.0048979973822921834,0.08511864731678302,-0.3582494067693438,0.29891268367680657
ENSG00000116237,ICMT,0.3437344117193082,-0.08067234430067116,0.9853626799790904,0.33257750505298783,-0.19393293511459175,0.5462052763474369,0.3997997070939809,0.2506635935152244,0.3969071268336739
ENSG00000225077,LINC00337,0.0019754851248236106,0.8092290986799124,0.8703490325576922,0.00045372101644336677,-1.5791428677368788,0.33747845279804883,0.002579352948993425,1.315198035876067,0.3823743113375063
ENSG00000158292,GPR153,0.10074974136600413,1.283493819562854,3.670218621024838e-05,0.02858442403593211,-1.3070633223000776,1.1597429713953903e-05,0.056229894288056664,0.13655581733264643,0.8235413531641568
ENSG00000097021,ACOT7,0.385219599340604,-0.022689599861464016,1.0,0.3870240270261919,-0.022202864981954784,1.0,0.39722035414498746,0.04005181493934362,0.9908308361793062
ENSG00000271746,AL031848.2,0.003950970249647221,-0.50443138022385,0.7537167930445996,0.009074420328867336,1.1127348369007901,0.12231079027540843,0.00412696471838948,-0.7436956531775003,0.47122398839495805
ENSG00000069812,HES2,0.0019754851248236106,-0.9683784799836399,0.42759869368313824,0.003629768131546934,-0.5791428677368788,0.5769445616172492,0.007738058846980275,1.2708039165176155,0.10673203754808953
ENSG00000187017,ESPN,0.13927170130006453,-1.465190070633506,1.129571922812578e-06,0.19056282690621407,-1.2321538514777,1.0679408032129831e-08,0.6097590371420457,1.8040435732737747,9.610462316974085e-20
ENSG00000215788,TNFRSF25,0.35756280759307346,1.1324352344371142,6.297124517627798e-06,0.11161537004506823,-1.2619526918561794,3.075751344927886e-08,0.22182435361343456,0.23148117633767784,0.49004943675318063
ENSG00000171680,PLEKHG5,0.0740806921808854,0.27392448426606686,0.5591705936229732,0.03448279724969588,-1.3123563270419774,4.839684310389666e-06,0.0928567061637633,0.9821539087945319,0.0003503572472576479
ENSG00000162408,NOL9,0.15606332486106522,-0.043512810044419314,1.0,0.16107096083739522,0.010894189890124029,1.0,0.1619833651967871,0.02381900434831241,1.0
ENSG00000173662,TAS1R1,0.0009877425624118053,2.03162152001636,0.5757555124568414,0.0,-1.164105368458035,0.7205641042308207,0.000515870589798685,0.730235535154911,1.0
ENSG00000204859,ZBTB48,0.2657027492887756,0.08468276376777362,0.8837957828927615,0.23275888143544715,-0.21195423253347245,0.5181662592739691,0.271863800823907,0.16176115722232476,0.658727733252477
ENSG00000162413,KLHL21,0.1935975422327138,-0.13422921991869563,0.8599885508247705,0.19918352621863802,-0.12196370083095998,0.7546255271738942,0.22904654187061615,0.21501410572431645,0.5377680514592009
ENSG00000116273,PHF13,0.10963942442771038,-0.5468859585674966,0.14071791754919682,0.13974607306455697,-0.19032288919434537,0.6053124515179502,0.1857134123275266,0.5118450443759603,0.050148217896469616
